domain_name,age_tertile,TSVR_hours,theta_observed,se_observed,ci_lower,ci_upper,theta_predicted
Where,Young,80.98,,,,,
Where,Young,81.15,,,,,
Where,Young,81.92,,,,,
Where,Young,82.55,,,,,
Where,Young,82.98,,,,,
Where,Young,82.99,,,,,
Where,Young,83.54,,,,,
Where,Young,83.64,-0.6435525,,,,-0.10941434424189075
Where,Young,83.68,-1.4745452,,,,-0.7857654985768071
Where,Young,91.47,0.1628256,,,,-0.2332427477224634
Where,Young,91.63,,,,,
Where,Young,91.97,,,,,
Where,Young,92.72,,,,,
Where,Young,93.26,1.4485718,,,,0.43106800383643706
Where,Young,93.39,,,,,
Where,Young,94.68,,,,,
Where,Young,95.42,,,,,
Where,Young,98.84,0.62716204,,,,0.574732234574854
Where,Young,106.41,,,,,
Where,Young,111.38,0.5108627,,,,0.05195828186231505
Where,Young,136.83,,,,,
Where,Young,137.74,-0.8030515,,,,-0.3996650065489856
Where,Young,138.91,-0.9400507,,,,-0.5212937219700997
Where,Young,140.08,,,,,
Where,Young,140.12,,,,,
Where,Young,140.22,,,,,
Where,Young,140.39,0.7931139,,,,0.11182730553088921
Where,Young,140.49,-0.036762077,,,,0.2602962968789153
Where,Young,140.95,,,,,
Where,Young,141.09,,,,,
Where,Young,141.71,0.03178843,,,,-0.08297121711691174
Where,Young,141.84,0.21180752,,,,-0.417201520744735
Where,Young,142.61,,,,,
Where,Young,143.14,0.75251937,,,,0.40074626891477994
Where,Young,143.48,,,,,
Where,Young,143.51,,,,,
Where,Young,143.53,,,,,
Where,Young,143.66,-0.20977189,,,,-0.22975554674653753
Where,Young,143.85,-0.88679795,0.28183214999999995,-1.439188964,-0.33440693600000004,-0.46719701936661967
Where,Young,143.91,,,,,
Where,Young,144.07,,,,,
Where,Young,144.19,,,,,
Where,Young,144.2,,,,,
Where,Young,144.22,-1.5214664,,,,-0.8142096095136471
Where,Young,144.51,1.7630539,,,,0.3591935857432949
Where,Young,144.85,,,,,
Where,Young,144.91,,,,,
Where,Young,145.06,,,,,
Where,Young,145.07,-0.029049361,,,,-0.3465590550627533
Where,Young,145.29,,,,,
Where,Young,145.31,0.47084022,,,,0.09897254880786721
Where,Young,145.38,-0.0680759,,,,-0.15784994113874118
Where,Young,145.65,-0.8004861,,,,-0.42256591155296347
Where,Young,145.77,,,,,
Where,Young,145.78,-2.1095285,,,,-1.0203026792430467
Where,Young,145.92,-0.80049735,,,,-0.7268518002839544
Where,Young,145.95,,,,,
Where,Young,146.02,,,,,
Where,Young,146.16,,,,,
Where,Young,146.2,,,,,
Where,Young,146.29,,,,,
Where,Young,146.3,,,,,
Where,Young,146.54,0.8411193,,,,0.4774915094408294
Where,Young,146.56,,,,,
Where,Young,146.8,,,,,
Where,Young,146.96,,,,,
Where,Young,146.99,,,,,
Where,Young,147.13,-0.42889243,,,,-0.3794161636894994
Where,Young,147.21,,,,,
Where,Young,147.65,-0.30421466,,,,-0.25830998064227934
Where,Young,147.84,,,,,
Where,Young,147.94,,,,,
Where,Young,148.69,,,,,
Where,Young,148.79,,,,,
Where,Young,148.85,-0.26116142,,,,-0.44836967219002
Where,Young,148.87,-0.64632875,,,,-0.25805583685946065
Where,Young,148.9,,,,,
Where,Young,149.18,,,,,
Where,Young,149.2,,,,,
Where,Young,149.21,,,,,
Where,Young,149.28,,,,,
Where,Young,149.33,,,,,
Where,Young,149.72,,,,,
Where,Young,149.75,,,,,
Where,Young,149.87,,,,,
Where,Young,149.93,,,,,
Where,Young,149.99,,,,,
Where,Young,150.22,,,,,
Where,Young,150.41,,,,,
Where,Young,150.46,0.53584546,,,,-0.2927587970866543
Where,Young,150.8,-1.0289922,,,,-0.5736104323302285
Where,Young,150.87,-0.09666681,,,,-0.26737788674200397
Where,Young,151.52,,,,,
Where,Young,151.93,,,,,
Where,Young,152.12,,,,,
Where,Young,152.47,-0.9852635,,,,-0.6308184125030333
Where,Young,152.89,0.0417404,,,,0.0806931912078599
Where,Young,153.27,,,,,
Where,Young,154.53,,,,,
Where,Young,154.76,-1.8336661,,,,-0.9327789725089197
Where,Young,154.89,,,,,
Where,Young,155.27,,,,,
Where,Young,155.59,,,,,
Where,Young,156.21,,,,,
Where,Young,162.51,,,,,
Where,Young,164.93,,,,,
Where,Young,166.33,1.0647037,,,,-0.3294827004835136
Where,Young,166.87,-0.45238903,,,,-0.40768720881884546
Where,Young,168.33,-0.5992665,,,,-0.014387369790996196
Where,Young,168.86,0.17281532,,,,-0.29096417646967054
Where,Young,169.55,,,,,
Where,Young,170.25,,,,,
Where,Young,170.65,,,,,
Where,Young,187.43,,,,,
Where,Young,194.42,,,,,
Where,Young,244.53,,,,,
Where,Young,246.24,0.81087965,,,,0.0035674683316362366
Where,Middle,1.0,0.47276061599999997,0.15682517121398182,0.16538328042059564,0.7801379515794042,0.5459460067016012
Where,Middle,16.9,1.1336492,,,,0.6515777044655493
Where,Middle,17.16,-0.11357858,,,,0.1249674701293674
Where,Middle,20.61,,,,,
Where,Middle,21.63,,,,,
Where,Middle,21.9,,,,,
Where,Middle,21.98,0.7603441,,,,0.3755301455566846
Where,Middle,22.09,,,,,
Where,Middle,22.2,,,,,
Where,Middle,22.6,,,,,
Where,Middle,22.64,,,,,
Where,Middle,22.77,,,,,
Where,Middle,22.82,,,,,
Where,Middle,22.83,,,,,
Where,Middle,22.96,-0.7664266,,,,0.11975451341253757
Where,Middle,22.98,,,,,
Where,Middle,23.24,1.0685252,,,,0.17727117437935652
Where,Middle,23.33,,,,,
Where,Middle,23.35,-0.52560335,,,,-0.25007673081299586
Where,Middle,23.46,,,,,
Where,Middle,23.47,,,,,
Where,Middle,23.54,,,,,
Where,Middle,23.69,,,,,
Where,Middle,23.7,,,,,
Where,Middle,23.91,0.15703231,,,,0.36288454765855666
Where,Middle,24.15,,,,,
Where,Middle,24.25,0.25979045,,,,0.06472030771529041
Where,Middle,24.32,-1.4042654,,,,-0.5341197253024008
Where,Middle,24.37,,,,,
Where,Middle,24.49,,,,,
Where,Middle,24.51,,,,,
Where,Middle,24.57,,,,,
Where,Middle,24.65,,,,,
Where,Middle,24.66,-1.1997546,,,,-0.5149380202165772
Where,Middle,24.73,-0.5890776,,,,-0.37166065692332445
Where,Middle,24.77,,,,,
Where,Middle,24.78,-0.7836676,,,,-0.09615995664205476
Where,Middle,24.87,1.1582936,,,,0.15094700426303848
Where,Middle,24.96,-1.4912251,,,,-0.5602885104119968
Where,Middle,25.15,,,,,
Where,Middle,25.6,,,,,
Where,Middle,25.62,0.6062357,,,,0.3126422000739377
Where,Middle,25.63,,,,,
Where,Middle,25.66,,,,,
Where,Middle,25.77,,,,,
Where,Middle,26.08,,,,,
Where,Middle,26.11,-0.3025957,,,,-0.2569673231757961
Where,Middle,26.17,0.16946432,,,,-0.20433767698240435
Where,Middle,26.22,,,,,
Where,Middle,26.26,0.06511351,,,,-0.4021730661787486
Where,Middle,26.48,,,,,
Where,Middle,26.85,,,,,
Where,Middle,27.12,,,,,
Where,Middle,27.25,,,,,
Where,Middle,27.26,,,,,
Where,Middle,27.3,,,,,
Where,Middle,27.61,,,,,
Where,Middle,27.97,,,,,
Where,Middle,28.26,,,,,
Where,Middle,28.43,,,,,
Where,Middle,28.65,,,,,
Where,Middle,28.68,,,,,
Where,Middle,28.69,,,,,
Where,Middle,28.75,,,,,
Where,Middle,28.93,-1.2185562,,,,-0.5098955971165253
Where,Middle,29.03,,,,,
Where,Middle,29.12,,,,,
Where,Middle,29.13,,,,,
Where,Middle,29.16,,,,,
Where,Middle,29.33,,,,,
Where,Middle,29.57,,,,,
Where,Middle,29.71,,,,,
Where,Middle,29.91,-1.3370378,,,,-0.31120822883270977
Where,Middle,30.21,,,,,
Where,Middle,30.4,1.1245613,,,,0.7738103686990356
Where,Middle,30.49,0.117177755,,,,0.349349465025509
Where,Middle,30.92,0.37755665,,,,0.09998017213221073
Where,Middle,31.07,,,,,
Where,Middle,31.14,,,,,
Where,Middle,31.39,,,,,
Where,Middle,31.76,0.0042204764,,,,0.2005231490512165
Where,Middle,31.78,,,,,
Where,Middle,32.14,,,,,
Where,Middle,32.31,-0.8308915,,,,-1.1718746075720454
Where,Middle,32.41,,,,,
Where,Middle,32.71,0.9613449,,,,0.3526673923174813
Where,Middle,32.85,,,,,
Where,Middle,32.95,,,,,
Where,Middle,33.61,0.36599728,,,,0.01732176537738711
Where,Middle,33.76,0.3808361,,,,0.11927540403824749
Where,Middle,34.03,,,,,
Where,Middle,35.16,0.91655695,,,,0.7979885089889921
Where,Middle,37.65,0.5197236,,,,0.4248277315973704
Where,Middle,44.69,0.1418573,,,,0.20470194541219205
Where,Middle,44.76,,,,,
Where,Middle,47.66,-0.3498922,,,,-0.5389296526656192
Where,Middle,53.88,-0.15604849,,,,0.24483702755012443
Where,Middle,57.18,,,,,
Where,Middle,61.28,,,,,
Where,Middle,64.94,0.5975626,,,,0.11036052107129435
Where,Middle,65.63,-0.5669623,,,,-0.31693061878220186
Where,Middle,66.08,,,,,
Where,Middle,66.28,0.050771274,,,,-0.28070307567615316
Where,Middle,66.66,-0.20244986,,,,-0.03450361251185913
Where,Middle,66.9,0.21029665,,,,0.2008078482988141
Where,Middle,68.96,,,,,
Where,Middle,69.46,,,,,
Where,Middle,69.99,0.14207737,,,,0.04396412139889119
Where,Middle,70.22,,,,,
Where,Middle,70.56,,,,,
Where,Middle,70.59,,,,,
Where,Middle,70.83,,,,,
Where,Middle,71.17,,,,,
Where,Middle,71.19,,,,,
Where,Middle,71.28,-1.7008954,,,,-0.6921106931388278
Where,Middle,71.31,,,,,
Where,Middle,71.37,,,,,
Where,Middle,71.4,,,,,
Where,Middle,71.45,,,,,
Where,Middle,71.46,-0.27181906,,,,-0.20966111214294553
Where,Middle,71.47,,,,,
Where,Middle,71.56,,,,,
Where,Middle,71.85,,,,,
Where,Middle,71.93,,,,,
Where,Middle,72.08,,,,,
Where,Middle,72.17,-0.22750992,,,,-0.6180763146547918
Where,Middle,72.2,,,,,
Where,Middle,72.23,-1.20582,,,,-0.7187550516869444
Where,Middle,72.26,,,,,
Where,Middle,72.3,-1.0444946,,,,-0.4873165024896881
Where,Middle,72.55,,,,,
Where,Middle,72.6,,,,,
Where,Middle,72.62,,,,,
Where,Middle,72.8,,,,,
Where,Middle,72.83,1.302544,,,,0.4485640308688752
Where,Middle,72.86,,,,,
Where,Middle,72.87,,,,,
Where,Middle,72.94,,,,,
Where,Middle,73.02,,,,,
Where,Middle,73.05,-1.4292107,,,,-0.8081559753800722
Where,Middle,73.19,-1.4671184,,,,-0.6798852237684243
Where,Middle,73.64,,,,,
Where,Middle,73.79,-0.813506,,,,-0.6393814753694825
Where,Middle,73.83,-0.71654075,,,,-0.3855677727285759
Where,Middle,74.0,-0.8762622,,,,-0.45108680330532047
Where,Middle,74.19,,,,,
Where,Middle,74.28,,,,,
Where,Middle,74.3,,,,,
Where,Middle,74.46,,,,,
Where,Middle,74.48,-0.15719408,,,,-0.13967922172790315
Where,Middle,74.58,,,,,
Where,Middle,74.88,,,,,
Where,Middle,74.91,,,,,
Where,Middle,75.21,,,,,
Where,Middle,75.27,,,,,
Where,Middle,75.34,,,,,
Where,Middle,75.46,,,,,
Where,Middle,75.71,,,,,
Where,Middle,75.74,,,,,
Where,Middle,76.21,,,,,
Where,Middle,76.85,,,,,
Where,Middle,78.25,,,,,
Where,Middle,78.28,-0.3428614,,,,0.15795318969548516
Where,Middle,78.36,0.16106999,,,,0.08973810062236748
Where,Middle,78.57,,,,,
Where,Middle,78.76,,,,,
Where,Middle,78.84,,,,,
Where,Middle,79.34,,,,,
Where,Middle,79.66,,,,,
Where,Middle,79.75,-0.81586957,,,,-0.7734145550721734
Where,Middle,79.78,1.553987,,,,0.48764807956536804
Where,Middle,79.96,-0.6371901,,,,-0.18159178070669404
Where,Middle,79.98,,,,,
Where,Middle,80.13,,,,,
Where,Middle,80.16,,,,,
Where,Middle,80.24,,,,,
Where,Middle,80.64,,,,,
Where,Middle,80.88,,,,,
Where,Middle,80.98,-0.083795846,,,,-0.18158858832470628
Where,Middle,81.15,-0.019427864,,,,0.07758866309868351
Where,Middle,81.92,-0.5671378,,,,-0.2610533341736089
Where,Middle,82.55,0.4243972,,,,0.23050590586107927
Where,Middle,82.98,0.610876,,,,-0.05658580739796004
Where,Middle,82.99,0.03945113,,,,0.11768303180620301
Where,Middle,83.54,-0.72129774,,,,-0.23143863646463733
Where,Middle,83.64,,,,,
Where,Middle,83.68,,,,,
Where,Middle,91.47,,,,,
Where,Middle,91.63,-1.3810043,,,,-0.7079062314545288
Where,Middle,91.97,,,,,
Where,Middle,92.72,-0.45045272,,,,-0.16807314815141777
Where,Middle,93.26,,,,,
Where,Middle,93.39,-0.81224996,,,,-0.7231878228006117
Where,Middle,94.68,-0.6168478,,,,-0.10131830834926064
Where,Middle,95.42,,,,,
Where,Middle,98.84,,,,,
Where,Middle,106.41,-2.107138,,,,-1.4384226837665683
Where,Middle,111.38,,,,,
Where,Middle,136.83,1.423274,,,,0.36907106154978964
Where,Middle,137.74,,,,,
Where,Middle,138.91,,,,,
Where,Middle,140.08,-1.1616063,,,,-0.7659061083792236
Where,Middle,140.12,0.9916159,,,,0.13596672604582827
Where,Middle,140.22,-1.6760168,,,,-0.8993332893177897
Where,Middle,140.39,,,,,
Where,Middle,140.49,,,,,
Where,Middle,140.95,,,,,
Where,Middle,141.09,-0.39704204,,,,-0.2649407486530094
Where,Middle,141.71,,,,,
Where,Middle,141.84,,,,,
Where,Middle,142.61,,,,,
Where,Middle,143.14,,,,,
Where,Middle,143.48,-1.0194858,,,,-0.7096243744574111
Where,Middle,143.51,,,,,
Where,Middle,143.53,-1.4403187,,,,-0.9890564769137864
Where,Middle,143.66,,,,,
Where,Middle,143.85,,,,,
Where,Middle,143.91,0.17548531,,,,-0.15124843727093695
Where,Middle,144.07,,,,,
Where,Middle,144.19,-1.208704,,,,-1.0797148597894783
Where,Middle,144.2,,,,,
Where,Middle,144.22,,,,,
Where,Middle,144.51,,,,,
Where,Middle,144.85,,,,,
Where,Middle,144.91,,,,,
Where,Middle,145.06,-0.99096304,,,,-0.6515807819833395
Where,Middle,145.07,,,,,
Where,Middle,145.29,,,,,
Where,Middle,145.31,,,,,
Where,Middle,145.38,,,,,
Where,Middle,145.65,,,,,
Where,Middle,145.77,,,,,
Where,Middle,145.78,,,,,
Where,Middle,145.92,,,,,
Where,Middle,145.95,,,,,
Where,Middle,146.02,-1.1107395,,,,-0.7567357814109166
Where,Middle,146.16,,,,,
Where,Middle,146.2,,,,,
Where,Middle,146.29,,,,,
Where,Middle,146.3,-0.12420391,,,,-0.11129741280477567
Where,Middle,146.54,,,,,
Where,Middle,146.56,-0.2831631,,,,-0.3298190831954487
Where,Middle,146.8,,,,,
Where,Middle,146.96,,,,,
Where,Middle,146.99,-0.5802509,,,,-0.7414216295555106
Where,Middle,147.13,,,,,
Where,Middle,147.21,,,,,
Where,Middle,147.65,,,,,
Where,Middle,147.84,-1.0553216,,,,-0.5206685926321737
Where,Middle,147.94,-0.8373177,,,,-1.0696525435471524
Where,Middle,148.69,-1.0636857,,,,-0.891892048433458
Where,Middle,148.79,,,,,
Where,Middle,148.85,,,,,
Where,Middle,148.87,,,,,
Where,Middle,148.9,-0.13025364,,,,-0.055848073622436434
Where,Middle,149.18,-0.56087077,,,,-0.5186069886842606
Where,Middle,149.2,-1.2078129,,,,-0.5120205148549489
Where,Middle,149.21,-0.6868054,,,,-0.4313519919393729
Where,Middle,149.28,,,,,
Where,Middle,149.33,-0.3230173,,,,-0.17521478039650515
Where,Middle,149.72,,,,,
Where,Middle,149.75,0.6083534,,,,-0.2261901967371035
Where,Middle,149.87,,,,,
Where,Middle,149.93,,,,,
Where,Middle,149.99,,,,,
Where,Middle,150.22,,,,,
Where,Middle,150.41,,,,,
Where,Middle,150.46,,,,,
Where,Middle,150.8,,,,,
Where,Middle,150.87,,,,,
Where,Middle,151.52,-1.0786914,,,,-0.9322045641079683
Where,Middle,151.93,0.44093394,,,,0.2042843899194019
Where,Middle,152.12,,,,,
Where,Middle,152.47,,,,,
Where,Middle,152.89,,,,,
Where,Middle,153.27,-0.27816868,0.47263819,-1.2045395324000001,0.6482021724,-0.5196562619046812
Where,Middle,154.53,,,,,
Where,Middle,154.76,,,,,
Where,Middle,154.89,-0.058391795,,,,-0.5878270506254457
Where,Middle,155.27,-1.775171,,,,-0.8974497528605853
Where,Middle,155.59,-0.36081517,,,,-0.45008486566131184
Where,Middle,156.21,-0.45727742,,,,-0.2296410045835589
Where,Middle,162.51,,,,,
Where,Middle,164.93,-1.2912297,,,,-1.0687558524747667
Where,Middle,166.33,,,,,
Where,Middle,166.87,,,,,
Where,Middle,168.33,,,,,
Where,Middle,168.86,,,,,
Where,Middle,169.55,,,,,
Where,Middle,170.25,,,,,
Where,Middle,170.65,,,,,
Where,Middle,187.43,-2.2702193,,,,-1.6159870555931635
Where,Middle,194.42,-0.9346913,,,,-0.8111058712309043
Where,Middle,244.53,,,,,
Where,Middle,246.24,,,,,
Where,Older,1.0,0.5342687705454545,0.14442247359328472,0.2512007223026165,0.8173368187882926,0.5125869843124539
Where,Older,16.9,,,,,
Where,Older,17.16,,,,,
Where,Older,20.61,,,,,
Where,Older,21.63,,,,,
Where,Older,21.9,,,,,
Where,Older,21.98,,,,,
Where,Older,22.09,0.28671375,,,,0.3610347401178766
Where,Older,22.2,-0.13521343,,,,0.12095203300887758
Where,Older,22.6,0.20594147,,,,0.4634496498305734
Where,Older,22.64,0.06214906,,,,0.6262828201180994
Where,Older,22.77,0.5544501,,,,0.2103090899264148
Where,Older,22.82,,,,,
Where,Older,22.83,-0.70090806,,,,-0.42778694713196036
Where,Older,22.96,,,,,
Where,Older,22.98,-0.15374868,,,,-0.22798640818538157
Where,Older,23.24,,,,,
Where,Older,23.33,,,,,
Where,Older,23.35,,,,,
Where,Older,23.46,,,,,
Where,Older,23.47,-0.18614894,,,,-0.09967809173775591
Where,Older,23.54,-0.24209194,,,,-0.33930159405342675
Where,Older,23.69,,,,,
Where,Older,23.7,,,,,
Where,Older,23.91,,,,,
Where,Older,24.15,,,,,
Where,Older,24.25,2.4879174,,,,0.9409726703902299
Where,Older,24.32,,,,,
Where,Older,24.37,-0.57904583,,,,0.022612518640195783
Where,Older,24.49,-0.88762873,,,,-0.8330365373688388
Where,Older,24.51,1.4209598,,,,0.14036472662470362
Where,Older,24.57,,,,,
Where,Older,24.65,-1.060476,,,,-0.37509880054296874
Where,Older,24.66,,,,,
Where,Older,24.73,,,,,
Where,Older,24.77,,,,,
Where,Older,24.78,,,,,
Where,Older,24.87,,,,,
Where,Older,24.96,,,,,
Where,Older,25.15,1.00285,,,,0.4422007754097766
Where,Older,25.6,,,,,
Where,Older,25.62,,,,,
Where,Older,25.63,,,,,
Where,Older,25.66,,,,,
Where,Older,25.77,0.446704,,,,0.41916883223923707
Where,Older,26.08,,,,,
Where,Older,26.11,,,,,
Where,Older,26.17,,,,,
Where,Older,26.22,-1.5480853,,,,-0.5453443896532366
Where,Older,26.26,,,,,
Where,Older,26.48,,,,,
Where,Older,26.85,,,,,
Where,Older,27.12,,,,,
Where,Older,27.25,-0.18040624,,,,0.06219755759520784
Where,Older,27.26,-1.0943544,,,,-0.16345423009844967
Where,Older,27.3,-0.7997155,,,,-0.573941843073208
Where,Older,27.61,-0.9090442,,,,-0.4626986068190828
Where,Older,27.97,1.3607811,,,,0.48893570747561266
Where,Older,28.26,,,,,
Where,Older,28.43,,,,,
Where,Older,28.65,,,,,
Where,Older,28.68,0.6729385,,,,-0.10392572867239248
Where,Older,28.69,,,,,
Where,Older,28.75,1.3544149,,,,0.2660776142028559
Where,Older,28.93,,,,,
Where,Older,29.03,0.5524726,,,,0.22679017743843827
Where,Older,29.12,-0.55277234,,,,-0.5595129939964795
Where,Older,29.13,1.2355605,,,,0.004047039949600234
Where,Older,29.16,,,,,
Where,Older,29.33,0.24436297,,,,-0.024290652433999457
Where,Older,29.57,,,,,
Where,Older,29.71,-0.3401414,,,,0.09467777710453784
Where,Older,29.91,,,,,
Where,Older,30.21,,,,,
Where,Older,30.4,,,,,
Where,Older,30.49,,,,,
Where,Older,30.92,,,,,
Where,Older,31.07,1.1883459,,,,0.49356514073677177
Where,Older,31.14,0.9044729,,,,0.2365021564040378
Where,Older,31.39,-0.18483032,,,,0.20264927414021344
Where,Older,31.76,,,,,
Where,Older,31.78,,,,,
Where,Older,32.14,1.0718217,,,,0.628760289582361
Where,Older,32.31,,,,,
Where,Older,32.41,,,,,
Where,Older,32.71,,,,,
Where,Older,32.85,,,,,
Where,Older,32.95,,,,,
Where,Older,33.61,,,,,
Where,Older,33.76,,,,,
Where,Older,34.03,,,,,
Where,Older,35.16,,,,,
Where,Older,37.65,,,,,
Where,Older,44.69,,,,,
Where,Older,44.76,,,,,
Where,Older,47.66,,,,,
Where,Older,53.88,,,,,
Where,Older,57.18,,,,,
Where,Older,61.28,,,,,
Where,Older,64.94,,,,,
Where,Older,65.63,,,,,
Where,Older,66.08,0.39107776,,,,0.40820361301979124
Where,Older,66.28,,,,,
Where,Older,66.66,,,,,
Where,Older,66.9,,,,,
Where,Older,68.96,-0.15494189,,,,-0.6081434134020125
Where,Older,69.46,-0.32355082,,,,-0.036470208985590225
Where,Older,69.99,,,,,
Where,Older,70.22,0.56649524,,,,0.23927349004963305
Where,Older,70.56,,,,,
Where,Older,70.59,,,,,
Where,Older,70.83,0.8254244,,,,-0.017521614624836146
Where,Older,71.17,-0.09701187,,,,-0.5922521179702109
Where,Older,71.19,-2.1615133,,,,-1.0810678222880103
Where,Older,71.28,,,,,
Where,Older,71.31,-0.4578089,,,,-0.6702531773005111
Where,Older,71.37,-1.4312079,,,,-0.34877621787501883
Where,Older,71.4,0.025584096,,,,-0.10368278844578899
Where,Older,71.45,-1.1850315,,,,-0.7459969214924612
Where,Older,71.46,,,,,
Where,Older,71.47,,,,,
Where,Older,71.56,,,,,
Where,Older,71.85,,,,,
Where,Older,71.93,,,,,
Where,Older,72.08,,,,,
Where,Older,72.17,,,,,
Where,Older,72.2,,,,,
Where,Older,72.23,,,,,
Where,Older,72.26,,,,,
Where,Older,72.3,,,,,
Where,Older,72.55,,,,,
Where,Older,72.6,,,,,
Where,Older,72.62,0.2628214,,,,-0.1788524330405814
Where,Older,72.8,-0.2785365,,,,0.17235341459082185
Where,Older,72.83,,,,,
Where,Older,72.86,,,,,
Where,Older,72.87,0.37515318,,,,-0.07604947675537205
Where,Older,72.94,,,,,
Where,Older,73.02,-0.60411704,,,,-0.43871060126393024
Where,Older,73.05,,,,,
Where,Older,73.19,,,,,
Where,Older,73.64,-0.8887421,,,,-0.20528642354040155
Where,Older,73.79,,,,,
Where,Older,73.83,,,,,
Where,Older,74.0,,,,,
Where,Older,74.19,,,,,
Where,Older,74.28,,,,,
Where,Older,74.3,0.36194983,,,,0.0878738389747786
Where,Older,74.46,,,,,
Where,Older,74.48,,,,,
Where,Older,74.58,,,,,
Where,Older,74.88,-0.8135321,,,,-0.8035542017694264
Where,Older,74.91,0.62272197,,,,0.6875190541644947
Where,Older,75.21,-1.5930067,,,,-0.7839573494771308
Where,Older,75.27,-0.42207742,,,,-0.1260261477646424
Where,Older,75.34,0.22922672,,,,0.0231399628931952
Where,Older,75.46,,,,,
Where,Older,75.71,0.3973795,,,,0.1475535556950375
Where,Older,75.74,,,,,
Where,Older,76.21,-1.4280683,,,,-0.5163936686956668
Where,Older,76.85,,,,,
Where,Older,78.25,,,,,
Where,Older,78.28,,,,,
Where,Older,78.36,,,,,
Where,Older,78.57,-0.12090313,,,,-0.006739413098377611
Where,Older,78.76,-0.40075338,,,,-0.3213612377585097
Where,Older,78.84,1.1578248,,,,0.1239767372408519
Where,Older,79.34,0.5249375,,,,0.24259384719844912
Where,Older,79.66,,,,,
Where,Older,79.75,,,,,
Where,Older,79.78,,,,,
Where,Older,79.96,,,,,
Where,Older,79.98,,,,,
Where,Older,80.13,1.1800628,,,,0.005172832722422083
Where,Older,80.16,,,,,
Where,Older,80.24,-1.4175515,,,,-0.5918455132758249
Where,Older,80.64,,,,,
Where,Older,80.88,,,,,
Where,Older,80.98,,,,,
Where,Older,81.15,,,,,
Where,Older,81.92,,,,,
Where,Older,82.55,,,,,
Where,Older,82.98,,,,,
Where,Older,82.99,,,,,
Where,Older,83.54,,,,,
Where,Older,83.64,,,,,
Where,Older,83.68,,,,,
Where,Older,91.47,,,,,
Where,Older,91.63,,,,,
Where,Older,91.97,0.03166853,,,,-0.2751861978876247
Where,Older,92.72,,,,,
Where,Older,93.26,,,,,
Where,Older,93.39,,,,,
Where,Older,94.68,,,,,
Where,Older,95.42,-1.0358795,,,,-0.8183516692401271
Where,Older,98.84,,,,,
Where,Older,106.41,,,,,
Where,Older,111.38,,,,,
Where,Older,136.83,,,,,
Where,Older,137.74,,,,,
Where,Older,138.91,,,,,
Where,Older,140.08,,,,,
Where,Older,140.12,,,,,
Where,Older,140.22,,,,,
Where,Older,140.39,,,,,
Where,Older,140.49,,,,,
Where,Older,140.95,0.5191052,,,,0.12087698673939773
Where,Older,141.09,,,,,
Where,Older,141.71,,,,,
Where,Older,141.84,,,,,
Where,Older,142.61,-0.9598613,,,,-0.5019326102527095
Where,Older,143.14,,,,,
Where,Older,143.48,,,,,
Where,Older,143.51,1.0466882,,,,-0.2624236427160162
Where,Older,143.53,,,,,
Where,Older,143.66,-1.2287564,,,,-1.3435737298427277
Where,Older,143.85,,,,,
Where,Older,143.91,,,,,
Where,Older,144.07,-1.1617507,,,,-1.090134824988483
Where,Older,144.19,,,,,
Where,Older,144.2,0.2586514,,,,-0.20179220452112678
Where,Older,144.22,,,,,
Where,Older,144.51,,,,,
Where,Older,144.85,0.19003011,,,,-0.08305378969105492
Where,Older,144.91,0.24137302,,,,-0.2598875887671359
Where,Older,145.06,,,,,
Where,Older,145.07,,,,,
Where,Older,145.29,-0.9601963,,,,-0.6626655443740301
Where,Older,145.31,,,,,
Where,Older,145.38,,,,,
Where,Older,145.65,,,,,
Where,Older,145.77,-0.64538527,,,,-0.41874938281836893
Where,Older,145.78,-1.721655,,,,-0.8198841942095828
Where,Older,145.92,,,,,
Where,Older,145.95,-1.3145429,,,,-0.9915120488258561
Where,Older,146.02,,,,,
Where,Older,146.16,-1.1760907,,,,-0.9205507682069439
Where,Older,146.2,0.4385651,,,,-0.3172650177444026
Where,Older,146.29,-0.6112854,,,,-0.13518731946699009
Where,Older,146.3,,,,,
Where,Older,146.54,,,,,
Where,Older,146.56,,,,,
Where,Older,146.8,0.06803087,,,,-0.2353729561935154
Where,Older,146.96,0.3508756,,,,-0.1516733028949524
Where,Older,146.99,,,,,
Where,Older,147.13,1.1643393,,,,0.12330817679679196
Where,Older,147.21,-0.96847135,,,,-0.8964651051394243
Where,Older,147.65,,,,,
Where,Older,147.84,,,,,
Where,Older,147.94,,,,,
Where,Older,148.69,,,,,
Where,Older,148.79,-0.9582339,,,,-0.7435459939222899
Where,Older,148.85,,,,,
Where,Older,148.87,,,,,
Where,Older,148.9,,,,,
Where,Older,149.18,,,,,
Where,Older,149.2,,,,,
Where,Older,149.21,,,,,
Where,Older,149.28,-2.3054538,,,,-1.0511043282680745
Where,Older,149.33,,,,,
Where,Older,149.72,-1.0943214,,,,-1.0041439222656874
Where,Older,149.75,,,,,
Where,Older,149.87,-1.2608058,,,,-0.8568057565472972
Where,Older,149.93,1.1072929,,,,0.43805273971641356
Where,Older,149.99,-1.1847831,,,,-0.7821491097149997
Where,Older,150.22,-0.9949761,,,,-1.055316988648645
Where,Older,150.41,-0.7300058,,,,-0.30230661724100927
Where,Older,150.46,,,,,
Where,Older,150.8,,,,,
Where,Older,150.87,,,,,
