domain_name,age_tertile,TSVR_hours,theta_observed,se_observed,ci_lower,ci_upper,theta_predicted
What,Young,80.24,,,,,
What,Young,80.64,0.09681583,,,,-0.20308860588214647
What,Young,80.88,-0.24620515,,,,0.36996602090580394
What,Young,80.98,,,,,
What,Young,81.15,,,,,
What,Young,81.92,,,,,
What,Young,82.55,,,,,
What,Young,82.98,,,,,
What,Young,82.99,,,,,
What,Young,83.54,,,,,
What,Young,83.64,-0.91410375,,,,-0.08934598742584532
What,Young,83.68,-0.94285613,,,,-0.755987927963359
What,Young,91.47,0.3260986,,,,-0.23099701142749654
What,Young,91.63,,,,,
What,Young,91.97,,,,,
What,Young,92.72,,,,,
What,Young,93.26,1.1595125,,,,0.44529457669362815
What,Young,93.39,,,,,
What,Young,94.68,,,,,
What,Young,95.42,,,,,
What,Young,98.84,0.31220362,,,,0.572974333233623
What,Young,106.41,,,,,
What,Young,111.38,0.13866153,,,,0.04448738783380474
What,Young,136.83,,,,,
What,Young,137.74,-1.4041344,,,,-0.38645404382991444
What,Young,138.91,-0.40401626,,,,-0.5080737421486625
What,Young,140.08,,,,,
What,Young,140.12,,,,,
What,Young,140.22,,,,,
What,Young,140.39,0.7857295,,,,0.12307190992699252
What,Young,140.49,0.20140322,,,,0.27550149835119275
What,Young,140.95,,,,,
What,Young,141.09,,,,,
What,Young,141.71,0.26840943,,,,-0.07160317070271094
What,Young,141.84,0.045220107,,,,-0.4123154227865674
What,Young,142.61,,,,,
What,Young,143.14,1.0474995,,,,0.4148552605210204
What,Young,143.48,,,,,
What,Young,143.51,,,,,
What,Young,143.53,,,,,
What,Young,143.66,-0.13570116,,,,-0.2207470878744448
What,Young,143.85,-0.49845019999999995,0.08642619999999998,-0.667845552,-0.32905484799999996,-0.4581457011602499
What,Young,143.91,,,,,
What,Young,144.07,,,,,
What,Young,144.19,,,,,
What,Young,144.2,,,,,
What,Young,144.22,-1.3712326,,,,-0.809181207345484
What,Young,144.51,1.3869435,,,,0.36677714363013947
What,Young,144.85,,,,,
What,Young,144.91,,,,,
What,Young,145.06,,,,,
What,Young,145.07,-0.06907465,,,,-0.33331754586861384
What,Young,145.29,,,,,
What,Young,145.31,0.76564074,,,,0.11530320464540822
What,Young,145.38,-0.25343332,,,,-0.14999244086626018
What,Young,145.65,-0.4476697,,,,-0.41159549563638825
What,Young,145.77,,,,,
What,Young,145.78,-2.2787354,,,,-1.0070613880797503
What,Young,145.92,-0.9249458,,,,-0.7151002599107716
What,Young,145.95,,,,,
What,Young,146.02,,,,,
What,Young,146.16,,,,,
What,Young,146.2,,,,,
What,Young,146.29,,,,,
What,Young,146.3,,,,,
What,Young,146.54,0.48828286,,,,0.4928825514044238
What,Young,146.56,,,,,
What,Young,146.8,,,,,
What,Young,146.96,,,,,
What,Young,146.99,,,,,
What,Young,147.13,-0.5718052,,,,-0.3634159236610449
What,Young,147.21,,,,,
What,Young,147.65,-0.0556293,,,,-0.2470719033045909
What,Young,147.84,,,,,
What,Young,147.94,,,,,
What,Young,148.69,,,,,
What,Young,148.79,,,,,
What,Young,148.85,-0.6501544,,,,-0.4320739549303522
What,Young,148.87,-0.48348227,,,,-0.24237613016753662
What,Young,148.9,,,,,
What,Young,149.18,,,,,
What,Young,149.2,,,,,
What,Young,149.21,,,,,
What,Young,149.28,,,,,
What,Young,149.33,,,,,
What,Young,149.72,,,,,
What,Young,149.75,,,,,
What,Young,149.87,,,,,
What,Young,149.93,,,,,
What,Young,149.99,,,,,
What,Young,150.22,,,,,
What,Young,150.41,,,,,
What,Young,150.46,-0.0007534161,,,,-0.2822275814680007
What,Young,150.8,-1.1568888,,,,-0.5577678576493603
What,Young,150.87,0.16954863,,,,-0.2525924641648508
What,Young,151.52,,,,,
What,Young,151.93,,,,,
What,Young,152.12,,,,,
What,Young,152.47,-0.88171935,,,,-0.6211831455968079
What,Young,152.89,0.056318834,,,,0.09133518212218883
What,Young,153.27,,,,,
What,Young,154.53,,,,,
What,Young,154.76,-1.264995,,,,-0.9175322413194689
What,Young,154.89,,,,,
What,Young,155.27,,,,,
What,Young,155.59,,,,,
What,Young,156.21,,,,,
What,Young,162.51,,,,,
What,Young,164.93,,,,,
What,Young,166.33,0.5725235,,,,-0.3174455807198846
What,Young,166.87,-0.5827313,,,,-0.3957882362985291
What,Young,168.33,-0.04748927,,,,0.0003381321871471221
What,Young,168.86,-0.27844822,,,,-0.27515135061871565
What,Young,169.55,,,,,
What,Young,170.25,,,,,
What,Young,170.65,,,,,
What,Young,187.43,,,,,
What,Young,194.42,,,,,
What,Young,244.53,,,,,
What,Young,246.24,0.6324969,,,,0.03386411034380843
What,Middle,1.0,0.45449067517647057,0.14974401265176607,0.16099241037900908,0.7479889399739321,0.4992359336764669
What,Middle,16.9,0.78079957,,,,0.5764974581270627
What,Middle,17.16,-0.61919725,,,,0.05696704484247106
What,Middle,20.61,,,,,
What,Middle,21.63,,,,,
What,Middle,21.9,,,,,
What,Middle,21.98,0.50485903,,,,0.29260803250960454
What,Middle,22.09,,,,,
What,Middle,22.2,,,,,
What,Middle,22.6,,,,,
What,Middle,22.64,,,,,
What,Middle,22.77,,,,,
What,Middle,22.82,,,,,
What,Middle,22.83,,,,,
What,Middle,22.96,-0.67254853,,,,0.04848668964119257
What,Middle,22.98,,,,,
What,Middle,23.24,0.7207104,,,,0.0982579241423833
What,Middle,23.33,,,,,
What,Middle,23.35,-0.24346694,,,,-0.3407767219235863
What,Middle,23.46,,,,,
What,Middle,23.47,,,,,
What,Middle,23.54,,,,,
What,Middle,23.69,,,,,
What,Middle,23.7,,,,,
What,Middle,23.91,-0.534043,,,,0.3074503736692936
What,Middle,24.15,,,,,
What,Middle,24.25,0.19770284,,,,-0.045653912964787845
What,Middle,24.32,-1.0450114,,,,-0.5894205406143092
What,Middle,24.37,,,,,
What,Middle,24.49,,,,,
What,Middle,24.51,,,,,
What,Middle,24.57,,,,,
What,Middle,24.65,,,,,
What,Middle,24.66,-0.808676,,,,-0.5661804788104041
What,Middle,24.73,-0.6173181,,,,-0.4386729504819215
What,Middle,24.77,,,,,
What,Middle,24.78,-0.33406383,,,,-0.15921019039476209
What,Middle,24.87,1.238489,,,,0.0562922922136488
What,Middle,24.96,-1.4017547,,,,-0.6470299963939704
What,Middle,25.15,,,,,
What,Middle,25.6,,,,,
What,Middle,25.62,0.43919662,,,,0.2577752506196363
What,Middle,25.63,,,,,
What,Middle,25.66,,,,,
What,Middle,25.77,,,,,
What,Middle,26.08,,,,,
What,Middle,26.11,-0.5799095,,,,-0.35957186828570004
What,Middle,26.17,0.099462025,,,,-0.3069423207759426
What,Middle,26.22,,,,,
What,Middle,26.26,0.056224108,,,,-0.45682062376306287
What,Middle,26.48,,,,,
What,Middle,26.85,,,,,
What,Middle,27.12,,,,,
What,Middle,27.25,,,,,
What,Middle,27.26,,,,,
What,Middle,27.3,,,,,
What,Middle,27.61,,,,,
What,Middle,27.97,,,,,
What,Middle,28.26,,,,,
What,Middle,28.43,,,,,
What,Middle,28.65,,,,,
What,Middle,28.68,,,,,
What,Middle,28.69,,,,,
What,Middle,28.75,,,,,
What,Middle,28.93,-0.4416498,,,,-0.5635909890721893
What,Middle,29.03,,,,,
What,Middle,29.12,,,,,
What,Middle,29.13,,,,,
What,Middle,29.16,,,,,
What,Middle,29.33,,,,,
What,Middle,29.57,,,,,
What,Middle,29.71,,,,,
What,Middle,29.91,-1.1704557,,,,-0.4053405992430559
What,Middle,30.21,,,,,
What,Middle,30.4,1.4646933,,,,0.70021989693529
What,Middle,30.49,0.14502825,,,,0.2512462160188296
What,Middle,30.92,0.52419287,,,,-0.002131487143976832
What,Middle,31.07,,,,,
What,Middle,31.14,,,,,
What,Middle,31.39,,,,,
What,Middle,31.76,0.4169858,,,,0.127350119079646
What,Middle,31.78,,,,,
What,Middle,32.14,,,,,
What,Middle,32.31,-1.1918952,,,,-1.2613320590962722
What,Middle,32.41,,,,,
What,Middle,32.71,0.5740109,,,,0.27568506073394206
What,Middle,32.85,,,,,
What,Middle,32.95,,,,,
What,Middle,33.61,0.79354787,,,,-0.0511023432420713
What,Middle,33.76,0.4618086,,,,0.017858362937790945
What,Middle,34.03,,,,,
What,Middle,35.16,1.0422542,,,,0.7094295555247446
What,Middle,37.65,0.62713385,,,,0.337200825613031
What,Middle,44.69,0.4567172,,,,0.11618229926647966
What,Middle,44.76,,,,,
What,Middle,47.66,-0.47558594,,,,-0.5848434466722711
What,Middle,53.88,-0.046640176,,,,0.14562152890550906
What,Middle,57.18,,,,,
What,Middle,61.28,,,,,
What,Middle,64.94,0.38608864,,,,0.07256546953355625
What,Middle,65.63,-0.53872013,,,,-0.36567634328787774
What,Middle,66.08,,,,,
What,Middle,66.28,-0.33693078,,,,-0.3328290694394648
What,Middle,66.66,-0.7580057,,,,-0.12003066275482643
What,Middle,66.9,-0.30615124,,,,0.11547756669302472
What,Middle,68.96,,,,,
What,Middle,69.46,,,,,
What,Middle,69.99,0.36549178,,,,-0.016900039628434033
What,Middle,70.22,,,,,
What,Middle,70.56,,,,,
What,Middle,70.59,,,,,
What,Middle,70.83,,,,,
What,Middle,71.17,,,,,
What,Middle,71.19,,,,,
What,Middle,71.28,-1.5265014,,,,-0.7267989274629529
What,Middle,71.31,,,,,
What,Middle,71.37,,,,,
What,Middle,71.4,,,,,
What,Middle,71.45,,,,,
What,Middle,71.46,-0.6342211,,,,-0.2586925945294614
What,Middle,71.47,,,,,
What,Middle,71.56,,,,,
What,Middle,71.85,,,,,
What,Middle,71.93,,,,,
What,Middle,72.08,,,,,
What,Middle,72.17,0.056583792,,,,-0.6523241979330354
What,Middle,72.2,,,,,
What,Middle,72.23,-0.65163666,,,,-0.7493867415146344
What,Middle,72.26,,,,,
What,Middle,72.3,-0.7596743,,,,-0.5645139370197203
What,Middle,72.55,,,,,
What,Middle,72.6,,,,,
What,Middle,72.62,,,,,
What,Middle,72.8,,,,,
What,Middle,72.83,1.0624813,,,,0.3967960057090673
What,Middle,72.86,,,,,
What,Middle,72.87,,,,,
What,Middle,72.94,,,,,
What,Middle,73.02,,,,,
What,Middle,73.05,-1.613356,,,,-0.8419675092772692
What,Middle,73.19,-1.4594061,,,,-0.7492190538033533
What,Middle,73.64,,,,,
What,Middle,73.79,-0.82052904,,,,-0.704702581597201
What,Middle,73.83,-0.36420104,,,,-0.42607328565705627
What,Middle,74.0,-1.0114949,,,,-0.5268562268136897
What,Middle,74.19,,,,,
What,Middle,74.28,,,,,
What,Middle,74.3,,,,,
What,Middle,74.46,,,,,
What,Middle,74.48,0.026863433,,,,-0.1939108961588272
What,Middle,74.58,,,,,
What,Middle,74.88,,,,,
What,Middle,74.91,,,,,
What,Middle,75.21,,,,,
What,Middle,75.27,,,,,
What,Middle,75.34,,,,,
What,Middle,75.46,,,,,
What,Middle,75.71,,,,,
What,Middle,75.74,,,,,
What,Middle,76.21,,,,,
What,Middle,76.85,,,,,
What,Middle,78.25,,,,,
What,Middle,78.28,-0.52216256,,,,0.10630619387840728
What,Middle,78.36,0.09669988,,,,0.010903086881024482
What,Middle,78.57,,,,,
What,Middle,78.76,,,,,
What,Middle,78.84,,,,,
What,Middle,79.34,,,,,
What,Middle,79.66,,,,,
What,Middle,79.75,-0.28530526,,,,-0.8307726696418993
What,Middle,79.78,1.2263882,,,,0.4403963113011244
What,Middle,79.96,-1.1711217,,,,-0.2522137396102588
What,Middle,79.98,,,,,
What,Middle,80.13,,,,,
What,Middle,80.16,,,,,
What,Middle,80.24,,,,,
What,Middle,80.64,,,,,
What,Middle,80.88,,,,,
What,Middle,80.98,0.17672805,,,,-0.22804576151827788
What,Middle,81.15,0.23268522,,,,0.04783406849220451
What,Middle,81.92,-0.34628716,,,,-0.3365249304703843
What,Middle,82.55,0.12469013,,,,0.17200247450551076
What,Middle,82.98,0.23438412,,,,-0.12126395153531222
What,Middle,82.99,0.41516995,,,,0.059530946285674624
What,Middle,83.54,-1.1341089,,,,-0.2988727485195846
What,Middle,83.64,,,,,
What,Middle,83.68,,,,,
What,Middle,91.47,,,,,
What,Middle,91.63,-0.9757199,,,,-0.7323192390264566
What,Middle,91.97,,,,,
What,Middle,92.72,-0.8347038,,,,-0.22119539419733947
What,Middle,93.26,,,,,
What,Middle,93.39,-1.037826,,,,-0.7554043684148541
What,Middle,94.68,-0.14499544,,,,-0.15272790045806467
What,Middle,95.42,,,,,
What,Middle,98.84,,,,,
What,Middle,106.41,-1.9587346,,,,-1.4769104123903958
What,Middle,111.38,,,,,
What,Middle,136.83,1.199456,,,,0.3627316574707664
What,Middle,137.74,,,,,
What,Middle,138.91,,,,,
What,Middle,140.08,-0.65401506,,,,-0.7768227238310648
What,Middle,140.12,0.90156066,,,,0.12408870899550573
What,Middle,140.22,-1.4135531,,,,-0.9061008618801064
What,Middle,140.39,,,,,
What,Middle,140.49,,,,,
What,Middle,140.95,,,,,
What,Middle,141.09,-0.6113484,,,,-0.2699695735550478
What,Middle,141.71,,,,,
What,Middle,141.84,,,,,
What,Middle,142.61,,,,,
What,Middle,143.14,,,,,
What,Middle,143.48,-0.94237626,,,,-0.710055327841253
What,Middle,143.51,,,,,
What,Middle,143.53,-1.7589025,,,,-0.9860427281973012
What,Middle,143.66,,,,,
What,Middle,143.85,,,,,
What,Middle,143.91,0.22517887,,,,-0.15638145677551024
What,Middle,144.07,,,,,
What,Middle,144.19,-1.1524973,,,,-1.084571282405917
What,Middle,144.2,,,,,
What,Middle,144.22,,,,,
What,Middle,144.51,,,,,
What,Middle,144.85,,,,,
What,Middle,144.91,,,,,
What,Middle,145.06,-0.8997757,,,,-0.6493087627628009
What,Middle,145.07,,,,,
What,Middle,145.29,,,,,
What,Middle,145.31,,,,,
What,Middle,145.38,,,,,
What,Middle,145.65,,,,,
What,Middle,145.77,,,,,
What,Middle,145.78,,,,,
What,Middle,145.92,,,,,
What,Middle,145.95,,,,,
What,Middle,146.02,-1.0751622,,,,-0.7523784663906263
What,Middle,146.16,,,,,
What,Middle,146.2,,,,,
What,Middle,146.29,,,,,
What,Middle,146.3,0.47788984,,,,-0.10678889616854886
What,Middle,146.54,,,,,
What,Middle,146.56,-0.31471238,,,,-0.33161376272558973
What,Middle,146.8,,,,,
What,Middle,146.96,,,,,
What,Middle,146.99,-0.75623167,,,,-0.738630023878406
What,Middle,147.13,,,,,
What,Middle,147.21,,,,,
What,Middle,147.65,,,,,
What,Middle,147.84,-0.7479079,,,,-0.5179604110354111
What,Middle,147.94,-1.2604105,,,,-1.0642579484633437
What,Middle,148.69,-1.1924096,,,,-0.8879506572928322
What,Middle,148.79,,,,,
What,Middle,148.85,,,,,
What,Middle,148.87,,,,,
What,Middle,148.9,0.31794128,,,,-0.05359461861311554
What,Middle,149.18,-0.5505843,,,,-0.5185150643082448
What,Middle,149.2,-0.6466961,,,,-0.514294315191869
What,Middle,149.21,-0.27365744,,,,-0.42884640055892165
What,Middle,149.28,,,,,
What,Middle,149.33,-0.026184201,,,,-0.16906856175554638
What,Middle,149.72,,,,,
What,Middle,149.75,0.63073874,,,,-0.22781641729869562
What,Middle,149.87,,,,,
What,Middle,149.93,,,,,
What,Middle,149.99,,,,,
What,Middle,150.22,,,,,
What,Middle,150.41,,,,,
What,Middle,150.46,,,,,
What,Middle,150.8,,,,,
What,Middle,150.87,,,,,
What,Middle,151.52,-1.5065612,,,,-0.9243822896925429
What,Middle,151.93,0.31380215,,,,0.2094780993952382
What,Middle,152.12,,,,,
What,Middle,152.47,,,,,
What,Middle,152.89,,,,,
What,Middle,153.27,-0.22362204000000002,0.32365046,-0.8579769416,0.41073286159999994,-0.5148668216474305
What,Middle,154.53,,,,,
What,Middle,154.76,,,,,
What,Middle,154.89,-0.5302154,,,,-0.5827031371252562
What,Middle,155.27,-1.5148207,,,,-0.8880854183443698
What,Middle,155.59,-0.37933305,,,,-0.4438902750441853
What,Middle,156.21,-0.070843264,,,,-0.22224461894429248
What,Middle,162.51,,,,,
What,Middle,164.93,-1.2888547,,,,-1.052960803595494
What,Middle,166.33,,,,,
What,Middle,166.87,,,,,
What,Middle,168.33,,,,,
What,Middle,168.86,,,,,
What,Middle,169.55,,,,,
What,Middle,170.25,,,,,
What,Middle,170.65,,,,,
What,Middle,187.43,-2.4718368,,,,-1.5781735833053738
What,Middle,194.42,-0.5881184,,,,-0.761710316946026
What,Middle,244.53,,,,,
What,Middle,246.24,,,,,
What,Older,1.0,0.47613818939393937,0.1401119576648834,0.20151875237076788,0.7507576264171109,0.4805518146635479
What,Older,16.9,,,,,
What,Older,17.16,,,,,
What,Older,20.61,,,,,
What,Older,21.63,,,,,
What,Older,21.9,,,,,
What,Older,21.98,,,,,
What,Older,22.09,0.31625798,,,,0.2050438927748487
What,Older,22.2,-0.23618999,,,,-0.031282194344486786
What,Older,22.6,-0.25339428,,,,0.29930083264821244
What,Older,22.64,0.07416145,,,,0.46209891011838616
What,Older,22.77,0.4023,,,,0.03826254782418473
What,Older,22.82,,,,,
What,Older,22.83,-0.707106,,,,-0.5688694420876605
What,Older,22.96,,,,,
What,Older,22.98,-0.10413395,,,,-0.3691577834080904
What,Older,23.24,,,,,
What,Older,23.33,,,,,
What,Older,23.35,,,,,
What,Older,23.46,,,,,
What,Older,23.47,-0.8055431,,,,-0.2333170640650697
What,Older,23.54,-1.004835,,,,-0.4846899444515486
What,Older,23.69,,,,,
What,Older,23.7,,,,,
What,Older,23.91,,,,,
What,Older,24.15,,,,,
What,Older,24.25,2.3701851,,,,0.814869731263365
What,Older,24.32,,,,,
What,Older,24.37,-0.46951467,,,,-0.13501905990236163
What,Older,24.49,-1.6634033,,,,-0.9749752512335595
What,Older,24.51,1.5030562,,,,0.006299967981726939
What,Older,24.57,,,,,
What,Older,24.65,-0.85136366,,,,-0.548674930810126
What,Older,24.66,,,,,
What,Older,24.73,,,,,
What,Older,24.77,,,,,
What,Older,24.78,,,,,
What,Older,24.87,,,,,
What,Older,24.96,,,,,
What,Older,25.15,0.627722,,,,0.3079205330782081
What,Older,25.6,,,,,
What,Older,25.62,,,,,
What,Older,25.63,,,,,
What,Older,25.66,,,,,
What,Older,25.77,0.2751316,,,,0.276747562474121
What,Older,26.08,,,,,
What,Older,26.11,,,,,
What,Older,26.17,,,,,
What,Older,26.22,-1.6425781,,,,-0.7278543404411716
What,Older,26.26,,,,,
What,Older,26.48,,,,,
What,Older,26.85,,,,,
What,Older,27.12,,,,,
What,Older,27.25,-1.0235722,,,,-0.07658648764448701
What,Older,27.26,-0.8997795,,,,-0.33844925877158644
What,Older,27.3,-0.47757313,,,,-0.6926133812192838
What,Older,27.61,-1.2300881,,,,-0.6418607212126224
What,Older,27.97,1.0411574,,,,0.3540831510666549
What,Older,28.26,,,,,
What,Older,28.43,,,,,
What,Older,28.65,,,,,
What,Older,28.68,0.108092144,,,,-0.2185542555344532
What,Older,28.69,,,,,
What,Older,28.75,0.962919,,,,0.11087683103353341
What,Older,28.93,,,,,
What,Older,29.03,0.4199076,,,,0.09999172124479089
What,Older,29.12,-0.97317004,,,,-0.7391573302309725
What,Older,29.13,0.7893604,,,,-0.17153445141357374
What,Older,29.16,,,,,
What,Older,29.33,-0.76089525,,,,-0.138877270126662
What,Older,29.57,,,,,
What,Older,29.71,-0.31464836,,,,-0.05248614405361107
What,Older,29.91,,,,,
What,Older,30.21,,,,,
What,Older,30.4,,,,,
What,Older,30.49,,,,,
What,Older,30.92,,,,,
What,Older,31.07,0.91695786,,,,0.35459291214007205
What,Older,31.14,0.9113723,,,,0.06883493068880786
What,Older,31.39,-0.49664956,,,,0.08011614826969271
What,Older,31.76,,,,,
What,Older,31.78,,,,,
What,Older,32.14,0.98157203,,,,0.5022334226747509
What,Older,32.31,,,,,
What,Older,32.41,,,,,
What,Older,32.71,,,,,
What,Older,32.85,,,,,
What,Older,32.95,,,,,
What,Older,33.61,,,,,
What,Older,33.76,,,,,
What,Older,34.03,,,,,
What,Older,35.16,,,,,
What,Older,37.65,,,,,
What,Older,44.69,,,,,
What,Older,44.76,,,,,
What,Older,47.66,,,,,
What,Older,53.88,,,,,
What,Older,57.18,,,,,
What,Older,61.28,,,,,
What,Older,64.94,,,,,
What,Older,65.63,,,,,
What,Older,66.08,0.610385,,,,0.2659414658750767
What,Older,66.28,,,,,
What,Older,66.66,,,,,
What,Older,66.9,,,,,
What,Older,68.96,-0.64672476,,,,-0.7579367929265963
What,Older,69.46,-0.07094553,,,,-0.1819401303150795
What,Older,69.99,,,,,
What,Older,70.22,0.895297,,,,0.10936406608344662
What,Older,70.56,,,,,
What,Older,70.59,,,,,
What,Older,70.83,0.49897698,,,,-0.14669542440137506
What,Older,71.17,-0.2927042,,,,-0.7354781618695196
What,Older,71.19,-2.0487726,,,,-1.195342865916304
What,Older,71.28,,,,,
What,Older,71.31,-0.27878723,,,,-0.7843956450725522
What,Older,71.37,-1.198156,,,,-0.4375783996816598
What,Older,71.4,-0.12060891,,,,-0.21050625941919898
What,Older,71.45,-0.8989691,,,,-0.8960678642012472
What,Older,71.46,,,,,
What,Older,71.47,,,,,
What,Older,71.56,,,,,
What,Older,71.85,,,,,
What,Older,71.93,,,,,
What,Older,72.08,,,,,
What,Older,72.17,,,,,
What,Older,72.2,,,,,
What,Older,72.23,,,,,
What,Older,72.26,,,,,
What,Older,72.3,,,,,
What,Older,72.55,,,,,
What,Older,72.6,,,,,
What,Older,72.62,0.30562896,,,,-0.312989479790089
What,Older,72.8,-0.11189697,,,,0.0634411516864275
What,Older,72.83,,,,,
What,Older,72.86,,,,,
What,Older,72.87,0.3975454,,,,-0.174180165573191
What,Older,72.94,,,,,
What,Older,73.02,-1.1451392,,,,-0.5259976759384509
What,Older,73.05,,,,,
What,Older,73.19,,,,,
What,Older,73.64,-1.0844674,,,,-0.3274610014807225
What,Older,73.79,,,,,
What,Older,73.83,,,,,
What,Older,74.0,,,,,
What,Older,74.19,,,,,
What,Older,74.28,,,,,
What,Older,74.3,-0.03808578,,,,-0.015858523148985892
What,Older,74.46,,,,,
What,Older,74.48,,,,,
What,Older,74.58,,,,,
What,Older,74.88,-1.4173888,,,,-0.8926176545055154
What,Older,74.91,0.24273601,,,,0.5914661473242027
What,Older,75.21,-1.268504,,,,-0.9252070205587508
What,Older,75.27,-0.54814076,,,,-0.2636922973830902
What,Older,75.34,0.36577296,,,,-0.10743601558352117
What,Older,75.46,,,,,
What,Older,75.71,0.26939318,,,,0.04535438066731717
What,Older,75.74,,,,,
What,Older,76.21,-1.5876961,,,,-0.6249859739577981
What,Older,76.85,,,,,
What,Older,78.25,,,,,
What,Older,78.28,,,,,
What,Older,78.36,,,,,
What,Older,78.57,-0.6954294,,,,-0.12276607289769464
What,Older,78.76,-0.52469057,,,,-0.43035948006061703
What,Older,78.84,1.2736149,,,,0.018466249381932642
What,Older,79.34,0.18005185,,,,0.1511768180680944
What,Older,79.66,,,,,
What,Older,79.75,,,,,
What,Older,79.78,,,,,
What,Older,79.96,,,,,
What,Older,79.98,,,,,
What,Older,80.13,0.96994483,,,,-0.0820505020912422
What,Older,80.16,,,,,
What,Older,80.24,-1.8014679,,,,-0.7224625787358689
What,Older,80.64,,,,,
What,Older,80.88,,,,,
What,Older,80.98,,,,,
What,Older,81.15,,,,,
What,Older,81.92,,,,,
What,Older,82.55,,,,,
What,Older,82.98,,,,,
What,Older,82.99,,,,,
What,Older,83.54,,,,,
What,Older,83.64,,,,,
What,Older,83.68,,,,,
What,Older,91.47,,,,,
What,Older,91.63,,,,,
What,Older,91.97,-0.04605442,,,,-0.3614496322911679
What,Older,92.72,,,,,
What,Older,93.26,,,,,
What,Older,93.39,,,,,
What,Older,94.68,,,,,
What,Older,95.42,-1.9035667,,,,-0.9059010612934559
What,Older,98.84,,,,,
What,Older,106.41,,,,,
What,Older,111.38,,,,,
What,Older,136.83,,,,,
What,Older,137.74,,,,,
What,Older,138.91,,,,,
What,Older,140.08,,,,,
What,Older,140.12,,,,,
What,Older,140.22,,,,,
What,Older,140.39,,,,,
What,Older,140.49,,,,,
What,Older,140.95,0.58903307,,,,0.09734952351266313
What,Older,141.09,,,,,
What,Older,141.71,,,,,
What,Older,141.84,,,,,
What,Older,142.61,-0.22201028,,,,-0.5217485601519254
What,Older,143.14,,,,,
What,Older,143.48,,,,,
What,Older,143.51,0.024082785,,,,-0.28074798064155243
What,Older,143.53,,,,,
What,Older,143.66,-1.6537123,,,,-1.359110089248801
What,Older,143.85,,,,,
What,Older,143.91,,,,,
What,Older,144.07,-1.0069829,,,,-1.1058737269232042
What,Older,144.19,,,,,
What,Older,144.2,0.37117374,,,,-0.21568253459797615
What,Older,144.22,,,,,
What,Older,144.51,,,,,
What,Older,144.85,0.21680588,,,,-0.09994537974001838
What,Older,144.91,-0.45677182,,,,-0.271935016885112
What,Older,145.06,,,,,
What,Older,145.07,,,,,
What,Older,145.29,-1.0776986,,,,-0.6741661184490209
What,Older,145.31,,,,,
What,Older,145.38,,,,,
What,Older,145.65,,,,,
What,Older,145.77,-0.8417055,,,,-0.4280554960331827
What,Older,145.78,-1.6902736,,,,-0.8366880989073029
What,Older,145.92,,,,,
What,Older,145.95,-1.2341427,,,,-1.010983571922258
What,Older,146.02,,,,,
What,Older,146.16,-1.5835248,,,,-0.93226592850531
What,Older,146.2,0.012376063,,,,-0.3347764916007658
What,Older,146.29,-0.28662166,,,,-0.14670329354303918
What,Older,146.3,,,,,
What,Older,146.54,,,,,
What,Older,146.56,,,,,
What,Older,146.8,0.07635781,,,,-0.25033778122424055
What,Older,146.96,0.12621939,,,,-0.15937037912722618
What,Older,146.99,,,,,
What,Older,147.13,0.97847015,,,,0.10893911939697809
What,Older,147.21,-1.2613695,,,,-0.9017639443820276
What,Older,147.65,,,,,
What,Older,147.84,,,,,
What,Older,147.94,,,,,
What,Older,148.69,,,,,
What,Older,148.79,-0.44003212,,,,-0.7518373964506595
What,Older,148.85,,,,,
What,Older,148.87,,,,,
What,Older,148.9,,,,,
What,Older,149.18,,,,,
What,Older,149.2,,,,,
What,Older,149.21,,,,,
What,Older,149.28,-2.3509033,,,,-1.0544695139385545
What,Older,149.33,,,,,
What,Older,149.72,-0.7135607,,,,-1.0149697804090099
What,Older,149.75,,,,,
What,Older,149.87,-1.3304558,,,,-0.8673457282791062
What,Older,149.93,1.3775116,,,,0.43438571590361796
What,Older,149.99,-0.9550737,,,,-0.7879764470432474
What,Older,150.22,-1.4687408,,,,-1.0657395956374913
What,Older,150.41,-0.016238477,,,,-0.31181674159792494
What,Older,150.46,,,,,
What,Older,150.8,,,,,
What,Older,150.87,,,,,
What,Older,151.52,,,,,
What,Older,151.93,,,,,
What,Older,152.12,-1.2409853,,,,-0.8617766718620904
What,Older,152.47,,,,,
What,Older,152.89,,,,,
What,Older,153.27,,,,,
What,Older,154.53,0.04104539,,,,-0.21104957712007644
What,Older,154.76,,,,,
What,Older,154.89,,,,,
What,Older,155.27,,,,,
What,Older,155.59,,,,,
What,Older,156.21,,,,,
What,Older,162.51,-0.27272734,,,,-0.5169273961651375
What,Older,164.93,,,,,
What,Older,166.33,,,,,
What,Older,166.87,,,,,
What,Older,168.33,,,,,
What,Older,168.86,,,,,
What,Older,169.55,-0.74143744,,,,-0.6936749424095927
What,Older,170.25,0.099159405,,,,-0.26284342684442014
What,Older,170.65,-0.5840122,,,,-0.4290681713760317
What,Older,187.43,,,,,
What,Older,194.42,,,,,
What,Older,244.53,-0.75654626,,,,-0.852195797228773
What,Older,246.24,,,,,
When,Young,1.0,0.4562428363636364,0.14532634940376946,0.17140319153224826,0.7410824811950245,0.3891648843525664
When,Young,16.9,,,,,
When,Young,17.16,,,,,
When,Young,20.61,0.13481109,,,,0.18540629304552203
When,Young,21.63,0.9630702,,,,0.019960857252578373
When,Young,21.9,0.68599474,,,,0.502555967649664
