UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,calibration
A022,T4,A022_T4,141.71,-0.0005845956143972509,-0.9592147240089193,-0.958630128394522
A023,T1,A023_T1,1.0,0.9269864826326936,0.329993449583624,-0.5969930330490696
A023,T2,A023_T2,25.63,-0.5175887133379102,0.5517852229653802,1.0693739363032906
A023,T3,A023_T3,72.2,0.13159439946303883,0.14197914721333726,0.010384747750298434
A023,T4,A023_T4,145.07,-0.0016013159838502715,0.5467206216589685,0.5483219376428188
A024,T1,A024_T1,1.0,0.34672264757860755,0.2943094899158473,-0.052413157662760224
A024,T2,A024_T2,29.57,0.10271868478178733,-0.024018092155504954,-0.1267367769372923
A024,T3,A024_T3,91.47,0.1554620178004383,0.010459858053971694,-0.1450021597464666
A024,T4,A024_T4,145.65,-0.8223248763731659,-0.10591468825603238,0.7164101881171335
A025,T1,A025_T1,1.0,1.0519005323883575,1.0330289351980013,-0.018871597190356137
A025,T2,A025_T2,23.33,1.7720035216359715,0.09970636219421683,-1.6722971594417546
A025,T3,A025_T3,72.94,-0.16745532850604816,-1.507874314072081,-1.340418985566033
A025,T4,A025_T4,137.74,-1.2129578318755363,-1.0232973636070772,0.18966046826845906
A026,T1,A026_T1,1.0,1.1130604032896705,0.6266487608777335,-0.486411642411937
A026,T2,A026_T2,26.48,0.05965048631332253,0.21630183367082143,0.1566513473574989
A026,T3,A026_T3,75.46,0.8152113883549932,0.24959406039949875,-0.5656173279554945
A026,T4,A026_T4,147.65,-0.29007535714808247,0.6270804797877361,0.9171558369358186
A027,T1,A027_T1,1.0,1.0284185401071537,0.9760111590549083,-0.052407381052245405
A027,T2,A027_T2,28.26,0.34698648304699226,0.5924290925665148,0.24544260951952251
A027,T3,A027_T3,74.58,-0.7514633475439367,-0.7819565696724113,-0.030493222128474606
A027,T4,A027_T4,145.92,-0.8953637416744017,-1.0689560795116546,-0.17359233783725292
A028,T1,A028_T1,1.0,1.6577348823930786,1.741092521237951,0.08335763884487246
A028,T2,A028_T2,22.82,-0.21244106612478836,0.7643104682279127,0.9767515343527011
A028,T3,A028_T3,72.26,-0.1109790721276567,0.32434076310962207,0.4353198352372788
A028,T4,A028_T4,138.91,-0.815653565728154,-0.44822251631906346,0.3674310494090905
A029,T1,A029_T1,1.0,1.796097973221766,1.8288018479154757,0.03270387469370983
A029,T2,A029_T2,28.43,0.35379963730084013,0.7285700455372408,0.3747704082364007
A029,T3,A029_T3,93.26,1.3518095741517069,0.8951426017047107,-0.45666697244699617
A029,T4,A029_T4,143.14,0.8073366845834855,-0.1068159916919651,-0.9141526762754506
A030,T1,A030_T1,1.0,0.3470643963959833,0.15683324775107318,-0.19023114864491011
A030,T2,A030_T2,32.95,1.2692036275623348,0.7232014321415577,-0.5460021954207771
A030,T3,A030_T3,71.93,-0.14286431835683394,0.062411853204389925,0.20527617156122385
A030,T4,A030_T4,150.46,0.34511533385428333,-0.2089106671010105,-0.5540260009552939
A031,T1,A031_T1,1.0,2.383024051099418,2.072710749451091,-0.31031330164832704
A031,T2,A031_T2,32.41,0.013198130270864373,0.7789664277356936,0.7657682974648292
A031,T3,A031_T3,71.56,-0.051586801406627456,-0.21257000762621375,-0.16098320621958628
A031,T4,A031_T4,143.85,-0.6150547641871168,-1.585319791985093,-0.9702650277979762
A032,T1,A032_T1,1.0,0.8480359485975465,0.6701732624150641,-0.17786268618248235
A032,T2,A032_T2,57.18,-0.1362803808324854,0.35751203729970094,0.49379241813218633
A032,T3,A032_T3,80.16,0.6905854114222335,-0.03909607864105038,-0.7296814900632839
A032,T4,A032_T4,144.51,1.638624660560344,-0.41383938050157676,-2.0524640410619206
A033,T1,A033_T1,1.0,0.4528806713869024,0.7349716246082337,0.2820909532213313
A033,T2,A033_T2,29.16,0.5337746005753456,-0.07553154472047896,-0.6093061452958246
A033,T3,A033_T3,72.6,1.016447320878364,0.9424663175482554,-0.0739810033301086
A033,T4,A033_T4,168.33,-0.4395340398072934,-0.04284438138913582,0.39668965841815756
A034,T1,A034_T1,1.0,2.1501389852816977,1.627278437699291,-0.5228605475824066
