TSVR_hours,domain,model,mean_score,CI_lower,CI_upper,n
71.45,when,CTT,0.4,,,1
71.46,when,CTT,0.6,,,1
71.47,when,CTT,0.2,,,1
71.56,when,CTT,0.4,,,1
71.85,when,CTT,0.2,,,1
71.93,when,CTT,0.0,,,1
72.08,when,CTT,0.2,,,1
72.17,when,CTT,0.0,,,1
72.2,when,CTT,0.4,,,1
72.23,when,CTT,0.6,,,1
72.26,when,CTT,0.2,,,1
72.3,when,CTT,0.0,,,1
72.55,when,CTT,0.0,,,1
72.6,when,CTT,0.4,,,1
72.62,when,CTT,0.0,,,1
72.8,when,CTT,0.2,,,1
72.83,when,CTT,0.0,,,1
72.86,when,CTT,0.4,,,1
72.87,when,CTT,0.4,,,1
72.94,when,CTT,0.2,,,1
73.02,when,CTT,0.0,,,1
73.05,when,CTT,0.0,,,1
73.19,when,CTT,0.0,,,1
73.64,when,CTT,0.0,,,1
73.79,when,CTT,0.0,,,1
73.83,when,CTT,0.0,,,1
74.0,when,CTT,0.2,,,1
74.19,when,CTT,0.0,,,1
74.28,when,CTT,0.8,,,1
74.3,when,CTT,0.0,,,1
74.46,when,CTT,0.0,,,1
74.48,when,CTT,0.0,,,1
74.58,when,CTT,0.0,,,1
74.88,when,CTT,0.2,,,1
74.91,when,CTT,0.0,,,1
75.21,when,CTT,0.0,,,1
75.27,when,CTT,0.0,,,1
75.34,when,CTT,0.0,,,1
75.46,when,CTT,0.0,,,1
75.71,when,CTT,0.2,,,1
75.74,when,CTT,0.0,,,1
76.21,when,CTT,0.2,,,1
76.85,when,CTT,0.0,,,1
78.25,when,CTT,0.4,,,1
78.28,when,CTT,0.2,,,1
78.36,when,CTT,0.0,,,1
78.57,when,CTT,0.0,,,1
78.76,when,CTT,0.2,,,1
78.84,when,CTT,0.6,,,1
79.34,when,CTT,0.2,,,1
79.66,when,CTT,0.4,,,1
79.75,when,CTT,0.6,,,1
79.78,when,CTT,0.0,,,1
79.96,when,CTT,0.2,,,1
79.98,when,CTT,0.0,,,1
80.13,when,CTT,0.0,,,1
80.16,when,CTT,0.4,,,1
80.24,when,CTT,0.6,,,1
80.64,when,CTT,0.4,,,1
80.88,when,CTT,0.0,,,1
80.98,when,CTT,0.0,,,1
81.15,when,CTT,0.2,,,1
81.92,when,CTT,0.2,,,1
82.55,when,CTT,0.0,,,1
82.98,when,CTT,0.0,,,1
82.99,when,CTT,1.0,,,1
83.54,when,CTT,0.0,,,1
83.64,when,CTT,0.4,,,1
83.68,when,CTT,0.2,,,1
91.47,when,CTT,0.0,,,1
91.63,when,CTT,0.2,,,1
91.97,when,CTT,0.0,,,1
92.72,when,CTT,0.2,,,1
93.26,when,CTT,0.4,,,1
93.39,when,CTT,0.0,,,1
94.68,when,CTT,0.4,,,1
95.42,when,CTT,0.0,,,1
98.84,when,CTT,0.6,,,1
106.41,when,CTT,0.2,,,1
111.38,when,CTT,0.4,,,1
136.83,when,CTT,0.2,,,1
137.74,when,CTT,0.4,,,1
138.91,when,CTT,0.0,,,1
140.08,when,CTT,0.2,,,1
140.12,when,CTT,0.4,,,1
140.22,when,CTT,0.0,,,1
140.39,when,CTT,0.2,,,1
140.49,when,CTT,0.8,,,1
140.95,when,CTT,0.0,,,1
141.09,when,CTT,0.2,,,1
141.71,when,CTT,0.6,,,1
141.84,when,CTT,0.0,,,1
142.61,when,CTT,0.6,,,1
143.14,when,CTT,0.2,,,1
143.48,when,CTT,0.0,,,1
143.51,when,CTT,0.0,,,1
143.53,when,CTT,0.0,,,1
143.66,when,CTT,0.0,0.0,0.0,2
143.85,when,CTT,0.2,0.2,0.2,2
143.91,when,CTT,0.2,,,1
144.07,when,CTT,0.0,,,1
144.19,when,CTT,0.2,,,1
144.2,when,CTT,0.0,,,1
144.22,when,CTT,0.8,,,1
144.51,when,CTT,0.2,,,1
144.85,when,CTT,0.6,,,1
144.91,when,CTT,0.2,,,1
145.06,when,CTT,0.4,,,1
145.07,when,CTT,0.0,,,1
145.29,when,CTT,0.2,,,1
145.31,when,CTT,0.8,,,1
145.38,when,CTT,0.0,,,1
145.65,when,CTT,0.2,,,1
145.77,when,CTT,0.0,,,1
145.78,when,CTT,0.1,-0.096,0.29600000000000004,2
145.92,when,CTT,0.0,,,1
145.95,when,CTT,0.2,,,1
146.02,when,CTT,0.2,,,1
146.16,when,CTT,0.0,,,1
146.2,when,CTT,0.0,,,1
146.29,when,CTT,0.0,,,1
146.3,when,CTT,0.4,,,1
146.54,when,CTT,0.2,,,1
146.56,when,CTT,0.2,,,1
146.8,when,CTT,0.0,,,1
146.96,when,CTT,0.2,,,1
146.99,when,CTT,0.0,,,1
147.13,when,CTT,0.1,-0.096,0.29600000000000004,2
147.21,when,CTT,0.2,,,1
147.65,when,CTT,0.4,,,1
147.84,when,CTT,0.0,,,1
147.94,when,CTT,0.2,,,1
148.69,when,CTT,0.0,,,1
148.79,when,CTT,0.0,,,1
148.85,when,CTT,0.2,,,1
148.87,when,CTT,0.0,,,1
148.9,when,CTT,0.8,,,1
149.18,when,CTT,0.2,,,1
149.2,when,CTT,0.4,,,1
149.21,when,CTT,0.0,,,1
149.28,when,CTT,1.0,,,1
149.33,when,CTT,0.6,,,1
149.72,when,CTT,0.0,,,1
149.75,when,CTT,0.0,,,1
149.87,when,CTT,0.0,,,1
149.93,when,CTT,0.6,,,1
149.99,when,CTT,0.2,,,1
150.22,when,CTT,0.2,,,1
150.41,when,CTT,0.8,,,1
150.46,when,CTT,0.2,,,1
150.8,when,CTT,0.0,,,1
150.87,when,CTT,0.4,,,1
151.52,when,CTT,0.0,,,1
151.93,when,CTT,0.4,,,1
152.12,when,CTT,0.2,,,1
152.47,when,CTT,0.0,,,1
152.89,when,CTT,0.8,,,1
153.27,when,CTT,0.0,0.0,0.0,2
154.53,when,CTT,0.0,,,1
154.76,when,CTT,0.6,,,1
154.89,when,CTT,0.0,,,1
155.27,when,CTT,0.6,,,1
155.59,when,CTT,0.0,,,1
156.21,when,CTT,0.0,,,1
162.51,when,CTT,0.2,,,1
164.93,when,CTT,0.0,,,1
166.33,when,CTT,0.0,,,1
166.87,when,CTT,0.0,,,1
168.33,when,CTT,0.6,,,1
168.86,when,CTT,0.4,,,1
169.55,when,CTT,0.6,,,1
170.25,when,CTT,0.0,,,1
170.65,when,CTT,0.4,,,1
187.43,when,CTT,0.2,,,1
194.42,when,CTT,0.4,,,1
244.53,when,CTT,0.0,,,1
246.24,when,CTT,0.4,,,1
1.0,where,CTT,0.6233333333333334,0.593920096923186,0.6527465697434808,100
16.9,where,CTT,0.7333333333333333,,,1
17.16,where,CTT,0.6,,,1
20.61,where,CTT,0.6666666666666666,,,1
21.63,where,CTT,0.4222222222222222,,,1
21.9,where,CTT,0.6,,,1
21.98,where,CTT,0.6888888888888889,,,1
22.09,where,CTT,0.5111111111111111,,,1
22.2,where,CTT,0.4888888888888889,,,1
22.6,where,CTT,0.5555555555555556,,,1
22.64,where,CTT,0.5111111111111111,,,1
22.77,where,CTT,0.6666666666666666,,,1
22.82,where,CTT,0.4666666666666667,,,1
22.83,where,CTT,0.3777777777777777,,,1
22.96,where,CTT,0.3555555555555555,,,1
22.98,where,CTT,0.4444444444444444,,,1
23.24,where,CTT,0.7555555555555555,,,1
23.33,where,CTT,0.8,,,1
23.35,where,CTT,0.4222222222222222,,,1
23.46,where,CTT,0.3777777777777777,,,1
23.47,where,CTT,0.5111111111111111,,,1
23.54,where,CTT,0.4888888888888889,,,1
23.69,where,CTT,0.8444444444444444,,,1
23.7,where,CTT,0.6888888888888889,,,1
23.91,where,CTT,0.5555555555555556,,,1
24.15,where,CTT,0.5777777777777777,,,1
24.25,where,CTT,0.7,0.24266666666666675,1.157333333333333,2
24.32,where,CTT,0.2444444444444444,,,1
24.37,where,CTT,0.4222222222222222,,,1
24.49,where,CTT,0.3555555555555555,,,1
24.51,where,CTT,0.8,,,1
24.57,where,CTT,0.5777777777777777,,,1
24.65,where,CTT,0.3333333333333333,,,1
24.66,where,CTT,0.2444444444444444,,,1
24.73,where,CTT,0.4222222222222222,,,1
24.77,where,CTT,0.4222222222222222,,,1
24.78,where,CTT,0.3111111111111111,,,1
24.87,where,CTT,0.7333333333333333,,,1
24.96,where,CTT,0.2222222222222222,,,1
25.15,where,CTT,0.6666666666666666,,,1
25.6,where,CTT,0.4222222222222222,,,1
25.62,where,CTT,0.6666666666666666,,,1
25.63,where,CTT,0.4444444444444444,,,1
25.66,where,CTT,0.8,,,1
25.77,where,CTT,0.5777777777777777,,,1
26.08,where,CTT,0.6666666666666666,,,1
26.11,where,CTT,0.4444444444444444,,,1
26.17,where,CTT,0.5333333333333333,,,1
26.22,where,CTT,0.2666666666666666,,,1
26.26,where,CTT,0.5555555555555556,,,1
26.48,where,CTT,0.5555555555555556,,,1
26.85,where,CTT,0.4666666666666667,,,1
27.12,where,CTT,0.3777777777777777,,,1
27.25,where,CTT,0.5111111111111111,,,1
27.26,where,CTT,0.3111111111111111,,,1
27.3,where,CTT,0.3333333333333333,,,1
27.61,where,CTT,0.3333333333333333,,,1
27.97,where,CTT,0.7111111111111111,,,1
28.26,where,CTT,0.5555555555555556,,,1
28.43,where,CTT,0.6444444444444445,,,1
28.65,where,CTT,0.7777777777777778,,,1
28.68,where,CTT,0.6222222222222222,,,1
28.69,where,CTT,0.2888888888888888,,,1
28.75,where,CTT,0.7555555555555555,,,1
28.93,where,CTT,0.2666666666666666,,,1
29.03,where,CTT,0.6,,,1
29.12,where,CTT,0.4,,,1
29.13,where,CTT,0.6888888888888889,,,1
29.16,where,CTT,0.6222222222222222,,,1
29.33,where,CTT,0.6,,,1
29.57,where,CTT,0.5333333333333333,,,1
29.71,where,CTT,0.4222222222222222,,,1
29.91,where,CTT,0.2888888888888888,,,1
30.21,where,CTT,0.5777777777777777,,,1
30.4,where,CTT,0.7333333333333333,,,1
30.49,where,CTT,0.5555555555555556,,,1
30.92,where,CTT,0.6222222222222222,,,1
31.07,where,CTT,0.7555555555555555,,,1
31.14,where,CTT,0.6,,,1
31.39,where,CTT,0.5555555555555556,,,1
31.76,where,CTT,0.5777777777777777,,,1
31.78,where,CTT,0.2888888888888888,,,1
32.14,where,CTT,0.7333333333333333,,,1
32.31,where,CTT,0.3777777777777777,,,1
32.41,where,CTT,0.5777777777777777,,,1
32.71,where,CTT,0.7111111111111111,,,1
32.85,where,CTT,0.6222222222222222,,,1
32.95,where,CTT,0.6888888888888889,,,1
33.61,where,CTT,0.5555555555555556,,,1
33.76,where,CTT,0.6444444444444445,,,1
34.03,where,CTT,0.5777777777777777,,,1
35.16,where,CTT,0.6888888888888889,,,1
37.65,where,CTT,0.6222222222222222,,,1
44.69,where,CTT,0.5333333333333333,,,1
44.76,where,CTT,0.6444444444444445,,,1
47.66,where,CTT,0.4666666666666667,,,1
53.88,where,CTT,0.4444444444444444,,,1
57.18,where,CTT,0.4888888888888889,,,1
61.28,where,CTT,0.5333333333333333,,,1
64.94,where,CTT,0.6444444444444445,,,1
65.63,where,CTT,0.4666666666666667,,,1
66.08,where,CTT,0.5555555555555556,,,1
66.28,where,CTT,0.5777777777777777,,,1
66.66,where,CTT,0.4888888888888889,,,1
66.9,where,CTT,0.5333333333333333,,,1
68.96,where,CTT,0.5555555555555556,,,1
69.46,where,CTT,0.4888888888888889,,,1
69.99,where,CTT,0.4888888888888889,,,1
70.22,where,CTT,0.6222222222222222,,,1
70.56,where,CTT,0.4666666666666667,,,1
70.59,where,CTT,0.7555555555555555,,,1
70.83,where,CTT,0.6444444444444445,,,1
71.17,where,CTT,0.4222222222222222,,,1
71.19,where,CTT,0.1777777777777777,,,1
71.28,where,CTT,0.2,,,1
71.31,where,CTT,0.4888888888888889,,,1
71.37,where,CTT,0.1777777777777777,,,1
71.4,where,CTT,0.4888888888888889,,,1
71.45,where,CTT,0.2888888888888888,,,1
71.46,where,CTT,0.4444444444444444,,,1
71.47,where,CTT,0.4222222222222222,,,1
71.56,where,CTT,0.5555555555555556,,,1
71.85,where,CTT,0.5333333333333333,,,1
71.93,where,CTT,0.5555555555555556,,,1
72.08,where,CTT,0.5777777777777777,,,1
72.17,where,CTT,0.4666666666666667,,,1
72.2,where,CTT,0.4666666666666667,,,1
72.23,where,CTT,0.2,,,1
72.26,where,CTT,0.5777777777777777,,,1
72.3,where,CTT,0.3333333333333333,,,1
72.55,where,CTT,0.3777777777777777,,,1
72.6,where,CTT,0.6,,,1
72.62,where,CTT,0.5777777777777777,,,1
72.8,where,CTT,0.4888888888888889,,,1
72.83,where,CTT,0.7333333333333333,,,1
72.86,where,CTT,0.7111111111111111,,,1
72.87,where,CTT,0.5555555555555556,,,1
72.94,where,CTT,0.6222222222222222,,,1
73.02,where,CTT,0.4666666666666667,,,1
73.05,where,CTT,0.2888888888888888,,,1
73.19,where,CTT,0.2666666666666666,,,1
73.64,where,CTT,0.3777777777777777,,,1
73.79,where,CTT,0.3333333333333333,,,1
73.83,where,CTT,0.2888888888888888,,,1
74.0,where,CTT,0.4,,,1
74.19,where,CTT,0.5777777777777777,,,1
74.28,where,CTT,0.4888888888888889,,,1
74.3,where,CTT,0.5333333333333333,,,1
74.46,where,CTT,0.4666666666666667,,,1
74.48,where,CTT,0.4888888888888889,,,1
74.58,where,CTT,0.4444444444444444,,,1
74.88,where,CTT,0.4,,,1
74.91,where,CTT,0.6444444444444445,,,1
75.21,where,CTT,0.1777777777777777,,,1
75.27,where,CTT,0.4444444444444444,,,1
75.34,where,CTT,0.5555555555555556,,,1
75.46,where,CTT,0.7111111111111111,,,1
75.71,where,CTT,0.5111111111111111,,,1
75.74,where,CTT,0.6444444444444445,,,1
76.21,where,CTT,0.2666666666666666,,,1
76.85,where,CTT,0.3555555555555555,,,1
78.25,where,CTT,0.3333333333333333,,,1
78.28,where,CTT,0.4666666666666667,,,1
78.36,where,CTT,0.4888888888888889,,,1
78.57,where,CTT,0.4888888888888889,,,1
78.76,where,CTT,0.4444444444444444,,,1
78.84,where,CTT,0.7111111111111111,,,1
79.34,where,CTT,0.6666666666666666,,,1
79.66,where,CTT,0.5777777777777777,,,1
79.75,where,CTT,0.3555555555555555,,,1
79.78,where,CTT,0.7333333333333333,,,1
79.96,where,CTT,0.4444444444444444,,,1
79.98,where,CTT,0.3777777777777777,,,1
80.13,where,CTT,0.6888888888888889,,,1
80.16,where,CTT,0.6,,,1
80.24,where,CTT,0.3111111111111111,,,1
80.64,where,CTT,0.5333333333333333,,,1
80.88,where,CTT,0.4666666666666667,,,1
80.98,where,CTT,0.4888888888888889,,,1
81.15,where,CTT,0.5555555555555556,,,1
81.92,where,CTT,0.4222222222222222,,,1
82.55,where,CTT,0.6222222222222222,,,1
82.98,where,CTT,0.6,,,1
82.99,where,CTT,0.4444444444444444,,,1
83.54,where,CTT,0.4666666666666667,,,1
83.64,where,CTT,0.4222222222222222,,,1
83.68,where,CTT,0.2444444444444444,,,1
91.47,where,CTT,0.5111111111111111,,,1
91.63,where,CTT,0.2888888888888888,,,1
91.97,where,CTT,0.5111111111111111,,,1
92.72,where,CTT,0.4444444444444444,,,1
93.26,where,CTT,0.7555555555555555,,,1
93.39,where,CTT,0.3777777777777777,,,1
94.68,where,CTT,0.3777777777777777,,,1
95.42,where,CTT,0.3555555555555555,,,1
98.84,where,CTT,0.6,,,1
106.41,where,CTT,0.2,,,1
111.38,where,CTT,0.5333333333333333,,,1
136.83,where,CTT,0.7333333333333333,,,1
137.74,where,CTT,0.4444444444444444,,,1
138.91,where,CTT,0.3111111111111111,,,1
140.08,where,CTT,0.2222222222222222,,,1
140.12,where,CTT,0.6666666666666666,,,1
140.22,where,CTT,0.1777777777777777,,,1
140.39,where,CTT,0.5555555555555556,,,1
140.49,where,CTT,0.5111111111111111,,,1
140.95,where,CTT,0.6444444444444445,,,1
141.09,where,CTT,0.4222222222222222,,,1
141.71,where,CTT,0.5111111111111111,,,1
141.84,where,CTT,0.5111111111111111,,,1
142.61,where,CTT,0.3333333333333333,,,1
143.14,where,CTT,0.6444444444444445,,,1
143.48,where,CTT,0.2888888888888888,,,1
143.51,where,CTT,0.8,,,1
143.53,where,CTT,0.3111111111111111,,,1
143.66,where,CTT,0.4111111111111111,0.25866666666666666,0.5635555555555556,2
143.85,where,CTT,0.33333333333333326,0.24622222222222212,0.4204444444444444,2
143.91,where,CTT,0.4666666666666667,,,1
144.07,where,CTT,0.2444444444444444,,,1
144.19,where,CTT,0.2444444444444444,,,1
144.2,where,CTT,0.5111111111111111,,,1
144.22,where,CTT,0.2888888888888888,,,1
144.51,where,CTT,0.7555555555555555,,,1
144.85,where,CTT,0.5555555555555556,,,1
144.91,where,CTT,0.6,,,1
145.06,where,CTT,0.3111111111111111,,,1
145.07,where,CTT,0.5333333333333333,,,1
145.29,where,CTT,0.3333333333333333,,,1
145.31,where,CTT,0.5777777777777777,,,1
145.38,where,CTT,0.4888888888888889,,,1
145.65,where,CTT,0.3111111111111111,,,1
145.77,where,CTT,0.4444444444444444,,,1
145.78,where,CTT,0.17777777777777776,0.13422222222222213,0.22133333333333338,2
145.92,where,CTT,0.4,,,1
145.95,where,CTT,0.2444444444444444,,,1
146.02,where,CTT,0.3111111111111111,,,1
146.16,where,CTT,0.3555555555555555,,,1
146.2,where,CTT,0.6666666666666666,,,1
146.29,where,CTT,0.3555555555555555,,,1
146.3,where,CTT,0.4666666666666667,,,1
146.54,where,CTT,0.6888888888888889,,,1
146.56,where,CTT,0.5555555555555556,,,1
146.8,where,CTT,0.4888888888888889,,,1
146.96,where,CTT,0.6666666666666666,,,1
146.99,where,CTT,0.4666666666666667,,,1
147.13,where,CTT,0.5666666666666667,0.32711111111111113,0.8062222222222222,2
147.21,where,CTT,0.3777777777777777,,,1
147.65,where,CTT,0.4666666666666667,,,1
147.84,where,CTT,0.3333333333333333,,,1
147.94,where,CTT,0.3333333333333333,,,1
148.69,where,CTT,0.3333333333333333,,,1
148.79,where,CTT,0.3111111111111111,,,1
148.85,where,CTT,0.4888888888888889,,,1
148.87,where,CTT,0.4666666666666667,,,1
148.9,where,CTT,0.4444444444444444,,,1
149.18,where,CTT,0.3555555555555555,,,1
149.2,where,CTT,0.2444444444444444,,,1
149.21,where,CTT,0.3333333333333333,,,1
149.28,where,CTT,0.1333333333333333,,,1
149.33,where,CTT,0.3777777777777777,,,1
149.72,where,CTT,0.3111111111111111,,,1
149.75,where,CTT,0.6444444444444445,,,1
149.87,where,CTT,0.2888888888888888,,,1
149.93,where,CTT,0.7555555555555555,,,1
149.99,where,CTT,0.2666666666666666,,,1
150.22,where,CTT,0.4,,,1
150.41,where,CTT,0.4,,,1
150.46,where,CTT,0.6888888888888889,,,1
150.8,where,CTT,0.3333333333333333,,,1
150.87,where,CTT,0.5333333333333333,,,1
151.52,where,CTT,0.3555555555555555,,,1
151.93,where,CTT,0.5333333333333333,,,1
152.12,where,CTT,0.3333333333333333,,,1
152.47,where,CTT,0.3333333333333333,,,1
152.89,where,CTT,0.5333333333333333,,,1
153.27,where,CTT,0.42222222222222217,0.2915555555555555,0.5528888888888888,2
154.53,where,CTT,0.5777777777777777,,,1
154.76,where,CTT,0.1555555555555555,,,1
154.89,where,CTT,0.5777777777777777,,,1
155.27,where,CTT,0.2,,,1
155.59,where,CTT,0.4444444444444444,,,1
156.21,where,CTT,0.4,,,1
162.51,where,CTT,0.5333333333333333,,,1
164.93,where,CTT,0.2888888888888888,,,1
166.33,where,CTT,0.6444444444444445,,,1
166.87,where,CTT,0.4,,,1
168.33,where,CTT,0.4,,,1
168.86,where,CTT,0.5555555555555556,,,1
169.55,where,CTT,0.2444444444444444,,,1
170.25,where,CTT,0.5111111111111111,,,1
170.65,where,CTT,0.4666666666666667,,,1
187.43,where,CTT,0.1777777777777777,,,1
194.42,where,CTT,0.3333333333333333,,,1
244.53,where,CTT,0.4222222222222222,,,1
246.24,where,CTT,0.6888888888888889,,,1
