UID,test,Theta_All,Prob_simple,Prob_TCC,TSVR_hours,Days,log_Days_plus1,log_TSVR
A020,1,-0.036810145,0.49079850271879755,0.5742476789920208,1.0,0.0416666666666666,0.0408219945202552,0.0
A020,2,-0.4131784,0.3981502458861981,0.5148676650594252,26.85,1.11875,0.7508262921466236,3.2902658209548736
A020,3,-0.9177355,0.28541952638310614,0.4321573128502952,78.25,3.2604166666666665,1.4493669645749654,4.359908829420263
A020,4,-2.2843106,0.09243071277712978,0.2242501964718087,145.78,6.074166666666667,1.956449650961876,4.982098635954067
A021,1,1.366235,0.796771180067755,0.7556924521996141,1.0,0.0416666666666666,0.0408219945202552,0.0
A021,2,0.648662,0.6567088841207187,0.6719205212542934,30.21,1.25875,0.8148115629243012,3.4081729953985804
A021,3,0.3772473,0.5932090139812422,0.6351679398630035,74.19,3.09125,1.4088505468332533,4.306629370201435
A021,4,0.77024406,0.6835736864505683,0.687493194334324,140.39,5.8495833333333325,1.9241878231734733,4.944424263983859
A022,1,0.1020859,0.5254993336708403,0.5952787293607448,1.0,0.0416666666666666,0.0408219945202552,0.0
A022,2,0.4643598,0.6140479308960228,0.6472569732821963,24.15,1.00625,0.6962673078961887,3.184284380098582
A022,3,-0.11233316,0.47194620409124843,0.5625899215275402,74.46,3.1025,1.4115965439821088,4.310262068444571
A022,4,0.0056279004,0.5014069713863875,0.5807317197296991,141.71,5.904583333333334,1.932185442293757,4.9537827158367795
A023,1,0.8812526,0.7070817233265145,0.7012194525647522,1.0,0.0416666666666666,0.0408219945202552,0.0
A023,2,-0.48242265,0.38168021513578776,0.5036520445240095,25.63,1.0679166666666666,0.7265416592514038,3.24376354037598
A023,3,0.13040453,0.5325550114796457,0.5994969079891176,72.2,3.0083333333333333,1.388375527323715,4.279440045898781
A023,4,0.004668119,0.5011670276307433,0.5805856269459607,145.07,6.044583333333333,1.9522590000009292,4.977216384550811
A024,1,0.33348504,0.5826070983551582,0.6289935882552626,1.0,0.0416666666666666,0.0408219945202552,0.0
A024,2,0.10314593,0.5257636447532614,0.5954370660543286,29.57,1.2320833333333334,0.8029353795449234,3.3867603338643857
A024,3,0.1529355,0.5381595270298674,0.6028353093307766,91.47,3.81125,1.570956925615819,4.516011049668273
A024,4,-0.7700928,0.3164590321020076,0.4565075154908981,145.65,6.0687500000000005,1.9556836608822936,4.981206483405444
A025,1,0.99917114,0.7308955836563328,0.715283653575395,1.0,0.0416666666666666,0.0408219945202552,0.0
A025,2,1.6789465,0.8427649799502497,0.7862286225943306,23.33,0.9720833333333332,0.679090513570211,3.1497400860333387
A025,3,-0.15189764,0.4620984368841203,0.5564252848796281,72.94,3.0391666666666666,1.3960384000692845,4.289637185380534
A025,4,-1.1388493,0.24253169354063514,0.3958148946565272,137.74,5.739166666666667,1.9079362773197304,4.925367850116552
A026,1,1.0569059,0.7420988149092731,0.721976048151045,1.0,0.0416666666666666,0.0408219945202552,0.0
A026,2,0.062489662,0.5156173337448822,0.5893400847979784,26.48,1.1033333333333333,0.7435233878850122,3.2763897310688073
A026,3,0.7757372,0.684760656566229,0.6881835010161468,75.46,3.1441666666666666,1.421701722938647,4.323602714536165
A026,4,-0.26765063,0.43348395260685985,0.5381825057734253,147.65,6.152083333333334,1.9674036895557556,4.994844608189932
A027,1,0.9770042,0.7265133798742418,0.712680371226337,1.0,0.0416666666666666,0.0408219945202552,0.0
A027,2,0.3337341,0.5826676625401122,0.6290289161832097,28.26,1.1775,0.7781774297445209,3.3414473772563813
A027,3,-0.7031997,0.3311031953222245,0.4675243882959869,74.58,3.1075,1.412814570929286,4.311872374750675
A027,4,-0.8390413,0.30173673570775317,0.44513755484103995,145.92,6.079999999999999,1.9572739077056285,4.983058526326021
A028,1,1.5710772,0.8279371174254662,0.7760860572981921,1.0,0.0416666666666666,0.0408219945202552,0.0
A028,2,-0.19436406,0.4515613794542909,0.5497671194213892,22.82,0.9508333333333332,0.668256631714819,3.1276373444339294
A028,3,-0.0985842,0.47537389154661464,0.5647231403089454,72.26,3.0108333333333337,1.388999033527018,4.280270725719494
A028,4,-0.7637951,0.3178228766164141,0.4575454722938712,138.91,5.787916666666667,1.9151440707301324,4.933826241409298
A029,1,1.7016916,0.8457555384842473,0.7883159548025027,1.0,0.0416666666666666,0.0408219945202552,0.0
A029,2,0.3401657,0.5842307728848976,0.6299404635520179,28.43,1.184583333333333,0.7814251162364958,3.3474449256629084
A029,3,1.2822845,0.7828383979353519,0.7468946429592218,93.26,3.8858333333333337,1.5863398611881236,4.535391291380175
A029,4,0.7683035,0.6831537925115232,0.6872490546711546,143.14,5.964166666666666,1.9407779542253445,4.963823172310452
A030,1,0.33380765,0.5826855472948954,0.6290393484764989,1.0,0.0416666666666666,0.0408219945202552,0.0
A030,2,1.2043047,0.7692896803579804,0.7384887231688297,32.95,1.3729166666666668,0.8641198595452456,3.4949912609485163
A030,3,-0.12868379,0.4678733737224769,0.5600469177735546,71.93,2.9970833333333338,1.3855649284819107,4.2756934238792645
A030,4,0.33196774,0.5822380811265105,0.6287783204556346,150.46,6.269166666666667,1.9836416586571268,5.013697268132075
A031,1,2.2557483,0.9051452196185339,0.8339418265904366,1.0,0.0416666666666666,0.0408219945202552,0.0
A031,2,0.018638758,0.5046595546053939,0.5827096062920187,32.41,1.3504166666666666,0.8545926174039392,3.4784670171534557
A031,3,-0.04251805,0.4893720885329638,0.5733718311556314,71.56,2.981666666666667,1.3817004921096632,4.270536258640519
A031,4,-0.57443035,0.36021517446017914,0.48865309016244135,143.85,5.99375,1.9450168930780984,4.968771089997557
A032,1,0.8067235,0.6914108628801802,0.6920558764452279,1.0,0.0416666666666666,0.0408219945202552,0.0
A032,2,-0.12246857,0.46942106792111055,0.56101434395087,57.18,2.3825,1.218615081062806,4.046204186894165
A032,3,0.6580906,0.658831337886903,0.6731482024991944,80.16,3.34,1.4678743481123135,4.384024637336554
A032,4,1.5530372,0.8253519650745399,0.7743501596770662,144.51,6.021249999999999,1.9489412648645053,4.973348709310239
A033,1,0.43369794,0.6067563557674679,0.6430328361748613,1.0,0.0416666666666666,0.0408219945202552,0.0
A033,2,0.5100616,0.6248209148353921,0.6534897987152869,29.16,1.215,0.7952524034970989,3.3727979071404572
A033,3,0.9657034,0.7242622664346452,0.7113459829827217,72.6,3.025,1.3925249108705269,4.28496492183075
A033,4,-0.40873924,0.39921446624181184,0.5155842539118647,168.33,7.013750000000001,2.08115881631933,5.1259263384309905
A034,1,2.0359054,0.8845156720526857,0.8170012270326852,1.0,0.0416666666666666,0.0408219945202552,0.0
A034,2,0.65717703,0.658625962590744,0.6730293948789728,26.08,1.086666666666667,0.7355678964438975,3.261168737058452
A034,3,-0.10081277,0.4748181312829322,0.5643776894627176,74.28,3.095,1.409766717305033,4.307841736484505
A034,4,-0.1552254,0.4612713823835451,0.5559050565626018,145.38,6.0575,1.9540908811455076,4.97935100405649
A035,1,-0.06479133,0.4838078315512402,0.5699458083638184,1.0,0.0416666666666666,0.0408219945202552,0.0
A035,2,0.7425775,0.6775592271963223,0.683998926430366,44.76,1.865,1.052568350166703,3.8013148834437245
A035,3,-0.4961729,0.37844047211236664,0.5014169745268162,79.98,3.3325,1.466144742607624,4.381776603418673
A035,4,-0.98961914,0.2709873111951022,0.4203117817062228,152.47,6.352916666666666,1.995097059907196,5.026967855383815
A036,1,1.3283472,0.7905671108665323,0.7517540163511087,1.0,0.0416666666666666,0.0408219945202552,0.0
A036,2,-0.15242939,0.4619662659250515,0.556342174119037,21.63,0.90125,0.6425115645913656,3.0740812399649675
A036,3,-0.39740184,0.4019367354944453,0.5174129732675059,71.47,2.9779166666666668,1.3807582316619962,4.269277781231888
A036,4,-1.0100961,0.2669610442575697,0.4169413671078654,143.85,5.99375,1.9450168930780984,4.968771089997557
A037,1,1.1801162,0.7649686961897681,0.7358351295905168,1.0,0.0416666666666666,0.0408219945202552,0.0
A037,2,1.2522094,0.7776820845601962,0.7436794921221069,23.7,0.9875,0.6868775675463499,3.1654750481410856
A037,3,0.29365978,0.5728918706521909,0.6233171508858978,72.08,3.0033333333333334,1.3871273474237826,4.277776613300082
A037,4,-0.16601759,0.45859066861979564,0.554216115556983,143.66,5.985833333333333,1.9438842888617656,4.967449396646655
A038,1,1.2059275,0.7695775740071633,0.7386659669487019,1.0,0.0416666666666666,0.0408219945202552,0.0
A038,2,-0.16850944,0.45797204313003304,0.5538257613351701,71.85,2.99375,1.3847306391437078,4.274580612525034
A038,3,0.9667946,0.7244801327606758,0.711475043780446,72.86,3.035833333333333,1.3952128066271372,4.288539791580417
A038,4,-0.017467948,0.4956331240378854,0.5772090797346398,152.89,6.370416666666666,1.9974742401074703,5.029718708572522
A039,1,2.174663,0.8979510539709766,0.8278640229466792,1.0,0.0416666666666666,0.0408219945202552,0.0
A039,2,1.3026897,0.7862873071239602,0.7490569508443075,28.65,1.19375,0.7856124082320387,3.3551534431607486
A039,3,0.567675,0.6382265206364149,0.6612378869398958,98.84,4.118333333333333,1.632828865224676,4.593502381120409
A039,4,0.72307914,0.6732847039750213,0.6815187838116107,246.24,10.26,2.421256622711544,5.506306670090569
A040,1,-0.5069201,0.375915803054908,0.4996683568824255,1.0,0.0416666666666666,0.0408219945202552,0.0
A040,2,0.14172223,0.5353713739105197,0.6011758216002789,26.26,1.0941666666666667,0.7391557017675006,3.26804686887465
A040,3,-1.6828778,0.15671477666586883,0.3093511727233421,71.28,2.97,1.3787660946990992,4.266615783162554
A040,4,-1.6119773,0.16631427242706492,0.3202389866410621,143.53,5.980416666666667,1.9431086093574956,4.966544072583289
A041,1,1.1962991,0.7678657597890254,0.7376129000160927,1.0,0.0416666666666666,0.0408219945202552,0.0
A041,2,-1.1736511,0.23619566497124125,0.3901302817533125,31.78,1.3241666666666667,0.8433615518513973,3.45883716110857
A041,3,0.2872409,0.5713205257924663,0.6223971802403069,75.74,3.1558333333333333,1.424512969770031,4.327306422473649
A041,4,0.1290578,0.5322197416343488,0.5992968644132296,141.84,5.91,1.9329696377795784,4.954699661765953
A042,1,-0.8806226,0.2930487775052159,0.4382783093915622,1.0,0.0416666666666666,0.0408219945202552,0.0
A042,2,-0.99250966,0.27041665790332625,0.4198358865101644,28.93,1.2054166666666666,0.7909164555219504,3.3648791189880436
A042,3,-0.17139933,0.45725476280212124,0.5533728720432773,72.17,3.0070833333333336,1.388063628376445,4.279024447084182
A042,4,-1.260689,0.2208553075095886,0.3759776652160162,146.02,6.084166666666667,1.9578622468412672,4.98374359862794
A043,1,1.0349586,0.7378760938909847,0.7194469603604347,1.0,0.0416666666666666,0.0408219945202552,0.0
A043,2,0.5667534,0.6380137021564654,0.6611149130849064,25.62,1.0675,0.7263401479157092,3.2433732964685884
A043,3,0.56906503,0.6385474077229227,0.6614233061256671,64.94,2.705833333333333,1.3099081547346048,4.1734637666747
A043,4,-0.36708274,0.4092461220595279,0.5222931293720816,149.33,6.222083333333334,1.9771434616052732,5.006158622069178
A044,1,-0.0888245,0.47780846363189305,0.5662345087917421,1.0,0.0416666666666666,0.0408219945202552,0.0
A044,2,-0.37333766,0.40773477210448544,0.5212875963437752,47.66,1.985833333333333,1.093878881528862,3.8640924716705958
A044,3,-1.308094,0.21280596167135765,0.36831477119399886,91.63,3.817916666666666,1.5723416077929249,4.517758728977122
A044,4,-1.7971689,0.14219604239716765,0.2921241982716859,155.27,6.4695833333333335,2.0108392189188016,5.045165536993078
A045,1,-0.9017756,0.288685747746437,0.43478930505396746,1.0,0.0416666666666666,0.0408219945202552,0.0
A045,2,-1.0143217,0.26613493929036874,0.4162461306788937,24.66,1.0275,0.7068035070074309,3.2051824977361982
A045,3,-1.1242429,0.2452251175576761,0.3982045189495877,72.23,3.009583333333333,1.3886873290203638,4.2798554720627555
A045,4,-1.2476392,0.22310907212449735,0.3780930965592568,151.52,6.3133333333333335,1.9896991661789745,5.020717629437768
A046,1,-0.7687857,0.31674184225700525,0.45672295599516805,1.0,0.0416666666666666,0.0408219945202552,0.0
A046,2,-1.3034526,0.21358452348166432,0.3690634724700412,24.32,1.0133333333333334,0.699791723278614,3.1912990570979662
A046,3,-1.624248,0.16461985197390372,0.31834435658740595,73.05,3.04375,1.3971724792670734,4.291144138196708
A046,4,-1.154563,0.23965661967016835,0.3932465537178958,147.94,6.164166666666667,1.9690917483983523,4.996806786159722
A047,1,-0.7466336,0.32155526455596894,0.4603732454878841,1.0,0.0416666666666666,0.0408219945202552,0.0
A047,2,-0.5145792,0.37412066918199355,0.4984213099965866,23.46,0.9775,0.6818334206596719,3.1552968432253294
A047,3,-1.2429395,0.22392473769895838,0.37885553647055914,76.85,3.202083333333333,1.4355804340522749,4.341855469984605
A047,4,-1.600209,0.16795240626050678,0.3220599488096331,144.22,6.009166666666666,1.9472188161863453,4.971339911488614
A048,1,1.0764405,0.745819790186338,0.7242117033014739,1.0,0.0416666666666666,0.0408219945202552,0.0
A048,2,-0.06019045,0.48495692884213953,0.5706545799701074,23.91,0.99625,0.6912704205470851,3.1742967814702334
A048,3,0.14282681,0.5356461261701772,0.6013394662925166,81.15,3.38125,1.477334071800763,4.396299293960601
A048,4,0.09614354,0.5240173872955894,0.5943904894207122,146.3,6.095833333333334,1.9595077573206967,4.9856593080260785
A049,1,2.1010969,0.8910097459713471,0.8221785538342685,1.0,0.0416666666666666,0.0408219945202552,0.0
A049,2,-0.5321013,0.37002692665881953,0.4955657256829453,27.12,1.13,0.7561219797213337,3.3002714630721948
A049,3,0.37812865,0.5934216768987224,0.6352916000171396,111.38,4.640833333333333,1.730031808732516,4.7129477781615225
A049,4,0.034191336,0.5085470013620388,0.5850675788220089,168.86,7.035833333333334,2.083910706734293,5.129069969241354
A050,1,-0.39878848,0.40160345535699027,0.517189418810486,1.0,0.0416666666666666,0.0408219945202552,0.0
A050,2,-0.71372736,0.32877575361923206,0.4657919155881069,24.73,1.0304166666666668,0.7082410265074691,3.208017081533325
A050,3,-0.9261868,0.28369897007150113,0.430763800271343,93.39,3.89125,1.587447894542485,4.536784273121627
A050,4,-1.1381246,0.2426648530692579,0.3959334059436306,148.69,6.195416666666667,1.973444249248633,5.001863601709132
A051,1,1.5230782,0.8209913140275421,0.7714419686215667,1.0,0.0416666666666666,0.0408219945202552,0.0
A051,2,-0.30774206,0.4236659718704088,0.5317982364705522,17.16,0.715,0.5394130806179032,2.8425810940598164
A051,3,-0.6520249,0.34253337592266553,0.47593642843828904,65.63,2.734583333333333,1.3176362550213248,4.184032908485631
A051,4,-0.72000563,0.3273917431690609,0.46475846462032006,146.99,6.124583333333334,1.963551244912556,4.990364557253896
A052,1,0.58457315,0.642119007845332,0.6634870933746114,1.0,0.0416666666666666,0.0408219945202552,0.0
A052,2,0.3844317,0.5949415288546289,0.6361751689183255,31.76,1.3233333333333337,0.8430029361043228,3.458207636378935
A052,3,0.116021834,0.5289729652062192,0.597357612074553,80.98,3.374166666666667,1.4757160254762085,4.394202210604015
A052,4,-0.8312764,0.3033752497691004,0.4464184024349225,153.27,6.38625,1.9996201636777475,5.032201072010817
A053,1,1.401935,0.802490764301313,0.7593554416682936,1.0,0.0416666666666666,0.0408219945202552,0.0
A053,2,0.97594434,0.7263027439528472,0.7125554312989794,32.71,1.3629166666666668,0.8598967316779912,3.4876808415502927
A053,3,-0.40916884,0.39911143446256225,0.5155149194824871,78.28,3.2616666666666667,1.4496603200750402,4.360292142527875
A053,4,-0.13549207,0.4661787079005248,0.558986095618727,148.9,6.204166666666667,1.9746595623412992,5.003274939689963
A054,1,0.52522403,0.6283685056273507,0.6555407774779254,1.0,0.0416666666666666,0.0408219945202552,0.0
A054,2,1.1258696,0.7550758431565223,0.7298040149683442,16.9,0.7041666666666666,0.5330762327008104,2.8273136219290276
A054,3,1.191061,0.7669307695279574,0.7370385447876591,72.83,3.0345833333333334,1.394903033275494,4.288127958229824
A054,4,1.2362738,0.7749147493075689,0.7419622784392097,136.83,5.701250000000001,1.9022940761596103,4.918739279391719
A055,1,0.28537354,0.5708631235539158,0.6221292832838148,1.0,0.0416666666666666,0.0408219945202552,0.0
A055,2,0.8647509,0.7036522968726747,0.6992088433863972,23.24,0.9683333333333332,0.6771871609812159,3.1458749319837103
A055,3,-0.119812906,0.47008255401526894,0.5614274200254764,74.48,3.103333333333333,1.4117996515282525,4.310530632968812
A055,4,-0.62007034,0.34976545386038743,0.4811796250731799,149.21,6.217083333333334,1.9764509008342432,5.00535470965233
A056,1,0.5282342,0.6290711730725399,0.6559469486961531,1.0,0.0416666666666666,0.0408219945202552,0.0
A056,2,0.54977185,0.6340826568472826,0.6588433353372779,33.61,1.4004166666666666,0.8756423333963461,3.5148236417370144
A056,3,-0.4118956,0.39845767904893137,0.515074771993404,71.46,2.9775,1.3806534812298048,4.2691378525952635
A056,4,-0.9539059,0.27809999275359315,0.42619463189709983,147.84,6.16,1.9685099809725544,4.996130607893374
A057,1,0.4946756,0.6212072640186073,0.6513999592497871,1.0,0.0416666666666666,0.0408219945202552,0.0
A057,2,-0.77376056,0.31566618360730614,0.45590295489699256,24.78,1.0325,0.7092665624398284,3.2100368762009963
A057,3,-0.68134856,0.3359603844678898,0.4711182946523272,73.83,3.07625,1.405177448121392,4.3017651530710745
A057,4,-1.0877718,0.2520380951530636,0.4041800111337176,145.06,6.0441666666666665,1.952199851152836,4.977147449935266
A058,1,1.0215306,0.7352706345455992,0.7178905472959513,1.0,0.0416666666666666,0.0408219945202552,0.0
A058,2,-0.8427394,0.3009581485586043,0.44452752514016974,22.96,0.9566666666666668,0.6712423451718953,3.133753571451366
A058,3,-0.121771336,0.46959472815327374,0.5611228122608662,66.28,2.7616666666666667,1.3248621216013894,4.193888192558362
A058,4,-1.0669552,0.25598255205031656,0.4075957376993128,143.48,5.978333333333333,1.942810110802997,4.966195652664082
A059,1,0.99710035,0.7304880910170718,0.7150412547401443,1.0,0.0416666666666666,0.0408219945202552,0.0
A059,2,1.2424322,0.775987090117501,0.7426270267434745,30.4,1.2666666666666666,0.8183103235139513,3.414442608412176
A059,3,1.3356622,0.7917756867174323,0.7525185138788977,79.78,3.3241666666666667,1.464219443591648,4.379272846477261
A059,4,0.38432297,0.5949153261648484,0.6361599388886559,151.93,6.330416666666667,1.9920323583030093,5.023419888455675
A060,1,-0.051358394,0.4871632229900884,0.5720136055353192,1.0,0.0416666666666666,0.0408219945202552,0.0
A060,2,1.310061,0.7875233632057355,0.7498342923926595,24.87,1.03625,0.7111098809341178,3.2136622578153133
A060,3,-0.5090028,0.3754273215683216,0.4993293251759421,94.68,3.945,1.5983769650746755,4.550502784645783
A060,4,0.19280487,0.5480524522860152,0.6087035565297078,143.91,5.99625,1.945374291223432,4.9691881041820825
A061,1,2.529091,0.9261562101605637,0.8530327597960065,1.0,0.0416666666666666,0.0408219945202552,0.0
A061,2,0.94611883,0.7203339739461375,0.7090218930185513,35.16,1.465,0.9021918074946532,3.559909072816976
A061,3,0.27741587,0.5689125765177717,0.6209863319266968,82.55,3.439583333333333,1.4905605281966805,4.413404170366137
A061,4,-0.2929151,0.42729035257841946,0.5341629957933525,146.56,6.1066666666666665,1.961033310629534,4.9874349009258205
A062,1,1.5359104,0.8228694310815077,0.7726915103044584,1.0,0.0416666666666666,0.0408219945202552,0.0
A062,2,0.14121151,0.535244330597464,0.6011001450446501,44.69,1.862083333333333,1.0515497978778447,3.79974976294536
A062,3,-0.59946907,0.35446517158241675,0.484555429282462,92.72,3.863333333333333,1.5817240738665843,4.529584199031496
A062,4,-0.7168849,0.32807931766895526,0.46527218532901127,149.18,6.215833333333333,1.9762776856717092,5.005153630527017
A063,1,0.86206603,0.7030921264103361,0.698880725906814,1.0,0.0416666666666666,0.0408219945202552,0.0
A063,2,0.7186035,0.6722994241529398,0.6809474531698839,21.98,0.9158333333333334,0.65015268898709,3.090132948975475
A063,3,0.17484958,0.543601368442258,0.6060670285686571,69.99,2.91625,1.3651345632842644,4.248352374701448
A063,4,-0.58241045,0.3583781379551564,0.4873477821304225,141.09,5.87875,1.928436949391832,4.949397984625066
A064,1,0.83211017,0.6968009292121761,0.6952011125923792,1.0,0.0416666666666666,0.0408219945202552,0.0
A064,2,0.56187433,0.6368861130607198,0.6604633479022899,37.65,1.56875,0.9434193992624076,3.6283329542459026
A064,3,0.17636402,0.543977074491377,0.6062898043971222,82.99,3.4579166666666663,1.4946815418025694,4.418720118610357
A064,4,-0.33321425,0.4174587527647392,0.5277259540203141,156.21,6.50875,2.0160690071822343,5.051201255842917
A065,1,-2.2385516,0.09634156552092973,0.2301892249300433,1.0,0.0416666666666666,0.0408219945202552,0.0
A065,2,-0.9801161,0.27286874748857515,0.42187663904247796,32.31,1.3462500000000002,0.8528183089185817,3.475376779836407
A065,3,-2.2205753,0.09791797626595487,0.23254913648372158,106.41,4.43375,1.6926295033208647,4.6672995574536404
A065,4,-2.3754525,0.08506382123873645,0.21271899930085927,187.43,7.809583333333333,2.1758401440888315,5.233405442370894
A066,1,0.46571386,0.6143687841339895,0.6474427327940866,1.0,0.0416666666666666,0.0408219945202552,0.0
A066,2,-0.45289963,0.38867157462219676,0.5084423650401737,23.35,0.9729166666666668,0.6795129892841417,3.150596984114906
A066,3,-0.92944336,0.28303765833971234,0.4302268808048164,73.79,3.074583333333333,1.404768491976238,4.301223221070275
A066,4,-1.2830758,0.21702710924121899,0.3723545407710303,164.93,6.872083333333333,2.063322745737281,5.105521141460061
A067,1,0.6627066,0.6598681262583223,0.6737480207192333,1.0,0.0416666666666666,0.0408219945202552,0.0
A067,2,-1.312235,0.21211308807681478,0.36764708810879243,29.91,1.24625,0.8092621591156317,3.398192872641857
A067,3,-1.4752139,0.1861514200751898,0.34162152403078716,73.19,3.049583333333333,1.3986139951674337,4.293058799613136
A067,4,-1.1757759,0.2358125504898091,0.3897836471146414,144.19,6.007916666666667,1.947040462391396,4.971131874318556
A068,1,1.3038205,0.7864772647625852,0.749176329796613,1.0,0.0416666666666666,0.0408219945202552,0.0
A068,2,0.163223,0.5407153960030906,0.6043543199183165,30.49,1.2704166666666663,0.8199633682470614,3.4173987610001633
A068,3,0.4192529,0.6033044615822838,0.6410311031505496,82.98,3.4575,1.4945880707551584,4.418599614904722
A068,4,-0.3906647,0.40355729795622153,0.5184986942125268,155.59,6.482916666666667,2.0126226446827,5.047224342326872
A069,1,-0.7867887,0.31285861336765874,0.4537551985178757,1.0,0.0416666666666666,0.0408219945202552,0.0
A069,2,-1.5067587,0.1814196505067795,0.33664865899076285,24.96,1.04,0.712949807856125,3.217274543501227
A069,3,-0.71302193,0.32893144830349963,0.46590802220278116,79.75,3.3229166666666665,1.463930328762862,4.378896741664954
A069,4,-1.7110198,0.1530314898024918,0.30507083116437395,140.22,5.8425,1.9231531619326967,4.943212617778822
A070,1,0.5967721,0.6449174668418701,0.6651042034623282,1.0,0.0416666666666666,0.0408219945202552,0.0
A070,2,0.042192243,0.5105464962365599,0.5862779189082553,24.25,1.0104166666666667,0.6983419974370495,3.188416617383492
A070,3,-0.4347659,0.39298885475982875,0.5113785907416226,81.92,3.4133333333333336,1.4846302618407523,4.4057431612911975
A070,4,-1.0469787,0.25980569525989367,0.4108767145713429,149.2,6.216666666666666,1.976393165780389,5.005287687769661
