UID,TEST,TQ_RFR-N-OBJ1,TQ_RFR-N-OBJ2,TQ_RFR-N-OBJ3,TQ_RFR-N-OBJ4,TQ_RFR-N-STRA,TQ_RFR-N-PORT,TQ_RFR-N-LAND,TQ_IFR-N-i1,TQ_IFR-N-i2,TQ_IFR-N-i3,TQ_IFR-N-i4,TQ_IFR-N-i5,TQ_IFR-N-i6,TQ_RFR-O-RORD,TQ_RFR-O-TMOD,TQ_RFR-N-WEAT,TQ_RFR-L-OBJ1,TQ_RFR-L-OBJ2,TQ_RFR-L-OBJ3,TQ_RFR-L-OBJ4,TQ_RFR-L-DOOR,TQ_RFR-L-WIND,TQ_RFR-L-PORT,TQ_RFR-L-LAND,TQ_RFR-L-STRA,TQ_IFR-U-i1,TQ_IFR-U-i2,TQ_IFR-U-i3,TQ_IFR-U-i4,TQ_IFR-U-i5,TQ_IFR-U-i6,TQ_IFR-D-i1,TQ_IFR-D-i2,TQ_IFR-D-i3,TQ_IFR-D-i4,TQ_IFR-D-i5,TQ_IFR-D-i6,TQ_IFR-O-i1,TQ_IFR-O-i2,TQ_IFR-O-i3,TQ_IFR-O-i4,TQ_IFR-O-i5,TQ_IFR-O-i6,TQ_TCR-O-TSK1,TQ_TCR-O-TSK2,TQ_TCR-O-TSK3,TQ_TCR-O-TSK4,TQ_TCR-O-TSK5,TQ_TCR-O-TSK6,TQ_ICR-N-i1,TQ_ICR-N-i2,TQ_ICR-N-i3,TQ_ICR-N-i4,TQ_ICR-N-i5,TQ_ICR-N-i6,TQ_ICR-U-i1,TQ_ICR-U-i2,TQ_ICR-U-i3,TQ_ICR-U-i4,TQ_ICR-U-i5,TQ_ICR-U-i6,TQ_ICR-D-i1,TQ_ICR-D-i2,TQ_ICR-D-i3,TQ_ICR-D-i4,TQ_ICR-D-i5,TQ_ICR-D-i6,TQ_ICR-O-i1,TQ_ICR-O-i2,TQ_ICR-O-i3,TQ_ICR-O-i4,TQ_ICR-O-i5,TQ_ICR-O-i6,TQ_RRE-L-DOOR,TQ_RRE-L-WIND,TQ_RRE-N-LAND,TQ_RRE-L-LAND,TQ_RRE-N-PORT,TQ_RRE-L-PORT,TQ_RRE-N-STRA,TQ_RRE-L-STRA,TQ_IRE-N-i1,TQ_IRE-N-i2,TQ_IRE-N-i3,TQ_IRE-N-i4,TQ_IRE-N-i5,TQ_IRE-N-i6,TQ_IRE-U-i1,TQ_IRE-U-i2,TQ_IRE-U-i3,TQ_IRE-U-i4,TQ_IRE-U-i5,TQ_IRE-U-i6,TQ_IRE-D-i1,TQ_IRE-D-i2,TQ_IRE-D-i3,TQ_IRE-D-i4,TQ_IRE-D-i5,TQ_IRE-D-i6,TQ_IRE-O-i1,TQ_IRE-O-i2,TQ_IRE-O-i3,TQ_IRE-O-i4,TQ_IRE-O-i5,TQ_IRE-O-i6,TC_RFR-N-OBJ1,TC_RFR-N-OBJ2,TC_RFR-N-OBJ3,TC_RFR-N-OBJ4,TC_RFR-N-STRA,TC_RFR-N-PORT,TC_RFR-N-LAND,TC_IFR-N-i1,TC_IFR-N-i2,TC_IFR-N-i3,TC_IFR-N-i4,TC_IFR-N-i5,TC_IFR-N-i6,TC_RFR-O-RORD,TC_RFR-O-TMOD,TC_RFR-N-WEAT,TC_RFR-L-OBJ1,TC_RFR-L-OBJ2,TC_RFR-L-OBJ3,TC_RFR-L-OBJ4,TC_RFR-L-DOOR,TC_RFR-L-WIND,TC_RFR-L-PORT,TC_RFR-L-LAND,TC_RFR-L-STRA,TC_IFR-U-i1,TC_IFR-U-i2,TC_IFR-U-i3,TC_IFR-U-i4,TC_IFR-U-i5,TC_IFR-U-i6,TC_IFR-D-i1,TC_IFR-D-i2,TC_IFR-D-i3,TC_IFR-D-i4,TC_IFR-D-i5,TC_IFR-D-i6,TC_IFR-O-i1,TC_IFR-O-i2,TC_IFR-O-i3,TC_IFR-O-i4,TC_IFR-O-i5,TC_IFR-O-i6,TC_TCR-O-TSK1,TC_TCR-O-TSK2,TC_TCR-O-TSK3,TC_TCR-O-TSK4,TC_TCR-O-TSK5,TC_TCR-O-TSK6,TC_ICR-N-i1,TC_ICR-N-i2,TC_ICR-N-i3,TC_ICR-N-i4,TC_ICR-N-i5,TC_ICR-N-i6,TC_ICR-U-i1,TC_ICR-U-i2,TC_ICR-U-i3,TC_ICR-U-i4,TC_ICR-U-i5,TC_ICR-U-i6,TC_ICR-D-i1,TC_ICR-D-i2,TC_ICR-D-i3,TC_ICR-D-i4,TC_ICR-D-i5,TC_ICR-D-i6,TC_ICR-O-i1,TC_ICR-O-i2,TC_ICR-O-i3,TC_ICR-O-i4,TC_ICR-O-i5,TC_ICR-O-i6,TC_RRE-L-DOOR,TC_RRE-L-WIND,TC_RRE-N-LAND,TC_RRE-L-LAND,TC_RRE-N-PORT,TC_RRE-L-PORT,TC_RRE-N-STRA,TC_RRE-L-STRA,TC_IRE-N-i1,TC_IRE-N-i2,TC_IRE-N-i3,TC_IRE-N-i4,TC_IRE-N-i5,TC_IRE-N-i6,TC_IRE-U-i1,TC_IRE-U-i2,TC_IRE-U-i3,TC_IRE-U-i4,TC_IRE-U-i5,TC_IRE-U-i6,TC_IRE-D-i1,TC_IRE-D-i2,TC_IRE-D-i3,TC_IRE-D-i4,TC_IRE-D-i5,TC_IRE-D-i6,TC_IRE-O-i1,TC_IRE-O-i2,TC_IRE-O-i3,TC_IRE-O-i4,TC_IRE-O-i5,TC_IRE-O-i6,TSVR,seconds-taken-to-complete-rfr,seconds-taken-to-complete-ifr,seconds-taken-to-complete-tcr,seconds-taken-to-complete-icr,seconds-taken-to-complete-rre,seconds-taken-to-complete-ire,time-been-awake-today,hours-slept-night-before,time-woke-up,sleep-quality--1=bad-1=good,tiredness--1=tired-1=alert,consumed-stimulants,what-stimulants,consumed-intoxicants,what-intoxicants,anyone-helping-you,who-is-helping,strategy-1,strategy-2,strategy-3,strategy-4,strategy-5,strategy-6,strategy-7,strategy-8,strategy-9,strategy-10,strategy-11,strategy-12,strategy-13,strategy-14
A036,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0.25,1,0,0.5,1,0,1,1,1,0,0.5,0.5,1,0.5,0.5,1,0,0,0,1,0.5,1,1,0.5,1,0.5,0,0,0,0,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,1,0,0.5,1,0,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,0,0.25,0.5,0,0,1,0,1,0.5,0,0.5,0.4,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.6,0.6,0.4,0.4,0.4,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.4,0.2,0.6,0.4,0.8,0.6,0.8,0.8,0.6,0.4,0.8,0.8,0.4,0.6,0.6,0.4,0.4,0.8,0.4,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.4,21.63,26,766,372,38,270,149,0.24,7,0.27,-0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,No,They did not.,0,The items you picked up,"Visualising the room layout, Associating items with personal experiences","nan, ",Associating items with personal experiences,"nan, ",Yes,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A036,3,1,1,0.5,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0.5,1,1,1,0.25,0,1,1,0,0.5,1,0,0.5,0.25,0,0,0,1,0,1,1,1,0.5,0,0.5,0.5,0.5,1,1,1,1,1,1,1,1,0.25,1,0.5,0,1,0.25,1,0.5,0,0.5,0.5,0.5,0,0,0,1,0,0,0.5,0,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0.5,0,1,1,0,0,0.5,1,0,0,0,1,0,0.4,0.4,0.4,0.2,0.8,0.6,0.4,0.2,0.2,0.8,0.6,0.2,0.2,0.8,0.4,0.4,0.6,0.6,0.6,0.6,0.2,0.2,0.4,0.4,0.6,0.2,0.2,0.6,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.6,0.6,0.8,0.8,0.4,0.6,0.4,0.4,0.6,0.4,0.2,0.4,0.2,0.2,0.4,0.6,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.8,0.4,0.6,0.6,1,0.8,0.8,0.8,0.4,0.8,0.8,0.4,0.6,0.4,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,71.47,54,276,751,53.33,321,121,0.32,7,0.27,0.5,0,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,No,"nan, ",0,The furniture/fixtures/objects in the room,Creating a mental story or narrative,"nan, ",Visualising the room layout,"nan, ",Yes,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A036,4,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0.5,0.5,1,1,0,0,1,1,0,0,0,1,0.25,0,0.5,0,0,0,0,1,1,0.5,0.5,0.5,0,0.5,0.5,1,0,0.5,0.5,1,0,1,1,1,1,1,0,1,0.5,1,0,0.5,0,0.25,0.5,0,0.5,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0.25,1,0.5,0.5,1,0.5,1,1,0.5,0,0,0,0,0,1,0,0,0,0.4,0.4,0.4,0.4,0.8,0.8,0.6,0.2,0.2,0.2,0.6,0.6,0.2,0.8,0.4,0.6,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.4,0.4,0.6,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.6,0.8,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.8,0.4,0.6,0.6,0.6,0.8,0.4,0.8,0.8,0.6,0.4,0.6,0.2,0.6,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,143.85,29,513,273,43,269,104,0.25,9,0.35,0.5,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,No,"nan, ",0.25,The furniture/fixtures/objects in the room,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Yes,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A037,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,0.5,1,1,1,0.5,0.5,0,0,1,0,1,0,1,1,0,1,0.5,0,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,0,0,0,1,0,0.5,0.5,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.25,1,0,0,1,0,0.5,0.5,0.5,1,1,0.4,0.8,0.8,0.4,0.8,1,0.6,1,1,0.2,0.2,1,1,1,1,1,1,1,1,0.6,0.8,1,0.8,1,1,1,1,0.8,0.2,0.2,0.6,0.2,0.2,1,1,1,0.2,0.4,1,1,0.2,0.2,0.6,0.8,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,0.2,0.4,0.2,0.2,1,0.4,0.4,0.4,0.4,1,0.6,0.8,1,0.8,1,0.8,1,1,1,1,1,1,1,1,1,1,1,0.4,1,1,1,0.8,0.2,0.6,0.6,0.2,1,0.4,0.4,0.4,0.4,1,1,33,399,659,47,157,65,0.21,8,0.42,-0.5,0.5,0,"nan, ",0,"nan, ",No,"nan, ",0,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,Unsure,"nan, ","nan, "
A037,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0,0.25,1,0.5,0.5,0,0.25,0.25,0.5,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0,1,1,0,1,1,1,0.5,0.5,0.5,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0.5,0,0,1,1,0,0.5,1,0,1,1,1,1,0.8,1,1,0.8,0.8,1,0.4,1,1,0.6,1,1,0.4,0.6,1,1,1,1,0.4,0.6,0.4,0.4,1,1,0.8,1,0.4,0.6,0.4,0.8,0.6,0.4,0.4,0.6,0.8,0.6,0.4,0.4,0.2,0.4,0.2,0.4,0.6,0.6,0.4,0.6,1,1,1,1,1,1,1,1,0.8,1,0.6,1,0.2,0.8,0.4,0.2,0.2,0.6,0.6,0.8,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.8,0.6,0.8,1,0.6,1,1,1,0.8,1,1,1,1,0.6,1,0.6,1,0.6,0.8,0.6,0.2,0.4,0.6,0.8,0.2,0.2,0.2,0.2,0.2,0.2,23.7,24,282,821,63,179,112,0.13,9,0.48,0,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,0,No,It did not.,0,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,Unsure,"nan, ","nan, "
A037,3,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0.5,0,1,1,0.5,1,1,1,0,1,1,1,0.5,0.5,0.5,0.5,1,0.5,0,0.5,1,0,0.5,0,1,1,1,1,1,1,1,0,1,1,0.5,1,0.25,0.5,0,1,1,1,0,0.5,0.5,0.5,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.25,1,0,0.5,0,1,1,1,0.5,0.5,0.5,0.5,1,0.5,1,1,1,1,1,0.4,0.8,0.8,0.2,0.8,0.6,1,0.2,0.8,0.6,1,0.6,1,1,1,1,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.6,0.2,0.2,0.8,1,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0.6,0.2,0.2,1,0.6,0.8,0.2,0.2,0.2,1,0.8,1,0.2,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,1,0.2,1,1,1,1,0.8,0.8,0.6,1,0.8,0.6,0.2,0.2,0.6,1,0.6,1,0.2,0.2,0.2,0.8,0.4,0.8,0.2,0.2,72.08,31,319,389,27,118,60,0.19,10,0.44,-0.5,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,No,It did not,0,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,Unsure,"nan, ","nan, "
A037,4,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0.5,0.5,1,0.5,0,0.5,1,0.25,0,0.25,0,0,0.5,0.5,0,0.5,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0.25,0,0.5,0,0,0.5,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,1,0.5,0,0.25,0,0,0,0,0,0.5,0,1,0.8,0.2,1,1,0.4,0.4,0.4,0.2,0.2,1,0.8,0.8,0.6,0.8,0.8,1,0.8,0.8,1,0.2,0.8,0.6,0.2,1,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,1,1,0.6,0.6,1,1,1,0.2,0.8,0.4,1,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.4,0.2,0.8,1,1,1,0.8,1,1,1,0.2,0.4,0.2,1,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,143.66,19,301,623,29,202,162,0.11,11,0.5,0,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,No,It did not,0,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,Unsure,"nan, ","nan, "
A038,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,0.25,1,0.5,1,0.25,0,0.5,0,0,1,0.5,1,0,1,0,0,0,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.25,1,0,0,1,1,1,1,1,0.5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,1,0,0,0.5,1,1,0.5,1,0,0,0.5,1,1,0.8,1,1,1,1,1,0.2,1,1,1,0.4,1,0.8,0.8,1,1,1,1,0.8,0.6,0.6,0.6,1,1,0.4,1,0.4,0.8,0.4,1,0.2,0.4,0.8,1,1,0.4,1,1,0.6,0.6,0.4,0.8,0.6,0.4,0.6,0.4,1,1,1,1,1,1,1,1,0.8,1,0.8,1,0.4,0.6,0.6,0.6,0.8,1,0.8,0.6,0.6,1,0.6,0.8,0.8,0.4,0.8,1,0.6,1,1,0.8,1,1,1,1,1,0.8,1,1,1,1,1,0.8,0.4,0.4,0.6,0.8,1,0.6,0.6,0.4,0.6,1,0.8,0.8,0.6,1,29,450,782,100,503,225,0.24,5,0.38,-1,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ","Visualising the room layout, Creating a mental story or narrative","nan, ",Yes,"Yes, visual imagery","nan, ","nan, "
A038,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,0,0.5,0,0,1,0,0.5,1,0,0.5,0,0,1,1,1,1,1,1,0,0.5,1,0.5,1,1,0,1,0,0.25,1,0,0.5,0.5,0,0.5,0.5,0,1,0.5,0,1,1,1,0,0,0,1,1,1,1,0,0,0.5,1,0.5,1,1,0,1,1,0.25,1,0,0.25,0.5,0,0.5,0.5,0.5,0.5,1,1,1,1,1,0.8,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,0.6,0.8,0.8,0.6,1,0.8,0.8,0.6,1,1,0.8,0.6,1,0.4,0.4,1,0.8,1,0.6,0.6,1,0.6,0.4,0.6,0.4,0.2,0.6,0.2,1,1,1,1,1,1,0.2,0.6,1,1,1,1,0.2,1,0.6,0.6,1,0.4,0.2,0.6,0.8,0.8,1,0.8,0.2,0.8,0.6,1,0.6,1,0.4,0.6,1,1,1,0.6,1,0.8,0.2,0.6,1,0.4,1,1,0.2,1,0.2,0.2,1,0.4,0.2,0.8,0.8,0.4,1,0.4,0.2,71.85,76,708,866,136,552,290.67,0.13,7,0.48,-0.5,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,Yes,I remembered what items were not in the living room,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ",Visualising the room layout,"nan, ",Yes,"Yes, visual imagery","nan, ","nan, "
A038,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0,0.5,1,0,1,0.5,1,0.5,1,1,1,0,0,0.5,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0.5,0,1,0.5,1,0.5,0,1,1,0.5,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,0.8,1,0.4,0.8,0.4,1,1,0.6,0.4,0.6,0.8,0.4,0.2,1,1,1,0.2,0.8,1,0.4,0.6,0.6,0.4,0.8,0.8,0.4,0.4,0.4,1,1,1,1,0.2,0.6,1,0.8,1,0.8,0.2,1,1,0.8,0.2,0.8,0.4,0.2,1,0.4,0.8,0.6,0.2,0.2,1,0.6,0.8,1,0.2,1,0.4,1,1,1,1,1,1,1,1,0.8,1,1,0.6,0.4,1,1,0.2,1,1,0.2,0.8,0.6,0.6,0.8,1,0.2,0.8,72.86,21,495,698,154,547.67,455,0.17,7,0.48,-0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,0,Yes,I knew which objects had appeared before and so weren't in the kitchen,0.5,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items","Visualising the room layout, Creating a mental story or narrative","nan, ","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ",Yes,"Yes, method of loci, Yes, visual imagery","nan, ","nan, "
A038,4,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0.5,1,1,0.25,1,0,0,0,0,1,0,0,0.5,1,0,0,1,1,1,0.5,0,0,0.5,1,1,1,1,1,1,1,0,1,1,0.25,1,0,1,0,0,1,0,0,0.5,1,0,0,1,1,0.5,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,0,1,1,0,1,0,0,0.5,1,0,0,1,1,1,1,0.6,0.2,0.4,0.2,1,1,1,1,1,1,0.2,1,1,0.8,1,1,1,1,1,0.4,0.4,0.2,0.2,1,0.6,1,1,0.2,1,1,0.4,0.4,0.4,0.2,0.2,0.2,0.8,0.6,0.4,0.2,1,0.2,0.6,0.6,1,0.4,0.2,1,1,1,1,1,0.6,0.2,1,1,0.8,1,0.8,0.2,0.8,0.8,1,0.4,0.2,0.2,0.8,0.6,0.6,1,0.4,0.2,0.6,0.6,1,0.2,1,0.6,0.2,1,1,1,1,1,1,1,1,1,0.8,1,1,1,0.4,0.8,0.8,1,0.8,0.2,0.6,1,0.8,1,0.6,0.2,152.89,88,811,782,130,588,192,0.36,10,0.62,0.5,0,1,2 cups of coffee,0,"nan, ",No,"nan, ",-1,-1,Yes,"Rule out strange items that didn't belong from previous rooms, same for all picked up objects",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The order you completed items and tasks","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ",Yes,"Yes, visual imagery","nan, ","nan, "
A039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.5,0.5,1,0,0,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.5,0.5,1,0,0.5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.25,1,1,1,1,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,0.4,0.6,1,0.8,1,0.8,0.8,0.6,0.8,0.8,0.8,0.6,0.6,0.6,0.8,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,1,0.8,1,0.8,0.6,0.6,0.6,0.6,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,1,0.8,1,0.8,0.6,0.6,0.6,0.6,0.6,1,61,342,540,177,469,119,0.34,8,0.27,0,0.5,1,1,0,"nan, ",No,"nan, ",0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks","Visualising the room layout, Creating a mental story or narrative","nan, ",Visualising the room layout,"nan, ",Unsure,Unsure,"nan, ","Good effort in the design and building of the test, interesting concept and research. Would be interested in future comparisons and where my results lie on the spectrum."
A039,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0.5,1,1,1,1,1,0.5,0.5,0,0.5,0.5,1,0.5,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.25,1,1,1,1,1,1,1,1,1,0,0.5,0.5,1,1,0.5,1,1,0.8,1,1,1,0.8,1,1,1,1,0.4,1,1,1,0.8,1,1,1,1,0.6,0.6,0.6,1,1,0.8,0.6,1,1,1,1,1,1,1,1,1,0.4,0.4,0.8,0.4,0.6,0.6,0.4,0.8,0.6,0.6,0.8,0.6,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.8,0.8,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,0.6,0.4,0.6,0.6,0.6,0.8,0.4,28.65,47,779,830,154,459,194,0.52,8,0.29,0.5,0.5,1,1 tea,0,"nan, ",No,"nan, ",0,-0.5,Yes,"layout of questions, latter questions jog lost memory",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative, Other (please specify)","how i placed the items or the result of their placement - e.g. my lamp fell over, in the middle of the couch, the drill fell to the second shelf even though i placed on the top shelf",Yes,"Yes, visual imagery","nan, ","the version one of Rememvr incidences of placement of objects actually allowed me to remember situations, however, as you will see, I couldn't remember it was a drill until prompted."
