UID,TEST,TQ_RFR-N-OBJ1,TQ_RFR-N-OBJ2,TQ_RFR-N-OBJ3,TQ_RFR-N-OBJ4,TQ_RFR-N-STRA,TQ_RFR-N-PORT,TQ_RFR-N-LAND,TQ_IFR-N-i1,TQ_IFR-N-i2,TQ_IFR-N-i3,TQ_IFR-N-i4,TQ_IFR-N-i5,TQ_IFR-N-i6,TQ_RFR-O-RORD,TQ_RFR-O-TMOD,TQ_RFR-N-WEAT,TQ_RFR-L-OBJ1,TQ_RFR-L-OBJ2,TQ_RFR-L-OBJ3,TQ_RFR-L-OBJ4,TQ_RFR-L-DOOR,TQ_RFR-L-WIND,TQ_RFR-L-PORT,TQ_RFR-L-LAND,TQ_RFR-L-STRA,TQ_IFR-U-i1,TQ_IFR-U-i2,TQ_IFR-U-i3,TQ_IFR-U-i4,TQ_IFR-U-i5,TQ_IFR-U-i6,TQ_IFR-D-i1,TQ_IFR-D-i2,TQ_IFR-D-i3,TQ_IFR-D-i4,TQ_IFR-D-i5,TQ_IFR-D-i6,TQ_IFR-O-i1,TQ_IFR-O-i2,TQ_IFR-O-i3,TQ_IFR-O-i4,TQ_IFR-O-i5,TQ_IFR-O-i6,TQ_TCR-O-TSK1,TQ_TCR-O-TSK2,TQ_TCR-O-TSK3,TQ_TCR-O-TSK4,TQ_TCR-O-TSK5,TQ_TCR-O-TSK6,TQ_ICR-N-i1,TQ_ICR-N-i2,TQ_ICR-N-i3,TQ_ICR-N-i4,TQ_ICR-N-i5,TQ_ICR-N-i6,TQ_ICR-U-i1,TQ_ICR-U-i2,TQ_ICR-U-i3,TQ_ICR-U-i4,TQ_ICR-U-i5,TQ_ICR-U-i6,TQ_ICR-D-i1,TQ_ICR-D-i2,TQ_ICR-D-i3,TQ_ICR-D-i4,TQ_ICR-D-i5,TQ_ICR-D-i6,TQ_ICR-O-i1,TQ_ICR-O-i2,TQ_ICR-O-i3,TQ_ICR-O-i4,TQ_ICR-O-i5,TQ_ICR-O-i6,TQ_RRE-L-DOOR,TQ_RRE-L-WIND,TQ_RRE-N-LAND,TQ_RRE-L-LAND,TQ_RRE-N-PORT,TQ_RRE-L-PORT,TQ_RRE-N-STRA,TQ_RRE-L-STRA,TQ_IRE-N-i1,TQ_IRE-N-i2,TQ_IRE-N-i3,TQ_IRE-N-i4,TQ_IRE-N-i5,TQ_IRE-N-i6,TQ_IRE-U-i1,TQ_IRE-U-i2,TQ_IRE-U-i3,TQ_IRE-U-i4,TQ_IRE-U-i5,TQ_IRE-U-i6,TQ_IRE-D-i1,TQ_IRE-D-i2,TQ_IRE-D-i3,TQ_IRE-D-i4,TQ_IRE-D-i5,TQ_IRE-D-i6,TQ_IRE-O-i1,TQ_IRE-O-i2,TQ_IRE-O-i3,TQ_IRE-O-i4,TQ_IRE-O-i5,TQ_IRE-O-i6,TC_RFR-N-OBJ1,TC_RFR-N-OBJ2,TC_RFR-N-OBJ3,TC_RFR-N-OBJ4,TC_RFR-N-STRA,TC_RFR-N-PORT,TC_RFR-N-LAND,TC_IFR-N-i1,TC_IFR-N-i2,TC_IFR-N-i3,TC_IFR-N-i4,TC_IFR-N-i5,TC_IFR-N-i6,TC_RFR-O-RORD,TC_RFR-O-TMOD,TC_RFR-N-WEAT,TC_RFR-L-OBJ1,TC_RFR-L-OBJ2,TC_RFR-L-OBJ3,TC_RFR-L-OBJ4,TC_RFR-L-DOOR,TC_RFR-L-WIND,TC_RFR-L-PORT,TC_RFR-L-LAND,TC_RFR-L-STRA,TC_IFR-U-i1,TC_IFR-U-i2,TC_IFR-U-i3,TC_IFR-U-i4,TC_IFR-U-i5,TC_IFR-U-i6,TC_IFR-D-i1,TC_IFR-D-i2,TC_IFR-D-i3,TC_IFR-D-i4,TC_IFR-D-i5,TC_IFR-D-i6,TC_IFR-O-i1,TC_IFR-O-i2,TC_IFR-O-i3,TC_IFR-O-i4,TC_IFR-O-i5,TC_IFR-O-i6,TC_TCR-O-TSK1,TC_TCR-O-TSK2,TC_TCR-O-TSK3,TC_TCR-O-TSK4,TC_TCR-O-TSK5,TC_TCR-O-TSK6,TC_ICR-N-i1,TC_ICR-N-i2,TC_ICR-N-i3,TC_ICR-N-i4,TC_ICR-N-i5,TC_ICR-N-i6,TC_ICR-U-i1,TC_ICR-U-i2,TC_ICR-U-i3,TC_ICR-U-i4,TC_ICR-U-i5,TC_ICR-U-i6,TC_ICR-D-i1,TC_ICR-D-i2,TC_ICR-D-i3,TC_ICR-D-i4,TC_ICR-D-i5,TC_ICR-D-i6,TC_ICR-O-i1,TC_ICR-O-i2,TC_ICR-O-i3,TC_ICR-O-i4,TC_ICR-O-i5,TC_ICR-O-i6,TC_RRE-L-DOOR,TC_RRE-L-WIND,TC_RRE-N-LAND,TC_RRE-L-LAND,TC_RRE-N-PORT,TC_RRE-L-PORT,TC_RRE-N-STRA,TC_RRE-L-STRA,TC_IRE-N-i1,TC_IRE-N-i2,TC_IRE-N-i3,TC_IRE-N-i4,TC_IRE-N-i5,TC_IRE-N-i6,TC_IRE-U-i1,TC_IRE-U-i2,TC_IRE-U-i3,TC_IRE-U-i4,TC_IRE-U-i5,TC_IRE-U-i6,TC_IRE-D-i1,TC_IRE-D-i2,TC_IRE-D-i3,TC_IRE-D-i4,TC_IRE-D-i5,TC_IRE-D-i6,TC_IRE-O-i1,TC_IRE-O-i2,TC_IRE-O-i3,TC_IRE-O-i4,TC_IRE-O-i5,TC_IRE-O-i6,TSVR,seconds-taken-to-complete-rfr,seconds-taken-to-complete-ifr,seconds-taken-to-complete-tcr,seconds-taken-to-complete-icr,seconds-taken-to-complete-rre,seconds-taken-to-complete-ire,time-been-awake-today,hours-slept-night-before,time-woke-up,sleep-quality--1=bad-1=good,tiredness--1=tired-1=alert,consumed-stimulants,what-stimulants,consumed-intoxicants,what-intoxicants,anyone-helping-you,who-is-helping,strategy-1,strategy-2,strategy-3,strategy-4,strategy-5,strategy-6,strategy-7,strategy-8,strategy-9,strategy-10,strategy-11,strategy-12,strategy-13,strategy-14
A061,4,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.5,1,0,0,0,1,1,1,1,1,1,0.5,0,0,0,0,0.5,0.5,0,0.5,0,1,0,1,1,1,1,0,0,1,0.5,1,0,0.5,0.25,0.5,1,1,0.5,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0.5,0.5,0.5,1,1,1,0.5,0,0,1,0,0,0,1,1,1,1,1,1,0.2,0.4,1,1,1,0.2,0.2,1,1,1,1,1,1,1,0.4,1,1,0.4,1,0.8,1,0.4,0.2,0.2,0.2,1,1,0.2,0.2,1,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.8,0.8,1,1,1,1,1,0.8,1,1,1,1,1,1,0.2,1,0.8,1,1,1,0.2,0.6,0.8,1,1,0.8,0.2,1,1,0.4,0.8,1,1,1,1,1,1,1,1,1,1,0.4,1,1,1,1,0.6,0.4,1,1,1,1,0.6,0.4,0.4,0.4,1,0.4,0.6,146.56,45,481,904,125,376,174,0.3,6,0.27,-0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,Unsure,Not sure pillars got mix in my mind,0,The items you picked up,"No specific strategy, Creating a mental story or narrative","nan, ","No specific strategy, Creating a mental story or narrative","nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",Can I get final results please?
A062,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.5,1,1,1,1,0,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0.5,0.5,0.5,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.5,1,0.5,0,0.5,0,0.8,1,1,1,1,0.8,0.8,1,1,1,0.2,0.8,1,1,1,1,1,1,1,1,0.4,0.4,0.8,0.4,1,1,1,0.6,0.6,0.2,0.6,1,0.4,0.8,0.2,0.2,0.8,0.4,0.2,0.6,0.2,0.2,0.6,0.4,0.4,0.4,0.4,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.4,1,0.6,0.2,1,0.4,0.4,0.6,0.4,0.2,0.2,0.8,0.4,1,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4,0.6,0.2,0.2,0.8,0.4,0.4,0.4,0.4,0.4,0.4,1,40,421,594,100,265,107,0.24,7,0.23,0.5,0,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Yes,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A062,2,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0.5,0,1,1,1,1,0.5,1,0,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0.5,0,0.5,1,0,1,0.5,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.5,0,1,1,1,1,1,0.5,0,1,0,1,1,1,0.8,0.8,0.8,0.8,0.4,0.8,0.4,0.8,1,0.4,0.2,0.6,0.8,0.8,1,1,1,0.8,0.8,0.8,0.8,0.4,1,1,0.6,0.8,1,0.6,0.2,1,0.4,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,1,0.8,0.8,1,1,0.2,1,0.6,0.8,0.8,1,0.2,0.2,0.4,0.2,0.2,1,0.2,0.6,0.2,0.2,0.2,0.6,0.2,0.4,0.6,0.6,0.6,0.4,0.4,0.4,1,1,1,1,1,1,0.4,1,0.4,1,1,1,0.4,0.4,0.4,0.2,0.4,1,0.4,0.6,0.2,0.2,0.2,0.4,0.2,0.2,44.69,67,349,704,83,427,125,0.06,7,0.27,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-0.5,Unsure,"nan, ",0,The items you picked up,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","I did not think of the bedroom since my VR tour so the answer to the question """"Since your virtual experience in the bedroom, what kind of elements have you thought about? Select all that apply."""" The order of items picked up was very difficult. I do not recall the knife at all. I have also lost any memory of the wall and floor colours."
A062,3,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0.5,1,1,1,0,1,1,1,0,1,0.5,0,0,0.5,0,0,1,0,0,1,0,1,0,0,0.5,1,0,1,1,1,1,1,0,0,0,1,1,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,0.5,0,0,0.5,1,0.5,1,1,1,1,1,1,0,1,0,1,0,1,1,0.5,0,1,0,0,0,0,1,0.5,0,0,0.5,0,0.5,0,0.8,1,0.8,0.2,1,0.4,1,0.2,0.2,1,0.2,0.2,0.2,0.6,0.4,0.6,1,1,1,1,0.4,1,0.4,0.4,1,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.4,1,0.6,1,1,0.8,0.2,0.2,0.4,1,1,1,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.4,0.2,1,1,0.6,1,1,1,0.6,1,0.2,0.8,0.6,1,0.8,0.4,0.2,0.2,0.4,0.2,0.4,0.6,0.8,0.2,0.2,0.2,0.4,0.2,0.2,0.2,92.72,47,361,161,45,283,132,0.08,7,0.25,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,No,It didn't help. I got all mixed up.,0,The furniture/fixtures/objects in the room,"No specific strategy, Visualising the room layout","nan, ","No specific strategy, Visualising the room layout","nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","I did not think of the test at all after the experiement. 
I have lost track of objects I encountered during the experiement."
A062,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0.25,0,0.5,1,0,0.5,0,0.5,0,0,0,1,0,0,0,0.5,1,0.5,0,0,0,1,0,0,1,0,1,1,1,1,0.5,0.25,0.5,1,1,0.5,0.5,0.25,1,0,0,0,0,0,0,0,0.5,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0,0,0,0,1,0,0,0,1,0.6,0.6,0.6,0.8,0.6,0.6,0.4,0.2,0.2,0.2,1,0.2,0.2,0.6,0.6,0.4,0.8,1,0.8,0.6,0.6,0.6,0.2,0.6,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.4,0.8,0.6,0.4,0.2,0.8,0.4,0.8,0.6,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.2,1,0.6,0.4,1,0.6,1,0.4,0.2,0.4,0.6,0.4,1,0.2,0.2,0.6,0.6,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,149.18,38,958,602,78,405,120,0.4,6,0.29,0,0,1,1 cup of tea,0,"nan, ",No,"nan, ",-1,-1,No,It didn't help. I got all mixed up.,0,Where you picked up and put down items,"No specific strategy, Visualising the room layout","nan, ","No specific strategy, Visualising the room layout","nan, ",Yes,"No, I did not apply any mnemonic techniques","nan, ","I found the cartoon-like images hard to remember, but the real-person images have stuck to my mind very clearly. I found it difficult to remember the items I moved around as they were all weightless images, and not real items."
A063,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0.25,1,0.5,1,0.25,1,0.5,1,0.5,1,0,1,0.5,1,0,1,0,0,0,0.5,0,0,0.5,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0,0,0.5,0.5,0.5,1,0.5,0,0.5,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0.5,0.5,0,1,0.5,0,0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.8,0.8,0.8,0.4,0.4,0.2,0.8,0.4,0.4,0.8,0.8,0.8,0.8,0.4,0.4,0.6,0.6,0.8,0.8,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.2,0.4,0.4,0.8,0.2,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.8,0.6,0.4,0.8,0.8,0.8,0.8,0.4,0.4,0.6,0.6,0.4,0.6,0.4,0.4,0.6,0.4,0.2,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.8,0.8,0.8,0.8,1,1,1,0.8,0.6,1,0.4,1,0.4,0.4,0.6,0.8,0.4,0.4,0.6,0.4,0.4,1,0.4,0.4,0.4,1,53,305,773,64,329,151,0.24,8,0.23,-1,0,0,"nan, ",0,"nan, ",No,"nan, ",0,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks","Visualising the room layout, Associating items with personal experiences","nan, ","Visualising the room layout, Associating items with personal experiences","nan, ",Yes,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A063,2,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0.5,0.5,1,0.5,1,0,1,0.5,1,1,0.5,1,0,0.5,0.5,0,1,0.5,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0.5,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0.5,0,0.5,0.6,0.6,0.4,0.2,0.8,0.8,0.8,0.6,0.2,0.2,0.8,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.8,0.6,0.2,0.4,0.6,0.4,0.8,0.4,0.4,0.8,0.4,0.4,0.2,0.8,0.6,0.4,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.4,0.8,0.8,0.4,0.6,0.8,0.8,0.8,0.4,0.4,0.6,0.8,0.6,0.8,0.6,0.2,0.6,0.2,0.4,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.4,0.6,0.6,0.4,0.6,0.8,0.4,0.4,0.8,0.2,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.98,38,613,605,61,352,167,0.14,8,0.25,0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",0,0.5,Yes,"helped a bit in Remembering items, furniture, locations",0.25,"The furniture/fixtures/objects in the room, The items you picked up","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ",Yes,"Yes, visual imagery","nan, ","Just a random thought that Jase said I could add, after I completed the first post-VR experience questionnaire. In the very first recall of listing all items in order to progress with the next questions in the questionnaire, it MIGHT help some people (who are hard on themselves, to avoid panic or frustration) to mention in the questionnaire that the items will be explicitly mentioned later in the questionnaire and that this will therefore help their overall recall. But you are the experts so please disregard if not relevant."
A063,3,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0.5,1,0,1,1,1,0,1,0.25,0,0.5,0,0,1,0,0.25,0.5,0.5,0.5,1,0,0,0,0.5,1,0,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,0.5,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.5,0,0,0.25,0,0,1,0,1,1,0,0.5,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.2,0.6,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.6,0.2,0.6,0.8,0.2,0.2,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.8,0.6,0.8,0.8,0.4,0.8,0.6,0.4,0.8,0.2,0.2,0.4,0.4,0.4,0.2,0.6,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.8,0.6,0.4,0.6,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.2,69.99,57,614,428,46,252,99,0.16,8,0.23,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,Yes,"helped a bit in Remembering items, furniture, locations",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items","Visualising the room layout, Associating items with personal experiences","nan, ","Visualising the room layout, Associating items with personal experiences","nan, ",Yes,"Yes, visual imagery","nan, ","nan, "
A063,4,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0.5,0.25,1,0.5,0,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,1,0.5,0.5,0,0,1,1,1,0,1,1,0,1,0.5,0.25,1,1,0,1,0.5,1,0.5,0,0.25,0,0,0,1,0,0,0.5,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.5,1,0.25,1,0.25,1,0.5,1,0.5,0,0,0,0,0,1,0,0.5,1,0.4,0.4,0.4,0.4,0.2,0.6,0.6,0.2,0.2,0.2,0.8,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.4,0.2,0.2,0.4,0.8,0.8,0.4,0.2,0.2,0.2,0.6,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.4,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.8,0.4,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,141.09,46,359,429,85,305,149,0.1,9,0.25,1,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,Unsure,"in remembering items to complete that early recall section (I knew I had them mixed up and that they were from other rooms, not this one)",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items","Visualising the room layout, Associating items with personal experiences","nan, ",Visualising the room layout,"nan, ",Yes,"Yes, visual imagery","nan, ","nan, "
A064,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0.5,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0.5,0,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0,1,1,1,1,1,0.5,1,1,0.4,0.8,1,1,0.6,1,1,1,1,0.2,0.4,1,0.8,0.6,1,1,1,1,0.6,0.6,0.8,0.8,1,1,1,1,1,0.6,0.4,0.4,1,0.8,1,0.6,0.4,0.6,0.6,0.4,0.6,0.2,0.2,0.6,0.4,0.4,0.4,0.4,1,1,1,1,1,1,1,1,1,0.8,1,0.6,1,1,0.6,0.6,1,0.8,0.4,0.6,0.4,0.4,0.8,0.4,0.4,0.6,0.6,1,0.8,1,0.8,1,1,1,1,1,1,1,1,1,1,0.6,1,0.8,1,1,0.6,0.6,1,0.2,0.4,0.4,0.4,0.4,1,0.2,0.2,1,38,629,507,96,231,93,0.15,4,0.31,0,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A064,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0,0,0,0,1,1,1,1,0,0.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0,0,0,0,0.5,0.5,0.5,1,0,0,0.5,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0,0,0,0,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0.4,0.4,0.2,0.6,1,1,0.4,0.6,0.6,0.6,1,1,1,1,0.4,0.4,0.4,0.6,1,1,1,0.2,0.4,1,0.2,0.2,0.4,0.2,0.2,1,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.6,0.8,0.4,0.4,0.6,1,1,1,1,1,1,1,0.4,0.8,0.4,1,1,0.2,0.4,0.2,1,0.4,0.2,0.6,0.2,0.2,0.4,0.4,0.6,0.2,0.6,0.6,1,0.6,1,0.4,0.6,1,1,1,0.8,0.8,1,1,0.2,0.8,0.4,1,1,1,0.4,0.2,1,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.4,37.65,74,1233,572.33,140,312.33,311,0.67,5,0.35,0,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,Unsure,Previous test showed the format of questions to be asked,0.75,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A064,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0.5,1,0.5,0,0,1,0.25,0,0,0.5,0,1,1,1,1,0,0,0.5,1,0.5,1,0,1,1,0,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0.25,0,0,0,1,1,1,1,1,1,1,0.5,0,1,0.5,1,0,1,1,1,0,0,1,1,1,1,0,1,0.5,0,1,1,0,0,0,1,1,1,0,1,0,0.5,1,1,1,1,1,1,1,0.8,1,0.2,1,1,1,0.6,0.8,0.8,0.8,1,1,1,1,0.6,0.6,0.8,0.6,1,1,0.2,1,0.4,0.2,0.4,0.2,0.8,0.4,0.6,0.4,0.2,0.2,0.4,0.8,0.2,0.2,0.2,0.6,0.8,0.6,0.6,0.6,1,1,0.8,1,1,0.8,1,1,0.2,1,0.2,0.6,0.2,0.2,0.2,0.2,0.6,0.2,0.6,0.2,0.2,0.8,0.2,0.2,0.2,0.6,0.6,1,0.4,1,0.8,0.8,1,1,0.8,0.8,1,0.8,0.8,1,0.4,1,0.4,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.2,0.2,0.8,0.2,0.2,0.2,82.99,51,545,698,51,422,98,0.54,7,0.38,1,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,Yes,I thought the TV remote was part of a previous room tested.,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A064,4,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0.5,0,0.5,1,0,0,1,0.25,0.5,1,0.5,0.25,0,0,0.5,0.5,1,0.5,0,1,1,0,1,1,1,1,1,1,1,1,0.5,0,1,1,0.5,0,1,0.25,0.25,1,0,0.25,0,0,0,0,0.5,0.5,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0.5,0,1,1,0,0,1,0.25,0.25,1,0.25,0.25,0,0,0,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,0.8,0.8,1,1,1,1,0.6,0.6,0.6,0.6,0.8,0.4,0.2,0.2,0.4,0.2,1,1,1,0.8,0.2,0.8,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,1,1,1,1,1,0.4,1,0.2,0.2,0.6,0.2,0.2,0.2,1,1,0.2,0.8,0.4,1,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.8,0.4,1,0.4,0.6,0.6,0.8,1,0.6,1,0.8,0.8,0.2,0.4,0.8,0.4,0.6,0.2,1,1,0.4,0.8,0.2,0.6,0.2,0.4,0.2,0.2,0.2,0.2,156.21,56,479,512,55,284,109,0.61,5,0.35,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,Unsure,I thought the toilet paper was part of a previous room,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
