UID,TEST,LocationType,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A041,T3,Destination,75.74,1.0298018,-0.0652492,1.227867623694946,0.7028292571079962,0.0678768855879574
A041,T4,Destination,141.84,-0.39342585,-0.47451437,-0.5064319039251044,0.08675562966026808,0.1963275887162811
A042,T1,Destination,1.0,-1.0510693,-1.1043742,-1.3078151012494539,-0.8613827869357725,-0.1394747680242161
A042,T2,Destination,28.93,-0.29213598,-1.6247622,-0.3830033198235404,-1.6447314477569908,-0.8701959530113521
A042,T3,Destination,72.17,0.27557984,-1.5245684,0.3087969543268596,-1.4939080639499294,-0.9779705800796828
A042,T4,Destination,146.02,-0.4915242,-0.28710085,-0.6259714042048428,0.36887230012882355,0.39850032332034896
A043,T1,Destination,1.0,0.49942693,0.70260984,0.5815698325421773,1.8587001662824323,0.9409168135500166
A043,T2,Destination,25.62,0.4424877,0.67980015,0.5121855146559633,1.8243643627757273,0.9402853330193861
A043,T3,Destination,64.94,0.3511134,0.41440833,0.4008397258592007,1.4248656679751057,0.7341499079716642
A043,T4,Destination,149.33,-0.25678244,0.2691201,-0.3399226308545645,1.206160893069487,0.8154800518574645
A044,T1,Destination,1.0,1.1713588,-1.2625083,1.400364439809579,-1.0994246623540536,-1.0548108952037587
A044,T2,Destination,47.66,0.16294117,-0.9418907,0.17153908685024702,-0.6167936877817863,-0.4163582559817032
A044,T3,Destination,91.63,-1.3014706,-1.6548837,-1.6129460873608088,-1.690073839754743,-0.5458832250593401
A044,T4,Destination,155.27,-1.0086085,-1.4638461,-1.2560737333928291,-1.4025017817393786,-0.47654265084867736
A045,T1,Destination,1.0,0.16803594,0.107430644,0.17774741002632696,0.9627670814779219,0.5226492708198363
A045,T2,Destination,24.66,-0.48629287,-0.14785308,-0.6195966733964406,0.5784842707196924,0.5215236127455944
A045,T3,Destination,72.23,-0.9015519,0.015569456,-1.1256179972296028,0.824486916291088,0.8125808889221989
A045,T4,Destination,151.52,-0.6140947,-0.85659695,-0.7753318809002985,-0.4883995956064868,-0.06942477376084763
A046,T1,Destination,1.0,-0.82893044,-0.8858392,-1.037123817276678,-0.5324184380411688,-0.020864494512941423
A046,T2,Destination,24.32,-1.229845,-1.0892278,-1.5256654304360346,-0.8385826605757054,-0.0636687416202899
A046,T3,Destination,73.05,-0.9712328,-1.7300338,-1.2105289051606987,-1.8031985278635787,-0.7282055665969669
A046,T4,Destination,147.94,-0.8551873,-1.0145254,-1.0691195840078722,-0.7261319026794222,-0.12710034583409258
A047,T1,Destination,1.0,-0.9314449,-0.9911052,-1.1620446474419888,-0.6908770883751626,-0.07955976470295101
