composite_ID,UID,test,theta_confidence,se_confidence,TSVR_hours,Segment,Time_Early,Time_Late
A096_T4,A096,4,-0.838582,0.033312414,143.66,Late,0.0,95.66
A097_T1,A097,1,-0.7875995,0.033312414,1.0,Early,1.0,0.0
A097_T2,A097,2,-0.98327124,0.033312414,24.37,Early,24.37,0.0
A097_T3,A097,3,-1.5329474,0.033312414,70.83,Late,0.0,22.83
A097_T4,A097,4,-0.78939307,0.033312414,144.85,Late,0.0,96.85
A098_T1,A098,1,-0.31676105,0.033312414,1.0,Early,1.0,0.0
A098_T2,A098,2,-0.533716,0.033312414,25.77,Early,25.77,0.0
A098_T3,A098,3,-0.189416,0.033312414,78.84,Late,0.0,30.840000000000003
A098_T4,A098,4,-0.651864,0.033312414,146.29,Late,0.0,98.28999999999999
A099_T1,A099,1,-0.26512447,0.033312414,1.0,Early,1.0,0.0
A099_T2,A099,2,-0.13362212,0.033312414,28.75,Early,28.75,0.0
A099_T3,A099,3,-0.30550545,0.033312414,78.57,Late,0.0,30.569999999999993
A099_T4,A099,4,0.11336677,0.033312414,143.51,Late,0.0,95.50999999999999
A100_T1,A100,1,-0.5656639,0.033312414,1.0,Early,1.0,0.0
A100_T2,A100,2,-0.75647,0.033312414,31.14,Early,31.14,0.0
A100_T3,A100,3,-0.64741546,0.033312414,75.34,Late,0.0,27.340000000000003
A100_T4,A100,4,-1.4772094,0.033312414,146.8,Late,0.0,98.80000000000001
A101_T1,A101,1,-1.0507481,0.033312414,1.0,Early,1.0,0.0
A101_T2,A101,2,-1.0536718,0.033312414,29.12,Early,29.12,0.0
A101_T3,A101,3,-0.74877745,0.033312414,75.21,Late,0.0,27.209999999999994
A101_T4,A101,4,-0.6749849,0.033312414,150.22,Late,0.0,102.22
A102_T1,A102,1,-0.46174812,0.033312414,1.0,Early,1.0,0.0
A102_T2,A102,2,-0.5995759,0.033312414,29.13,Early,29.13,0.0
A102_T3,A102,3,-0.6292326,0.033312414,75.27,Late,0.0,27.269999999999996
A102_T4,A102,4,-0.9110322,0.033312414,150.41,Late,0.0,102.41
A103_T1,A103,1,-1.0606663,0.033312414,1.0,Early,1.0,0.0
A103_T2,A103,2,-0.7767012,0.033312414,27.26,Early,27.26,0.0
A103_T3,A103,3,-0.5057445,0.033312414,80.24,Late,0.0,32.239999999999995
A103_T4,A103,4,-0.3675996,0.033312414,149.72,Late,0.0,101.72
A104_T1,A104,1,-0.072939284,0.033312414,1.0,Early,1.0,0.0
A104_T2,A104,2,-0.22977822,0.033312414,22.6,Early,22.6,0.0
A104_T3,A104,3,-0.33483577,0.033312414,72.62,Late,0.0,24.620000000000005
A104_T4,A104,4,-0.73633283,0.033312414,145.78,Late,0.0,97.78
A105_T1,A105,1,0.24509619,0.033312414,1.0,Early,1.0,0.0
A105_T2,A105,2,-0.10634288,0.033312414,22.77,Early,22.77,0.0
A105_T3,A105,3,-0.65412486,0.033312414,69.46,Late,0.0,21.459999999999994
A105_T4,A105,4,-0.9775078,0.033312414,146.2,Late,0.0,98.19999999999999
A106_T1,A106,1,-0.16558942,0.033312414,1.0,Early,1.0,0.0
A106_T2,A106,2,-0.61603713,0.033312414,22.64,Early,22.64,0.0
A106_T3,A106,3,-0.4829895,0.033312414,66.08,Late,0.0,18.08
A106_T4,A106,4,-0.33196145,0.033312414,147.13,Late,0.0,99.13
A107_T1,A107,1,-0.5755745,0.033312414,1.0,Early,1.0,0.0
A107_T2,A107,2,-1.7364719,0.033312414,26.22,Early,26.22,0.0
A107_T3,A107,3,-0.97584885,0.033312414,71.45,Late,0.0,23.450000000000003
A107_T4,A107,4,-1.0911231,0.033312414,145.95,Late,0.0,97.94999999999999
A108_T1,A108,1,-0.70196605,0.033312414,1.0,Early,1.0,0.0
A108_T2,A108,2,-0.9441194,0.033312414,27.61,Early,27.61,0.0
A108_T3,A108,3,-0.901651,0.033312414,68.96,Late,0.0,20.959999999999994
A108_T4,A108,4,-1.4801294,0.033312414,152.12,Late,0.0,104.12
A109_T1,A109,1,-0.9348919,0.033312414,1.0,Early,1.0,0.0
A109_T2,A109,2,-1.394195,0.033312414,24.65,Early,24.65,0.0
A109_T3,A109,3,-0.90227175,0.033312414,71.17,Late,0.0,23.17
A109_T4,A109,4,-1.5509698,0.033312414,149.87,Late,0.0,101.87
