composite_ID,UID,test,TSVR_hours,log_TSVR,congruence,theta
A099_T4,A099,T4,143.51,4.973348709310239,Incongruent,-0.06822434
A100_T1,A100,T1,1.0,0.6931471805599453,Incongruent,-1.0358081
A100_T2,A100,T2,31.14,3.4701013603093664,Incongruent,-1.401959
A100_T3,A100,T3,75.34,4.3351970473170836,Incongruent,-1.1671842
A100_T4,A100,T4,146.8,4.995860008514102,Incongruent,-2.1449933
A101_T1,A101,T1,1.0,0.6931471805599453,Incongruent,-1.1010636
A101_T2,A101,T2,29.12,3.405189402931693,Incongruent,-1.083989
A101_T3,A101,T3,75.21,4.333492687678026,Incongruent,-2.0790195
A101_T4,A101,T4,150.22,5.018735730130124,Incongruent,-2.1523852
A102_T1,A102,T1,1.0,0.6931471805599453,Incongruent,-0.7213907
A102_T2,A102,T2,29.13,3.40552135314221,Incongruent,-0.40891936
A102_T3,A102,T3,75.27,4.3342796761761475,Incongruent,-0.76872945
A102_T4,A102,T4,150.41,5.019991389020281,Incongruent,-0.5590211
A103_T1,A103,T1,1.0,0.6931471805599453,Incongruent,-1.7772386
A103_T2,A103,T2,27.26,3.3414473772563813,Incongruent,-2.1460185
A103_T3,A103,T3,80.24,4.397407736712184,Incongruent,-2.1680052
A103_T4,A103,T4,149.72,5.015423810828053,Incongruent,-2.1999805
A104_T1,A104,T1,1.0,0.6931471805599453,Incongruent,-0.14119264
A104_T2,A104,T2,22.6,3.1612467120315646,Incongruent,-0.15916118
A104_T3,A104,T3,72.62,4.298916727950875,Incongruent,-0.32168227
A104_T4,A104,T4,145.78,4.9889348671169165,Incongruent,-1.2358009
A105_T1,A105,T1,1.0,0.6931471805599453,Incongruent,0.26125625
A105_T2,A105,T2,22.77,3.1684242813721024,Incongruent,-0.1223298
A105_T3,A105,T3,69.46,4.255045172913092,Incongruent,-0.7524541
A105_T4,A105,T4,146.2,4.991792206294776,Incongruent,-0.5490549
A106_T1,A106,T1,1.0,0.6931471805599453,Incongruent,-0.15090606
A106_T2,A106,T2,22.64,3.1629401925378975,Incongruent,-0.79716355
A106_T3,A106,T3,66.08,4.205885936955008,Incongruent,-0.5381836
A106_T4,A106,T4,147.13,4.998090266593961,Incongruent,-0.703649
A107_T1,A107,T1,1.0,0.6931471805599453,Incongruent,-2.157654
A107_T2,A107,T2,26.22,3.30395199722332,Incongruent,-2.466504
A107_T3,A107,T3,71.45,4.282896668766692,Incongruent,-1.5696312
A107_T4,A107,T4,145.95,4.990092392864926,Incongruent,-2.1838193
A108_T1,A108,T1,1.0,0.6931471805599453,Incongruent,-0.5594646
A108_T2,A108,T2,27.61,3.3537563070620187,Incongruent,-1.1320763
A108_T3,A108,T3,68.96,4.247923650150401,Incongruent,-1.1917108
A108_T4,A108,T4,152.12,5.031221927704644,Incongruent,-0.99121
A109_T1,A109,T1,1.0,0.6931471805599453,Incongruent,-1.2951549
A109_T2,A109,T2,24.65,3.2445435716167785,Incongruent,-1.6182135
A109_T3,A109,T3,71.17,4.279024447084182,Incongruent,-1.2191219
A109_T4,A109,T4,149.87,5.016418538851983,Incongruent,-2.209235
