item_name,dimension,a,b1,b2,b3,b4
TC_IFR-N-i5,All,3.1089647,-0.16369527578353882,1.7168257236480713,0.12560416758060455,0.4246300458908081
TC_IFR-N-i6,All,3.2282073,-0.26907965540885925,1.5811783075332642,0.12096463888883591,0.4089451730251312
TC_IFR-O-i1,All,2.2352383,0.560699462890625,2.8288936614990234,0.1747012585401535,0.590612530708313
TC_IFR-O-i2,All,2.9243305,0.728122889995575,2.3844592571258545,0.1335344761610031,0.4514400064945221
TC_IFR-O-i3,All,4.5717683,0.07668673247098923,1.2406830787658691,0.0854152962565422,0.28876349329948425
TC_IFR-O-i4,All,2.799752,0.8684285283088684,2.5817718505859375,0.1394762545824051,0.4715273976325989
TC_IFR-O-i5,All,3.4551587,0.7722098231315613,2.149935245513916,0.11301910132169724,0.3820836842060089
TC_IFR-O-i6,All,3.5482817,0.7097057700157166,2.056069850921631,0.11005297303199768,0.37205609679222107
TC_IFR-U-i1,All,3.3406882,-0.6372454762458801,1.3638404607772827,0.1168917641043663,0.3951759934425354
TC_IFR-U-i2,All,3.4372277,-0.32823100686073303,1.4315314292907715,0.11360868811607361,0.38407689332962036
TC_IFR-U-i3,All,3.6801107,-0.47090548276901245,1.2815252542495728,0.10611064732074738,0.358728289604187
TC_IFR-U-i4,All,4.0905094,-0.13747857511043549,1.2936396598815918,0.09546462446451187,0.3227372467517853
TC_IFR-U-i5,All,4.7340026,-0.15968245267868042,1.1148617267608643,0.08248811215162277,0.27886757254600525
TC_IFR-U-i6,All,3.6953123,0.24922719597816467,1.634917140007019,0.1056741401553154,0.3572525680065155
TC_IRE-D-i1,All,2.7350972,0.03303922712802887,2.1111690998077393,0.1427733302116394,0.4826738238334656
TC_IRE-D-i2,All,4.386347,0.05225123465061188,1.2871620655059814,0.08902600407600403,0.3009702265262604
TC_IRE-D-i3,All,2.3261795,-0.06873974204063416,2.426677703857422,0.1678713709115982,0.5675227642059326
TC_IRE-D-i4,All,4.100468,-0.11062143743038177,1.3273013830184937,0.0952327698469162,0.3219534456729889
TC_IRE-D-i5,All,3.4990802,0.054862018674612045,1.6265162229537964,0.11160045117139816,0.3772876560688019
TC_IRE-D-i6,All,3.7812676,-0.07391773164272308,1.4566031694412231,0.1032719612121582,0.3491315245628357
TC_IRE-N-i1,All,2.867762,-1.3939974308013916,1.5549747943878174,0.13616852462291718,0.46034494042396545
TC_IRE-N-i2,All,3.0633554,-1.437781810760498,1.4413557052612305,0.12747424840927124,0.4309522211551666
TC_IRE-N-i3,All,2.254187,-1.1069287061691284,2.0767321586608887,0.17323270440101624,0.5856478214263916
TC_IRE-N-i4,All,3.1779337,-1.3154102563858032,1.3804244995117188,0.12287825345993042,0.4154145121574402
TC_IRE-N-i5,All,2.465596,-1.221269130706787,1.8542191982269287,0.15837912261486053,0.5354323387145996
TC_IRE-N-i6,All,2.5903947,-1.2189381122589111,1.7538986206054688,0.1507488191127777,0.5096365213394165
TC_IRE-O-i1,All,2.961716,0.6895511746406555,2.330399751663208,0.13184888660907745,0.44574153423309326
TC_IRE-O-i2,All,2.9655282,0.7150196433067322,2.353245735168457,0.13167938590049744,0.44516852498054504
TC_IRE-O-i3,All,2.8627598,0.20917107164859772,2.066312789916992,0.13640646636486053,0.46114933490753174
TC_IRE-O-i4,All,1.7423646,0.6973560452461243,3.673142910003662,0.2241200953722,0.7576828598976135
TC_IRE-O-i5,All,2.488488,0.6918140649795532,2.6838808059692383,0.15692217648029327,0.5305067896842957
TC_IRE-O-i6,All,4.357992,0.5254533290863037,1.6313128471374512,0.08960524201393127,0.30292844772338867
TC_IRE-U-i1,All,4.005778,-0.52022784948349,1.1454218626022339,0.09748392552137375,0.3295639157295227
TC_IRE-U-i2,All,3.0433962,-0.6358565092086792,1.522678256034851,0.12831024825572968,0.4337784945964813
TC_IRE-U-i3,All,3.0274277,-0.6311808824539185,1.5378936529159546,0.12898704409599304,0.43606650829315186
TC_IRE-U-i4,All,2.5448241,-0.5500884652137756,1.918109655380249,0.15344829857349396,0.5187627077102661
TC_IRE-U-i5,All,4.1082535,-0.4749409258365631,1.1227607727050781,0.09505230188369751,0.3213433027267456
TC_IRE-U-i6,All,2.647152,-0.4613531529903412,1.8726638555526733,0.1475166380405426,0.498709499835968
