UID,test,composite_ID,TSVR_hours,Days,log_Days_plus1,Days_squared,LocationType,LocationType_coded,theta,se
A020,3,A020_3,78.25,3.2604166666666665,1.4493669645749654,10.630316840277777,source,0,-0.618497,0.5
A020,4,A020_4,145.78,6.074166666666667,1.956449650961876,36.89550069444444,source,0,-1.7548065,0.5
A021,1,A021_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.5304267,0.5
A021,2,A021_2,30.21,1.25875,0.8148115629243012,1.5844515625000002,source,0,-0.0847453,0.5
A021,3,A021_3,74.19,3.09125,1.4088505468332533,9.5558265625,source,0,0.15186824,0.5
A021,4,A021_4,140.39,5.8495833333333325,1.9241878231734733,34.217625173611104,source,0,1.002628,0.5
A022,1,A022_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.13961065,0.5
A022,2,A022_2,24.15,1.0062499999999999,0.6962673078961887,1.0125390624999997,source,0,0.7071582,0.5
A022,3,A022_3,74.46,3.1024999999999996,1.4115965439821088,9.625506249999997,source,0,0.7729729,0.5
A022,4,A022_4,141.71,5.904583333333334,1.932185442293757,34.864104340277784,source,0,0.76675916,0.5
A023,1,A023_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.6350004,0.5
A023,2,A023_2,25.63,1.0679166666666666,0.7265416592514038,1.1404460069444444,source,0,0.274433,0.5
A023,3,A023_3,72.2,3.0083333333333333,1.388375527323715,9.050069444444444,source,0,0.77532303,0.5
A023,4,A023_4,145.07,6.044583333333333,1.9522590000009294,36.5369876736111,source,0,-0.21983404,0.5
A024,1,A024_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.35986423,0.5
A024,2,A024_2,29.57,1.2320833333333334,0.8029353795449234,1.518029340277778,source,0,0.6737768,0.5
A024,3,A024_3,91.47,3.81125,1.5709569256158187,14.5256265625,source,0,-0.02988429,0.5
A024,4,A024_4,145.65,6.0687500000000005,1.9556836608822936,36.82972656250001,source,0,-1.3561323,0.5
A025,1,A025_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.0245328,0.5
A025,2,A025_2,23.33,0.9720833333333333,0.679090513570211,0.9449460069444444,source,0,1.6489308,0.5
A025,3,A025_3,72.94,3.0391666666666666,1.3960384000692843,9.236534027777777,source,0,0.24615791,0.5
A025,4,A025_4,137.74,5.739166666666667,1.9079362773197304,32.93803402777778,source,0,-0.28471696,0.5
A026,1,A026_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.0687755,0.5
A026,2,A026_2,26.48,1.1033333333333333,0.7435233878850122,1.2173444444444443,source,0,-0.30248228,0.5
A026,3,A026_3,75.46,3.1441666666666666,1.421701722938647,9.885784027777778,source,0,0.8586267,0.5
A026,4,A026_4,147.65,6.152083333333334,1.9674036895557554,37.84812934027778,source,0,-0.5246008,0.5
A027,1,A027_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.587018,0.5
A027,2,A027_2,28.26,1.1775,0.7781774297445209,1.38650625,source,0,0.88313293,0.5
A027,3,A027_3,74.58,3.1075,1.412814570929286,9.65655625,source,0,-0.686271,0.5
A027,4,A027_4,145.92,6.079999999999999,1.9572739077056283,36.96639999999999,source,0,-0.6057106,0.5
A028,1,A028_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.1003414,0.5
A028,2,A028_2,22.82,0.9508333333333333,0.668256631714819,0.9040840277777777,source,0,-0.16850984,0.5
A028,3,A028_3,72.26,3.0108333333333337,1.388999033527018,9.065117361111113,source,0,0.5016104,0.5
A028,4,A028_4,138.91,5.787916666666667,1.9151440707301324,33.49997934027778,source,0,-1.5766014,0.5
A029,1,A029_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.7070793,0.5
A029,2,A029_2,28.43,1.1845833333333333,0.7814251162364958,1.4032376736111112,source,0,0.43190303,0.5
A029,3,A029_3,93.26,3.8858333333333337,1.5863398611881236,15.099700694444447,source,0,1.1900728,0.5
A029,4,A029_4,143.14,5.964166666666666,1.9407779542253445,35.57128402777777,source,0,-0.19854482,0.5
A030,1,A030_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.6448623,0.5
A030,2,A030_2,32.95,1.3729166666666668,0.8641198595452456,1.8849001736111115,source,0,0.92919636,0.5
A030,3,A030_3,71.93,2.9970833333333338,1.3855649284819107,8.982508506944447,source,0,0.60970914,0.5
A030,4,A030_4,150.46,6.269166666666667,1.9836416586571268,39.302450694444445,source,0,0.9906909,0.5
A031,1,A031_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.8938279,0.5
A031,2,A031_2,32.41,1.3504166666666666,0.8545926174039392,1.8236251736111109,source,0,-0.21758041,0.5
A031,3,A031_3,71.56,2.981666666666667,1.3817004921096632,8.890336111111113,source,0,-0.42425665,0.5
A031,4,A031_4,143.85,5.9937499999999995,1.9450168930780982,35.92503906249999,source,0,-1.160498,0.5
A032,1,A032_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.0993094,0.5
A032,2,A032_2,57.18,2.3825,1.218615081062806,5.67630625,source,0,-0.5363635,0.5
A032,3,A032_3,80.16,3.34,1.4678743481123135,11.1556,source,0,0.25735825,0.5
A032,4,A032_4,144.51,6.021249999999999,1.9489412648645053,36.25545156249999,source,0,1.3438685,0.5
A033,1,A033_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.14887948,0.5
A033,2,A033_2,29.16,1.215,0.7952524034970989,1.4762250000000001,source,0,0.27777234,0.5
A033,3,A033_3,72.6,3.025,1.3925249108705269,9.150625,source,0,1.3641833,0.5
A033,4,A033_4,168.33,7.013750000000001,2.08115881631933,49.19268906250001,source,0,-0.6918457,0.5
A034,1,A034_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.3907266,0.5
A034,2,A034_2,26.08,1.0866666666666667,0.7355678964438975,1.1808444444444444,source,0,1.3381073,0.5
A034,3,A034_3,74.28,3.095,1.409766717305033,9.579025000000001,source,0,0.36700603,0.5
A034,4,A034_4,145.38,6.0575,1.9540908811455073,36.69330625,source,0,0.30434817,0.5
A035,1,A035_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.506081,0.5
A035,2,A035_2,44.76,1.865,1.052568350166703,3.478225,source,0,0.8972279,0.5
A035,3,A035_3,79.98,3.3325,1.466144742607624,11.10555625,source,0,-0.66686827,0.5
A035,4,A035_4,152.47,6.352916666666666,1.995097059907196,40.359550173611105,source,0,-0.96954477,0.5
A036,1,A036_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.37146685,0.5
A036,2,A036_2,21.63,0.90125,0.6425115645913656,0.8122515625,source,0,0.11184697,0.5
A036,3,A036_3,71.47,2.9779166666666668,1.3807582316619962,8.867987673611111,source,0,-0.29240212,0.5
A036,4,A036_4,143.85,5.9937499999999995,1.9450168930780982,35.92503906249999,source,0,-1.2874511,0.5
A037,1,A037_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.97691095,0.5
A037,2,A037_2,23.7,0.9874999999999999,0.6868775675463499,0.9751562499999998,source,0,0.68761647,0.5
A037,3,A037_3,72.08,3.0033333333333334,1.3871273474237826,9.020011111111112,source,0,-0.02490145,0.5
A037,4,A037_4,143.66,5.985833333333333,1.9438842888617656,35.830200694444436,source,0,-0.33197016,0.5
A038,1,A038_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.2317379,0.5
A038,2,A038_2,71.85,2.99375,1.3847306391437078,8.9625390625,source,0,-0.41110468,0.5
A038,3,A038_3,72.86,3.035833333333333,1.3952128066271372,9.216284027777776,source,0,1.6335392,0.5
A038,4,A038_4,152.89,6.370416666666666,1.9974742401074705,40.58220850694444,source,0,-0.2163811,0.5
A039,1,A039_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,2.0554147,0.5
A039,2,A039_2,28.65,1.1937499999999999,0.7856124082320387,1.4250390624999998,source,0,0.33710867,0.5
A039,3,A039_3,98.84,4.118333333333333,1.632828865224676,16.96066944444444,source,0,0.79235137,0.5
A039,4,A039_4,246.24,10.26,2.421256622711544,105.2676,source,0,0.68419135,0.5
A040,1,A040_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.7356074,0.5
A040,2,A040_2,26.26,1.0941666666666667,0.7391557017675006,1.1972006944444447,source,0,-0.5575312,0.5
A040,3,A040_3,71.28,2.97,1.3787660946990992,8.820900000000002,source,0,-1.8050435,0.5
A040,4,A040_4,143.53,5.980416666666667,1.9431086093574954,35.765383506944445,source,0,-0.8605421,0.5
A041,1,A041_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.085921,0.5
A041,2,A041_2,31.78,1.3241666666666667,0.8433615518513973,1.7534173611111112,source,0,-1.0964279,0.5
A041,3,A041_3,75.74,3.1558333333333333,1.424512969770031,9.959284027777777,source,0,-0.10368296,0.5
A041,4,A041_4,141.84,5.91,1.9329696377795786,34.9281,source,0,0.55604047,0.5
A042,1,A042_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.73253614,0.5
A042,2,A042_2,28.93,1.2054166666666666,0.7909164555219504,1.4530293402777776,source,0,-1.347808,0.5
A042,3,A042_3,72.17,3.0070833333333336,1.388063628376445,9.042550173611112,source,0,-0.69679284,0.5
A042,4,A042_4,146.02,6.084166666666667,1.9578622468412672,37.017084027777784,source,0,-1.4243762,0.5
A043,1,A043_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.38918123,0.5
A043,2,A043_2,25.62,1.0675000000000001,0.7263401479157092,1.1395562500000003,source,0,0.42244467,0.5
A043,3,A043_3,64.94,2.705833333333333,1.3099081547346048,7.321534027777776,source,0,-0.3083771,0.5
A043,4,A043_4,149.33,6.222083333333334,1.9771434616052734,38.71432100694445,source,0,-0.09110191,0.5
A044,1,A044_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.931087,0.5
A044,2,A044_2,47.66,1.9858333333333331,1.093878881528862,3.943534027777777,source,0,-0.10138068,0.5
A044,3,A044_3,91.63,3.8179166666666666,1.5723416077929249,14.57648767361111,source,0,-1.4176146,0.5
A044,4,A044_4,155.27,6.4695833333333335,2.0108392189188016,41.855508506944446,source,0,-1.4225442,0.5
A045,1,A045_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.72337794,0.5
A045,2,A045_2,24.66,1.0275,0.7068035070074309,1.0557562500000002,source,0,-0.71070373,0.5
A045,3,A045_3,72.23,3.0095833333333335,1.3886873290203638,9.057591840277778,source,0,-0.92465687,0.5
A045,4,A045_4,151.52,6.3133333333333335,1.9896991661789745,39.858177777777776,source,0,-0.47338516,0.5
A046,1,A046_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.73696804,0.5
A046,2,A046_2,24.32,1.0133333333333334,0.699791723278614,1.0268444444444447,source,0,-1.524923,0.5
A046,3,A046_3,73.05,3.0437499999999997,1.3971724792670734,9.264414062499998,source,0,-1.6154169,0.5
A046,4,A046_4,147.94,6.164166666666667,1.9690917483983523,37.99695069444444,source,0,-0.8297869,0.5
A047,1,A047_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.2630411,0.5
A047,2,A047_2,23.46,0.9775,0.6818334206596719,0.9555062500000001,source,0,-0.08885454,0.5
A047,3,A047_3,76.85,3.202083333333333,1.4355804340522749,10.253337673611108,source,0,-1.2931772,0.5
A047,4,A047_4,144.22,6.009166666666666,1.9472188161863455,36.11008402777777,source,0,-1.5719998,0.5
A048,1,A048_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.0261309,0.5
A048,2,A048_2,23.91,0.99625,0.6912704205470851,0.9925140625,source,0,0.2245945,0.5
A048,3,A048_3,81.15,3.38125,1.477334071800763,11.4328515625,source,0,-0.09986894,0.5
A048,4,A048_4,146.3,6.095833333333334,1.9595077573206972,37.15918402777779,source,0,-0.047569595,0.5
A049,1,A049_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.628672,0.5
A049,2,A049_2,27.12,1.1300000000000001,0.7561219797213337,1.2769000000000004,source,0,-1.2029359,0.5
A049,3,A049_3,111.38,4.640833333333333,1.730031808732516,21.537334027777774,source,0,0.7503262,0.5
A049,4,A049_4,168.86,7.035833333333334,2.083910706734293,49.50295069444445,source,0,0.10018365,0.5
A050,1,A050_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.009817374,0.5
A050,2,A050_2,24.73,1.0304166666666668,0.7082410265074691,1.0617585069444446,source,0,-0.8308533,0.5
A050,3,A050_3,93.39,3.89125,1.587447894542485,15.141826562499999,source,0,-0.91882885,0.5
A050,4,A050_4,148.69,6.195416666666667,1.973444249248633,38.38318767361111,source,0,-0.08620609,0.5
A051,1,A051_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.9375949,0.5
A051,2,A051_2,17.16,0.715,0.5394130806179032,0.5112249999999999,source,0,-0.2418823,0.5
A051,3,A051_3,65.63,2.734583333333333,1.3176362550213248,7.4779460069444434,source,0,-0.6612509,0.5
A051,4,A051_4,146.99,6.124583333333334,1.963551244912556,37.51052100694445,source,0,-0.06661786,0.5
A052,1,A052_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.5465678,0.5
A052,2,A052_2,31.76,1.3233333333333335,0.8430029361043228,1.7512111111111115,source,0,-0.32314909,0.5
A052,3,A052_3,80.98,3.374166666666667,1.4757160254762083,11.385000694444447,source,0,0.28532296,0.5
A052,4,A052_4,153.27,6.38625,1.9996201636777473,40.784189062500005,source,0,-0.7262602,0.5
A053,1,A053_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.61285675,0.5
A053,2,A053_2,32.71,1.3629166666666668,0.8598967316779912,1.8575418402777781,source,0,0.6908248,0.5
A053,3,A053_3,78.28,3.2616666666666667,1.4496603200750402,10.638469444444445,source,0,-0.87289464,0.5
A053,4,A053_4,148.9,6.204166666666667,1.9746595623412992,38.49168402777778,source,0,-0.49189186,0.5
A054,1,A054_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.10204983,0.5
A054,2,A054_2,16.9,0.7041666666666666,0.5330762327008104,0.49585069444444435,source,0,1.0966705,0.5
A054,3,A054_3,72.83,3.0345833333333334,1.3949030332754941,9.208696006944445,source,0,0.9135628,0.5
A054,4,A054_4,136.83,5.701250000000001,1.9022940761596105,32.50425156250001,source,0,1.1728728,0.5
A055,1,A055_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.11819313,0.5
A055,2,A055_2,23.24,0.9683333333333333,0.6771871609812159,0.9376694444444443,source,0,0.6593112,0.5
A055,3,A055_3,74.48,3.1033333333333335,1.4117996515282525,9.630677777777779,source,0,-1.0083954,0.5
A055,4,A055_4,149.21,6.217083333333334,1.9764509008342432,38.65212517361112,source,0,-1.7716202,0.5
A056,1,A056_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.1733193,0.5
A056,2,A056_2,33.61,1.4004166666666666,0.8756423333963461,1.9611668402777778,source,0,-0.25787663,0.5
A056,3,A056_3,71.46,2.9774999999999996,1.3806534812298048,8.865506249999997,source,0,0.19984083,0.5
A056,4,A056_4,147.84,6.16,1.9685099809725544,37.9456,source,0,-1.6880448,0.5
A057,1,A057_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.26597437,0.5
A057,2,A057_2,24.78,1.0325,0.7092665624398284,1.06605625,source,0,-1.5030736,0.5
A057,3,A057_3,73.83,3.07625,1.405177448121392,9.4633140625,source,0,-0.49841014,0.5
A057,4,A057_4,145.06,6.0441666666666665,1.952199851152836,36.53195069444444,source,0,-1.6882595,0.5
A058,1,A058_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.3958939,0.5
A058,2,A058_2,22.96,0.9566666666666667,0.6712423451718953,0.9152111111111111,source,0,-0.7525928,0.5
A058,3,A058_3,66.28,2.7616666666666667,1.3248621216013894,7.626802777777778,source,0,0.019965231,0.5
A058,4,A058_4,143.48,5.978333333333333,1.942810110802997,35.740469444444436,source,0,-0.4705928,0.5
A059,1,A059_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.77775645,0.5
A059,2,A059_2,30.4,1.2666666666666666,0.8183103235139513,1.6044444444444443,source,0,0.8466781,0.5
A059,3,A059_3,79.78,3.3241666666666667,1.464219443591648,11.050084027777778,source,0,1.1726226,0.5
A059,4,A059_4,151.93,6.330416666666667,1.9920323583030093,40.07417517361112,source,0,1.4049748,0.5
A060,1,A060_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.5542918,0.5
A060,2,A060_2,24.87,1.0362500000000001,0.7111098809341178,1.0738140625000003,source,0,0.9303409,0.5
A060,3,A060_3,94.68,3.9450000000000003,1.5983769650746755,15.563025000000001,source,0,-0.22979185,0.5
A060,4,A060_4,143.91,5.99625,1.9453742912234322,35.9550140625,source,0,0.5148364,0.5
A061,1,A061_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.4514033,0.5
A061,2,A061_2,35.16,1.4649999999999999,0.9021918074946533,2.1462249999999994,source,0,0.64185774,0.5
A061,3,A061_3,82.55,3.439583333333333,1.4905605281966805,11.830733506944444,source,0,0.4928585,0.5
A061,4,A061_4,146.56,6.1066666666666665,1.9610333106295341,37.291377777777775,source,0,-0.5863995,0.5
A062,1,A062_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.6549794,0.5
A062,2,A062_2,44.69,1.8620833333333333,1.0515497978778447,3.467354340277778,source,0,-0.16725098,0.5
A062,3,A062_3,92.72,3.8633333333333333,1.5817240738665845,14.925344444444445,source,0,-0.45586523,0.5
A062,4,A062_4,149.18,6.215833333333333,1.9762776856717095,38.63658402777778,source,0,-1.405543,0.5
A063,1,A063_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.7391236,0.5
A063,2,A063_2,21.98,0.9158333333333334,0.65015268898709,0.8387506944444445,source,0,1.0042152,0.5
A063,3,A063_3,69.99,2.91625,1.3651345632842644,8.504514062499998,source,0,0.38045648,0.5
A063,4,A063_4,141.09,5.87875,1.9284369493918316,34.5597015625,source,0,-0.8421556,0.5
A064,1,A064_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.59662765,0.5
A064,2,A064_2,37.65,1.5687499999999999,0.9434193992624076,2.4609765624999995,source,0,0.76872313,0.5
A064,3,A064_3,82.99,3.4579166666666663,1.4946815418025694,11.95718767361111,source,0,-0.10413311,0.5
A064,4,A064_4,156.21,6.50875,2.0160690071822343,42.3638265625,source,0,-1.27261,0.5
A065,1,A065_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-1.3013191,0.5
A065,2,A065_2,32.31,1.3462500000000002,0.8528183089185817,1.8123890625000005,source,0,-0.34596384,0.5
A065,3,A065_3,106.41,4.43375,1.6926295033208647,19.6581390625,source,0,-1.372738,0.5
A065,4,A065_4,187.43,7.809583333333333,2.1758401440888315,60.989591840277775,source,0,-1.6371088,0.5
A066,1,A066_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.16229463,0.5
A066,2,A066_2,23.35,0.9729166666666668,0.6795129892841417,0.9465668402777779,source,0,-0.57932127,0.5
A066,3,A066_3,73.79,3.0745833333333334,1.404768491976238,9.453062673611111,source,0,-0.7972933,0.5
A066,4,A066_4,164.93,6.872083333333333,2.063322745737281,47.22552934027778,source,0,-1.6448519,0.5
A067,1,A067_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.57185596,0.5
A067,2,A067_2,29.91,1.24625,0.8092621591156317,1.5531390625000001,source,0,-1.4705437,0.5
A067,3,A067_3,73.19,3.049583333333333,1.3986139951674335,9.299958506944442,source,0,-1.4817185,0.5
A067,4,A067_4,144.19,6.007916666666667,1.947040462391396,36.09506267361111,source,0,-1.8485239,0.5
A068,1,A068_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.80332613,0.5
A068,2,A068_2,30.49,1.2704166666666665,0.8199633682470614,1.613958506944444,source,0,-0.2173003,0.5
A068,3,A068_3,82.98,3.4575,1.4945880707551584,11.95430625,source,0,1.2649376,0.5
A068,4,A068_4,155.59,6.482916666666667,2.0126226446826996,42.02820850694445,source,0,-0.48391524,0.5
A069,1,A069_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-1.2999883,0.5
A069,2,A069_2,24.96,1.04,0.712949807856125,1.0816000000000001,source,0,-1.1146151,0.5
A069,3,A069_3,79.75,3.3229166666666665,1.463930328762862,11.04177517361111,source,0,-0.5169879,0.5
A069,4,A069_4,140.22,5.8425,1.9231531619326971,34.134806250000004,source,0,-1.5753974,0.5
A070,1,A070_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.021486543,0.5
A070,2,A070_2,24.25,1.0104166666666667,0.6983419974370495,1.020941840277778,source,0,0.08760651,0.5
A070,3,A070_3,81.92,3.4133333333333336,1.4846302618407525,11.650844444444447,source,0,-0.9004179,0.5
A070,4,A070_4,149.2,6.216666666666666,1.976393165780389,38.646944444444436,source,0,-1.3462481,0.5
A071,1,A071_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.5504542,0.5
A071,2,A071_2,30.92,1.2883333333333333,0.8278237505518246,1.6598027777777777,source,0,0.67033637,0.5
A071,3,A071_3,79.96,3.3316666666666666,1.465952379425344,11.100002777777776,source,0,-0.44938245,0.5
A071,4,A071_4,153.27,6.38625,1.9996201636777473,40.784189062500005,source,0,0.38129205,0.5
A072,1,A072_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.80151546,0.5
A072,2,A072_2,33.76,1.4066666666666665,0.878242664236625,1.9787111111111106,source,0,0.9833094,0.5
A072,3,A072_3,83.54,3.4808333333333334,1.4998090410335863,12.116200694444446,source,0,-0.94120866,0.5
A072,4,A072_4,154.89,6.453749999999999,2.0087172614551787,41.65088906249999,source,0,-0.12980092,0.5
A073,1,A073_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.6641471,0.5
A073,2,A073_2,66.66,2.7775,1.3290624151647576,7.7145062499999995,source,0,0.5787494,0.5
A073,3,A073_3,66.9,2.7875,1.3317061708354876,7.77015625,source,0,1.1674864,0.5
A073,4,A073_4,140.12,5.838333333333334,1.9225440372260398,34.08613611111112,source,0,1.0045222,0.5
A074,1,A074_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.5700668,0.5
A074,2,A074_2,29.33,1.2220833333333332,0.7984451942645651,1.4934876736111107,source,0,0.36285383,0.5
A074,3,A074_3,73.02,3.0425,1.396863312469125,9.25680625,source,0,-0.40120536,0.5
