UID,Days,LocationType,theta
A088,3.12125,destination,-0.042964213
A088,6.247083333333333,destination,1.275701
A089,0.0416666666666666,destination,1.5082467
A089,1.3391666666666666,destination,0.47562695
A089,3.3058333333333336,destination,0.17587805
A089,6.123333333333334,destination,1.1707637
A090,0.0416666666666666,destination,-0.312373
A090,0.9808333333333332,destination,-0.061647512
A090,3.9758333333333336,destination,-0.5720476
A090,6.002916666666667,destination,0.13971248
A091,0.0416666666666666,destination,0.9795998
A091,0.925,destination,0.06685807
A091,3.0683333333333334,destination,-0.89255774
A091,5.942083333333334,destination,-0.07596965
A092,0.0416666666666666,destination,-0.23166957
A092,0.95125,destination,-0.69330376
A092,2.97125,destination,-0.9481826
A092,6.09,destination,-0.8879755
A093,0.0416666666666666,destination,0.88862497
A093,0.9204166666666668,destination,-0.92129517
A093,2.9258333333333333,destination,-0.72918755
A093,5.872916666666666,destination,-0.9081448
A094,0.0416666666666666,destination,-1.6466404
A094,0.9575,destination,-0.15119222
A094,3.1754166666666666,destination,-0.9242259
A094,6.249583333333334,destination,-0.9648984
A095,0.0416666666666666,destination,1.3643255
A095,1.2379166666666668,destination,-1.0748749
A095,3.2816666666666667,destination,-0.64863694
A095,6.199583333333333,destination,-1.2720163
A096,0.0416666666666666,destination,-0.25634238
A096,1.0204166666666663,destination,-0.4315951
A096,2.96625,destination,-0.77460325
A096,5.985833333333333,destination,0.34063703
A097,0.0416666666666666,destination,-0.46857113
A097,1.0154166666666666,destination,-0.0010014646
A097,2.95125,destination,-0.4898428
A097,6.035416666666666,destination,-0.5199486
A098,0.0416666666666666,destination,-0.030838465
A098,1.07375,destination,1.0409025
A098,3.285,destination,0.28669637
A098,6.095416666666666,destination,-0.78232086
A099,0.0416666666666666,destination,1.2973406
A099,1.1979166666666667,destination,-0.6628526
A099,3.27375,destination,0.030887347
A099,5.979583333333333,destination,1.246263
A100,0.0416666666666666,destination,-0.87108815
A100,1.2975,destination,1.1829009
A100,3.1391666666666667,destination,0.30303836
A100,6.116666666666667,destination,-1.0696338
A101,0.0416666666666666,destination,0.8285791
A101,1.2133333333333334,destination,-0.6126528
A101,3.13375,destination,-0.8006932
A101,6.259166666666666,destination,0.11722783
A102,0.0416666666666666,destination,0.053731274
A102,1.21375,destination,0.4204631
A102,3.13625,destination,-0.07851724
A102,6.267083333333333,destination,-1.0674996
A103,0.0416666666666666,destination,1.3896039
A103,1.1358333333333337,destination,-0.39403135
A103,3.3433333333333333,destination,1.0030328
A103,6.238333333333333,destination,-0.78722334
A104,0.0416666666666666,destination,-0.012794465
A104,0.9416666666666668,destination,0.07025564
A104,3.0258333333333334,destination,0.96573603
A104,6.074166666666667,destination,-1.5526493
A105,0.0416666666666666,destination,1.0892614
A105,0.94875,destination,1.1191673
A105,2.8941666666666666,destination,-0.18136573
A105,6.091666666666666,destination,0.5341267
A106,0.0416666666666666,destination,1.3741684
A106,0.9433333333333334,destination,0.54990196
A106,2.7533333333333334,destination,0.47669202
A106,6.130416666666666,destination,0.32179102
A107,0.0416666666666666,destination,-0.42106685
A107,1.0925,destination,-1.1636287
A107,2.9770833333333333,destination,-1.1666491
A107,6.08125,destination,-1.5836855
A108,0.0416666666666666,destination,-0.15127367
A108,1.1504166666666666,destination,-1.1911994
A108,2.873333333333333,destination,1.1170034
A108,6.338333333333334,destination,-1.2119448
A109,0.0416666666666666,destination,-0.798052
A109,1.0270833333333331,destination,-0.50868475
A109,2.9654166666666666,destination,-0.69492316
A109,6.244583333333334,destination,-0.66748077
